onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
260.2587	1	261.277	Twist	48	0	0	NaN	NaN
263.2454	1	264.2635	CrunchBisquitWhite2	19	0	1	NaN	NaN
265.2476	1	266.2654	BisliOnion	57	0	0	NaN	NaN
267.2498	1	268.2676	BisliBbq	55	0	0	NaN	NaN
269.2521	1	270.2701	ChocolateParaSucariotKoftzot2	4	0	1	NaN	NaN
272.2388	1	273.2565	ClickXLwhite4	39	0	0	NaN	NaN
274.2411	1	275.2588	Loacker	17	0	1	NaN	NaN
278.2454	1	279.2806	ClickBlackWhite3	18	1	1	550.0653	836.7543
280.2476	1	281.2655	ClickBalls5	9	0	1	NaN	NaN
285.2533	1	286.2711	Egozi	43	0	0	NaN	NaN
287.2389	1	288.2565	HappyHippo	3	0	1	NaN	NaN
291.2434	1	292.2612	WerthersOriginal	58	0	0	NaN	NaN
293.2456	1	294.2632	BisliPizza3	56	0	0	NaN	NaN
296.2489	1	297.2667	Bamba	21	0	1	NaN	NaN
301.2545	1	302.2722	KinderBuenoWhite2	8	0	1	NaN	NaN
303.2401	1	304.2577	KinderBuenoBrown3	5	0	1	NaN	NaN
305.2424	1	306.2788	Snickers	15	1	1	566.7129	953.6044
309.2468	1	310.2644	ChocolateParaCookies5	14	0	1	NaN	NaN
313.2513	1	314.2692	DoritosGrill	20	0	1	NaN	NaN
317.2391	1	318.257	Keifli	54	0	0	NaN	NaN
319.2413	1	320.2773	SkittlesSour4	52	1	0	550.0543	867.7559
321.2436	1	322.2783	Mekupelet	13	1	1	583.3805	928.1921
323.2459	1	324.2637	Tictac	42	0	0	NaN	NaN
325.2482	1	326.284	DoritosSourSpicy	53	1	0	566.7144	961.205
331.2382	1	332.2562	Dubonim	40	0	0	NaN	NaN
334.2415	1	335.2595	ClickBisquit2	51	0	0	NaN	NaN
336.2437	1	337.2615	KashitSour	11	0	1	NaN	NaN
338.246	1	339.2805	HispusimShatiah	47	1	0	583.3876	901.5087
341.2493	1	342.2855	BabyDoll	45	1	0	600.0466	898.2858
343.2516	1	344.2882	Hit	44	1	0	616.7112	933.6069
345.2539	1	346.291	ChocolateParaMarir2	7	1	1	600.0553	881.3858
347.2394	1	348.2572	Cheetos	46	0	0	NaN	NaN
350.2428	1	351.2604	BambaNugat	22	0	1	NaN	NaN
352.2451	1	353.2629	CrunchBisquitBrown3	6	0	1	NaN	NaN
354.2473	1	355.2651	PesekZman	16	0	1	NaN	NaN
356.2495	1	357.2673	BambaSweet	49	0	0	NaN	NaN
358.2517	1	359.286	Shugi	10	1	1	616.7116	946.6778
364.2418	1	365.2596	Mentos	41	0	0	NaN	NaN
367.2451	1	368.2799	KifkefMaklot2	50	1	0	633.3728	991.191
371.2496	1	372.2856	Kitkat	12	1	1	633.3806	961.8693
