onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
558.2512	1	559.2691	SkittlesFruits2	52	0	0	NaN	NaN
560.2535	1	561.2712	Cheetos	13	0	1	NaN	NaN
564.2412	1	565.259	KinderBuenoWhite2	44	0	0	NaN	NaN
567.2446	1	568.2624	HispusimShatiah	55	0	0	NaN	NaN
569.2469	1	570.2646	KinderJoy	10	0	1	NaN	NaN
572.2504	1	573.2847	Popco	9	1	1	683.4023	992.7343
576.2546	1	577.2725	KashitSour	56	0	0	NaN	NaN
580.2425	1	581.2769	ClickXLwhite4	51	1	0	750.0563	1032.563
582.2448	1	583.2626	Smarties	50	0	0	NaN	NaN
587.2503	1	588.2847	BisliBbq	11	1	1	700.0554	984.8048
589.2526	1	590.2704	SkittlesSour4	53	0	0	NaN	NaN
591.2549	1	592.2726	KinderBuenoBrown3	12	0	1	NaN	NaN
597.2449	1	598.2627	Apropo	5	0	1	NaN	NaN
599.2471	1	600.2649	BambaNugat	7	0	1	NaN	NaN
601.2494	1	602.2672	Tictac	45	0	0	NaN	NaN
603.2516	1	604.2863	BagaleShtuhim	8	1	1	716.7232	1023.633
607.2391	1	608.2572	ChocolateParaMarir2	58	0	0	NaN	NaN
611.2439	1	612.2617	Tortit	19	0	1	NaN	NaN
614.2472	1	615.2652	Shugi	21	0	1	NaN	NaN
618.2517	1	619.2696	BisliOnion	42	0	0	NaN	NaN
621.2553	1	622.2913	CrunchBisquitWhite2	48	1	0	700.0506	971.8092
623.2406	1	624.2585	Dubonim	3	0	1	NaN	NaN
627.2453	1	628.263	ClickBisquit2	15	0	1	NaN	NaN
629.2474	1	630.2652	BabyDoll	40	0	0	NaN	NaN
631.2496	1	632.2675	ClickBalls5	39	0	0	NaN	NaN
635.2541	1	636.2719	Keifli	6	0	1	NaN	NaN
637.2393	1	638.2753	Kitkat	17	1	1	666.7064	947.7429
641.2441	1	642.2621	Snickers	22	0	1	NaN	NaN
645.2486	1	646.2848	CrunchShokoVanil	16	1	1	683.3787	954.5043
648.2521	1	649.2864	GumiWine2	43	1	0	716.7242	983.0261
654.2421	1	655.2599	DoritosGrill	20	0	1	NaN	NaN
656.2443	1	657.2809	Bounty	14	1	1	700.055	958.7938
660.2488	1	661.2666	Loacker	47	0	0	NaN	NaN
662.251	1	663.2688	GumiSnakes3	41	0	0	NaN	NaN
664.2534	1	665.2711	BisliGrill	4	0	1	NaN	NaN
666.2387	1	667.2736	KifkefMaklot2	49	1	0	733.3777	1012.49
671.2444	1	672.2622	ChocolateParaCookies5	57	0	0	NaN	NaN
673.2467	1	674.2645	Mars	18	0	1	NaN	NaN
675.249	1	676.2834	ClickBlackWhite3	46	1	0	683.3878	938.1233
678.2523	1	679.2867	ChocolateParaMilk3	54	1	0	700.0455	934.8023
