onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
901.7735	1	902.7911	Keifli	55	0	0	NaN	NaN
904.7766	1	905.7944	Popco	22	0	1	NaN	NaN
906.7789	1	907.8136	ChocolateParaCookies5	17	1	1	650.0702	943.686
908.7812	1	909.799	WerthersOriginal	58	0	0	NaN	NaN
910.7664	1	911.7845	BisliBbq	53	0	0	NaN	NaN
913.7701	1	914.8044	DoritosSourSpicy	49	1	0	716.7377	944.5504
915.7723	1	916.7902	CrunchShokoVanil	21	0	1	NaN	NaN
919.7768	1	920.7946	Tortit	20	0	1	NaN	NaN
921.7791	1	922.7969	ClickBisquit2	18	0	1	NaN	NaN
926.7681	1	927.7858	ClickXLbrown4	41	0	0	NaN	NaN
928.7702	1	929.788	KinderBuenoWhite2	5	0	1	NaN	NaN
932.7747	1	933.8092	HispusimShatiah	46	1	0	733.3785	1043.908
934.777	1	935.7948	BabyDoll	52	0	0	NaN	NaN
937.7804	1	938.8149	GumiSnakes3	51	1	0	683.3814	974.2601
942.7694	1	943.7871	HappyHippo	19	0	1	NaN	NaN
944.7715	1	945.7893	Tictac	57	0	0	NaN	NaN
946.7738	1	947.7916	Apropo	12	0	1	NaN	NaN
950.7782	1	951.8126	KashitSour	48	1	0	700.0586	936.4337
954.7659	1	955.784	Bounty	44	0	0	NaN	NaN
958.7706	1	959.7883	BambaSweet	47	0	0	NaN	NaN
960.7729	1	961.7907	Bamba	15	0	1	NaN	NaN
962.775	1	963.7928	Loacker	4	0	1	NaN	NaN
964.7772	1	965.7951	BagaleShtuhim	13	0	1	NaN	NaN
966.7796	1	967.8141	BambaNugat	9	1	1	666.726	975.0401
972.7696	1	973.805	KinderBuenoBrown3	8	1	1	683.3889	913.0211
975.773	1	976.8084	Dubonim	43	1	0	716.7129	1037.655
977.7752	1	978.7931	CrunchBisquitWhite2	10	0	1	NaN	NaN
979.7775	1	980.8137	KinderJoy	14	1	1	700.051	993.1784
982.7808	1	983.7987	BisliGrill	56	0	0	NaN	NaN
984.7661	1	985.7842	CrunchBisquitBrown3	6	0	1	NaN	NaN
986.7687	1	987.8041	Tapuchips	54	1	0	666.7249	1010.019
988.7709	1	989.7887	KifkefMaklot2	45	0	0	NaN	NaN
991.7742	1	992.7922	SkittlesFruits2	39	0	0	NaN	NaN
993.7765	1	994.8109	Mekupelet	11	1	1	716.7191	1026.132
995.7788	1	996.7966	Cheetos	50	0	0	NaN	NaN
997.7811	1	998.7989	ChocolateParaMilk3	42	0	0	NaN	NaN
999.7666	1	1000.784	Kitkat	7	0	1	NaN	NaN
1005.773	1	1006.808	Taami	16	1	1	666.7083	933.3254
1008.777	1	1009.794	Hit	40	0	0	NaN	NaN
1012.781	1	1013.799	Snickers	3	0	1	NaN	NaN
