onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
525.3677	1	526.3874	Hit	40	0	0	NaN	NaN
528.3542	1	529.3722	Cheetos	50	0	0	NaN	NaN
532.359	1	533.3766	Keifli	55	0	0	NaN	NaN
534.3612	1	535.3789	Popco	22	0	1	NaN	NaN
536.3633	1	537.3812	Loacker	4	0	1	NaN	NaN
540.3679	1	541.3858	Bounty	44	0	0	NaN	NaN
542.3701	1	543.3879	BambaSweet	47	0	0	NaN	NaN
547.359	1	548.3769	BabyDoll	52	0	0	NaN	NaN
549.3613	1	550.3792	BisliBbq	53	0	0	NaN	NaN
552.3646	1	553.3825	KinderBuenoWhite2	5	0	1	NaN	NaN
555.368	1	556.3859	ClickBisquit2	18	0	1	NaN	NaN
559.3555	1	560.3736	WerthersOriginal	58	0	0	NaN	NaN
562.3592	1	563.394	BambaNugat	9	1	1	683.3971	1011.507
564.3614	1	565.3793	ChocolateParaMilk3	42	0	0	NaN	NaN
567.365	1	568.3994	GumiSnakes3	51	1	0	616.7407	861.6728
571.3694	1	572.4039	ChocolateParaCookies5	17	1	1	633.3825	1049.276
574.356	1	575.3743	Tictac	57	0	0	NaN	430.6456
576.3582	1	577.376	BisliGrill	56	0	0	NaN	NaN
578.3605	1	579.3784	SkittlesFruits2	39	0	0	NaN	NaN
583.3662	1	584.401	Dubonim	43	1	0	633.3821	900.4117
587.3706	1	588.3885	Tortit	20	0	1	NaN	NaN
591.3584	1	592.3937	KinderBuenoBrown3	8	1	1	583.3877	1020.269
597.3651	1	598.3996	Taami	16	1	1	533.3801	741.5433
599.3674	1	600.3853	CrunchShokoVanil	21	0	1	NaN	451.2226
601.3697	1	602.3875	Snickers	3	0	1	NaN	NaN
603.3549	1	604.3729	CrunchBisquitBrown3	6	0	1	NaN	NaN
605.3576	1	606.3752	HappyHippo	19	0	1	NaN	NaN
609.362	1	610.3798	Bamba	15	0	1	NaN	NaN
611.3642	1	612.4003	Mekupelet	11	1	1	550.0509	790.4523
615.3687	1	616.4037	KashitSour	48	1	0	650.0452	857.9345
617.3708	1	618.4069	HispusimShatiah	46	1	0	666.7137	871.7961
619.3566	1	620.3743	CrunchBisquitWhite2	10	0	1	NaN	NaN
621.3588	1	622.3932	KinderJoy	14	1	1	566.7118	867.8726
626.3643	1	627.3822	KifkefMaklot2	45	0	0	NaN	NaN
628.3665	1	629.3844	BagaleShtuhim	13	0	1	NaN	NaN
630.3689	1	631.3867	Apropo	12	0	1	NaN	NaN
633.3553	1	634.3734	ClickXLbrown4	41	0	0	NaN	NaN
640.3634	1	641.3989	Tapuchips	54	1	0	683.4095	903.2021
644.3679	1	645.4024	DoritosSourSpicy	49	1	0	700.0556	954.7248
651.359	1	652.3769	Kitkat	7	0	1	NaN	NaN
