onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1284.67	1	1285.687	Apropo	12	0	1	NaN	NaN
1289.675	1	1290.693	BabyDoll	52	0	0	NaN	NaN
1291.661	1	1292.695	DoritosSourSpicy	49	1	0	683.4223	965.845
1293.663	1	1294.681	CrunchShokoVanil	21	0	1	NaN	NaN
1299.67	1	1300.688	Bounty	44	0	0	NaN	NaN
1301.672	1	1302.707	ChocolateParaCookies5	17	1	1	616.7316	962.6844
1304.675	1	1305.693	CrunchBisquitWhite2	10	0	1	NaN	NaN
1306.661	1	1307.679	ClickBisquit2	18	0	1	NaN	NaN
1310.665	1	1311.683	ClickXLbrown4	41	0	0	NaN	NaN
1312.668	1	1313.702	KashitSour	48	1	0	700.0466	934.9104
1317.673	1	1318.708	GumiSnakes3	51	1	0	716.7159	1073.403
1324.664	1	1325.682	Tortit	20	0	1	NaN	NaN
1326.667	1	1327.685	Popco	22	0	1	NaN	NaN
1329.67	1	1330.688	BisliBbq	53	0	0	NaN	NaN
1332.674	1	1333.691	Keifli	55	0	0	NaN	NaN
1336.661	1	1337.698	BambaNugat	9	1	1	633.3854	989.38
1340.666	1	1341.684	BisliGrill	56	0	0	NaN	NaN
1344.67	1	1345.688	HappyHippo	19	0	1	NaN	NaN
1347.674	1	1348.691	Snickers	3	0	1	NaN	NaN
1353.664	1	1354.681	Kitkat	7	0	1	NaN	NaN
1355.666	1	1356.684	ChocolateParaMilk3	42	0	0	NaN	NaN
1358.669	1	1359.704	KinderJoy	14	1	1	650.0574	973.352
1360.672	1	1361.689	KinderBuenoWhite2	5	0	1	NaN	NaN
1362.674	1	1363.71	KinderBuenoBrown3	8	1	1	666.7634	896.7535
1364.659	1	1365.712	Taami	16	1	1	683.3849	919.132
1367.663	1	1368.697	Tapuchips	54	1	0	666.7122	907.9811
1371.667	1	1372.704	HispusimShatiah	46	1	0	683.3816	911.4386
1373.669	1	1374.687	BagaleShtuhim	13	0	1	NaN	NaN
1375.672	1	1376.689	Bamba	15	0	1	NaN	NaN
1377.674	1	1378.692	KifkefMaklot2	45	0	0	NaN	NaN
1379.66	1	1380.677	WerthersOriginal	58	0	0	NaN	NaN
1381.662	1	1382.696	Dubonim	43	1	0	700.0537	1052.891
1385.666	1	1386.684	CrunchBisquitBrown3	6	0	1	NaN	NaN
1389.671	1	1390.689	Hit	40	0	0	NaN	NaN
1391.673	1	1392.691	SkittlesFruits2	39	0	0	NaN	NaN
1393.658	1	1394.676	Cheetos	50	0	0	NaN	NaN
1395.661	1	1396.679	Tictac	57	0	0	NaN	NaN
1397.663	1	1398.681	Loacker	4	0	1	NaN	NaN
1403.67	1	1404.704	Mekupelet	11	1	1	700.057	956.8694
1405.672	1	1406.69	BambaSweet	47	0	0	NaN	NaN
