onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.016067	0.91899	3.450618	BisliBbq	Tapuchips	53	54	0	y	2	1	930.17
6.016247	0.91899	7.182912	Taami	Bamba	16	15	1	b	1	1	661.02
13.01623	0.91899	14.34969	BagaleShtuhim	Mekupelet	13	11	0	y	1	1	829.06
16.01631	0.91899	17.59607	CrunchBisquitWhite2	ChocolateParaCookies5	10	17	0	b	1	0	1072.95
21.01643	0.91899	22.41365	BambaNugat	ClickBisquit2	9	18	1	y	1	0	889.84
31.01649	0.91899	32.19995	BagaleShtuhim	BambaNugat	13	9	0	b	1	0	687.78
34.01654	0.91899	35.28332	Kitkat	ChocolateParaCookies5	7	17	0	y	1	1	768.72
37.01662	0.91899	38.56673	KashitSour	BisliBbq	48	53	1	y	2	0	1046.64
46.01757	0.91899	47.33469	ClickBisquit2	Mekupelet	18	11	0	y	1	1	824.68
49.01808	0.91899	50.26855	KinderBuenoBrown3	Kitkat	8	7	1	b	1	1	754.17
59.01983	0.91899	60.35364	CrunchBisquitBrown3	Keifli	6	55	1	b	4	1	829.43
64.02073	0.91899	65.18778	Keifli	KinderBuenoWhite2	55	5	0	y	4	1	673.56
69.02168	0.91899	70.23404	CrunchBisquitWhite2	KinderBuenoBrown3	10	8	0	y	1	1	708.57
77.02301	0.91899	78.2234	Bamba	KinderJoy	15	14	0	y	1	1	699.25
84.02421	0.91899	85.2079	Tapuchips	Bounty	54	44	1	b	2	1	684.04
88.02498	0.91899	89.22524	Cheetos	DoritosSourSpicy	50	49	0	b	2	0	708.28
91.02542	0.91899	92.44255	BisliBbq	HispusimShatiah	53	46	0	b	2	0	923.85
96.01743	0.91899	97.16008	KinderJoy	CrunchBisquitWhite2	14	10	1	b	1	1	640.84
99.01744	0.91899	100.1105	KashitSour	BabyDoll	48	52	1	y	2	0	585.81
107.0174	0.91899	108.4344	DoritosSourSpicy	Bounty	49	44	1	b	2	1	914.85
113.0174	0.91899	114.5845	HispusimShatiah	Bounty	46	44	1	b	2	1	1067.87
118.0175	0.91899	119.4845	DoritosSourSpicy	BisliBbq	49	53	1	y	2	0	963.72
123.0178	0.91899	124.4346	GumiSnakes3	KifkefMaklot2	51	45	1	y	2	0	917.44
126.0178	0.91899	127.268	Tapuchips	Cheetos	54	50	1	b	2	1	753.48
140.018	0.91899	141.3181	KifkefMaklot2	Dubonim	45	43	0	b	2	0	803.26
143.0181	0.91899	144.3179	Bamba	Mekupelet	15	11	0	y	1	1	808.17
147.0185	0.91899	148.319	BagaleShtuhim	Taami	13	16	0	y	1	1	800.76
151.0193	0.91899	152.153	BambaSweet	DoritosSourSpicy	47	49	0	b	2	0	633.01
154.0198	0.91899	155.6035	KashitSour	BambaSweet	48	47	1	b	2	1	1085.48
157.0203	0.91899	158.3374	ChocolateParaCookies5	Apropo	17	12	1	b	1	1	812.96
163.0213	0.91899	164.1883	Cheetos	GumiSnakes3	50	51	0	b	2	0	672.94
169.0224	0.91899	170.4061	HispusimShatiah	Cheetos	46	50	1	y	2	0	891.84
172.0229	0.91899	173.3852	Tapuchips	KifkefMaklot2	54	45	1	y	2	0	862.37
175.0234	0.91899	176.2738	Tapuchips	BabyDoll	54	52	1	b	2	1	750.86
179.0241	0.91899	180.202	KinderBuenoBrown3	BagaleShtuhim	8	13	1	b	1	1	680.16
182.0246	0.91899	183.3021	ClickBisquit2	ChocolateParaCookies5	18	17	0	y	1	1	778.61
185.0252	0.91899	186.3921	ClickBisquit2	KinderBuenoBrown3	18	8	0	b	1	0	874.1
188.0187	0.91899	189.3022	Kitkat	BambaNugat	7	9	0	b	1	0	780.59
