onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
633.0978	1	634.1154	ClickBlackWhite3	3	0	1	NaN	NaN
636.0841	1	637.103	Halva2	57	0	0	NaN	NaN
638.0867	1	639.1229	Twist	45	1	0	650.082	900.4374
640.0889	1	641.1074	KashitSour	20	0	1	NaN	NaN
642.0912	1	643.1105	KinderJoy	8	0	1	NaN	NaN
645.0946	1	646.1134	Tapuchips	55	0	0	NaN	NaN
647.0968	1	648.1154	SkittlesSour4	51	0	0	NaN	NaN
651.0844	1	652.1024	ChocolateParaSucariotKoftzot2	43	0	0	NaN	NaN
653.0868	1	654.1215	Bamba	12	1	1	650.0686	1052.361
658.0924	1	659.1119	DoritosNatural	58	0	0	NaN	NaN
660.0947	1	661.1306	PesekZman	52	1	0	666.7161	1148.459
664.0992	1	665.118	CrunchBisquitBrown3	17	0	1	NaN	NaN
666.0847	1	667.1205	Mekupelet	7	1	1	600.0419	774.5162
669.088	1	670.1226	CrunchBisquitWhite2	15	1	1	616.7095	987.0797
674.0938	1	675.1122	Tortit	5	0	1	NaN	NaN
676.096	1	677.1146	SkittlesFruits2	46	0	0	NaN	NaN
678.0982	1	679.1167	ChocolateParaCookies5	11	0	1	NaN	NaN
682.086	1	683.1203	ChocolateParaMarir2	47	1	0	616.7126	845.1598
686.0905	1	687.1099	Hit	6	0	1	NaN	NaN
690.0949	1	691.1137	Taami	9	0	1	NaN	NaN
692.0971	1	693.1155	BabyDoll	56	0	0	NaN	NaN
694.0994	1	695.1175	Popco	54	0	0	NaN	NaN
696.0849	1	697.104	Mars	21	0	1	NaN	NaN
698.0872	1	699.1053	Apropo	40	0	0	NaN	NaN
704.0939	1	705.1304	Cheetos	53	1	0	633.3878	837.2684
707.0974	1	708.1153	ClickXLbrown4	4	0	1	NaN	NaN
709.0996	1	710.1185	BambaSweet	48	0	0	NaN	NaN
711.0851	1	712.1038	HappyHippo	22	0	1	NaN	NaN
714.0885	1	715.1075	ClickBalls5	14	0	1	NaN	NaN
716.0907	1	717.1089	Shugi	42	0	0	NaN	NaN
718.093	1	719.1115	KinderBuenoBrown3	19	0	1	NaN	NaN
720.0952	1	721.1302	ClickBisquit2	13	1	1	633.3839	867.9332
723.0986	1	724.1171	Bounty	39	0	0	NaN	NaN
725.0838	1	726.1211	Loacker	18	1	1	650.0489	855.3282
727.0863	1	728.1216	KinderBuenoWhite2	10	1	1	666.7209	900.83
729.0886	1	730.1065	BisliGrill	41	0	0	NaN	NaN
731.0909	1	732.1096	ClickXLwhite4	16	0	1	NaN	NaN
737.0976	1	738.1321	Mentos	44	1	0	650.0522	817.5611
740.084	1	741.1203	BisliBbq	50	1	0	666.7207	871.1268
744.0887	1	745.1074	Tictac	49	0	0	NaN	NaN
