onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.016467	0.91899	3.450195	Popco	Bamba	43	44	0	b	2	0	933.01
6.017211	0.91899	7.28303	Loacker	BisliBbq	46	47	0	b	2	0	760.25
13.01822	0.91899	14.34999	Halva2	KifkefMaklot2	54	52	0	y	2	1	827.26
16.01942	0.91899	17.40259	Bamba	Smarties	44	48	1	b	2	1	880.05
21.01964	0.91899	22.32008	DoritosGrill	KifkefMaklot2	51	52	0	y	2	1	798.83
31.02136	0.91899	32.27196	Taami	ChocolateParaSucariotKoftzot2	16	10	0	y	1	1	750.12
34.02183	0.91899	35.1891	CrunchBisquitBrown3	HappyHippo	14	13	0	y	1	1	673.64
37.02233	0.91899	38.23968	Mentos	ChocolateParaSucariotKoftzot2	17	10	0	y	1	1	726.14
46.01674	0.91899	47.27451	Tortit	Twix	11	7	0	y	1	1	753.73
49.01682	0.91899	50.38375	CrunchShokoVanil	DoritosNatural	53	49	1	b	2	1	862.65
59.01698	0.91899	60.25055	Keifli	Halva2	45	54	1	b	2	1	730.5
64.01703	0.91899	65.09428	Tortit	HappyHippo	11	13	0	y	1	1	573.44
69.01707	0.91899	70.11733	ChocolateParaSucariotKoftzot2	Tortit	10	11	1	b	1	1	599.41
77.01719	0.91899	78.15085	Mentos	Twix	17	7	0	y	1	1	627.28
84.0173	0.91899	85.50079	Halva2	BisliBbq	54	47	0	y	2	1	980.17
88.01735	0.91899	89.21746	Mentos	HappyHippo	17	13	0	y	1	1	696.13
91.01742	0.91899	92.31771	KifkefMaklot2	Smarties	52	48	1	b	2	1	808.06
96.01741	0.91899	97.05086	HappyHippo	Taami	13	16	1	y	1	0	534.06
99.01757	0.91899	100.3011	Egozi	ClickBisquit2	55	5	0	y	4	1	789.89
107.0182	0.91899	108.5686	Halva2	BambaSweet	54	50	0	y	2	1	1051.32
113.0192	0.91899	114.1529	CrunchBisquitBrown3	Twix	14	7	0	y	1	1	642.3
118.0209	0.91899	119.2538	Keifli	Loacker	45	46	1	b	2	1	736.61
123.0209	0.91899	124.268	ClickBisquit2	ChocolateParaMarir2	5	56	1	b	4	1	746.56
126.0214	0.91899	127.5217	KifkefMaklot2	Popco	52	43	1	y	2	0	1007.09
140.0238	0.91899	141.741	BambaSweet	DoritosNatural	50	49	1	y	2	0	1223.66
143.018	0.91899	144.6915	BambaSweet	DoritosGrill	50	51	1	y	2	0	1173.46
147.0181	0.91899	148.4755	ChocolateParaSucariotKoftzot2	ClickBlackWhite3	10	8	1	y	1	0	958.36
151.0181	0.91899	152.4094	KifkefMaklot2	Loacker	52	46	1	b	2	1	887.33
154.0182	0.91899	155.335	WerthersOriginal	PesekZman	18	9	1	y	1	0	816.25
157.0182	0.91899	158.2851	Cheetos	Taami	15	16	1	b	1	1	763.3
163.0183	0.91899	164.2615	ChocolateParaSucariotKoftzot2	PesekZman	10	9	1	b	1	1	741.15
169.0184	0.91899	170.4352	ClickBlackWhite3	WerthersOriginal	8	18	0	b	1	0	922.12
172.0185	0.91899	173.2797	CrunchBisquitBrown3	ClickXLwhite4	14	12	0	y	1	1	757.98
175.0185	0.91899	176.4136	Popco	BambaSweet	43	50	0	b	2	0	894
179.0185	0.91899	180.281	Smarties	BambaSweet	48	50	0	y	2	1	759
182.0185	0.91899	183.2148	ClickXLwhite4	Tortit	12	11	1	b	1	1	694.98
185.0186	0.91899	186.5187	CrunchShokoVanil	DoritosGrill	53	51	1	y	2	0	1002.84
188.0187	0.91899	189.2159	ClickXLwhite4	PesekZman	12	9	1	b	1	1	694.8
