onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.022173	0.9575	3.449991	BisliGrill	ChocolateParaSucariotKoftzot2	14	13	0	b	1	0	921.32
5.022328	0.9575	6.489062	KashitSour	CrunchBisquitBrown3	47	49	1	y	2	0	969.16
8.022306	0.9575	9.339183	ChocolateParaSucariotKoftzot2	Twix	13	17	1	b	1	1	820.19
13.02235	0.9575	14.48917	ClickXLbrown4	KinderBuenoBrown3	10	16	1	y	1	0	965.19
18.02247	0.9575	19.75607	ClickXLbrown4	BisliBbq	10	8	1	y	1	0	1230.04
25.02257	0.9575	26.57282	CrunchBisquitBrown3	Tortit	49	45	0	b	2	0	1045.93
29.02264	0.9575	30.57288	PesekZman	BisliGrill	12	14	1	y	1	0	1056.85
32.02265	0.9575	33.43954	ClickBalls5	ClickXLbrown4	9	10	0	b	1	0	913.84
39.02281	0.9575	40.62309	WerthersOriginal	BambaSweet	46	53	0	b	2	0	1105.68
43.02334	0.9575	44.57378	Twix	ClickXLbrown4	17	10	0	b	1	0	1046.15
46.0239	0.9575	47.47427	ChocolateParaMilk3	CrunchBisquitBrown3	44	49	1	b	2	1	945.63
50.0245	0.9575	51.70842	HappyHippo	Tapuchips	52	43	1	b	2	1	1189
54.02522	0.9575	55.60906	KifkefMaklot2	Tortit	54	45	0	b	2	0	1089.28
59.02613	0.9575	60.3099	Smarties	Kitkat	56	5	0	y	4	1	783.36
63.02678	0.9575	64.6606	BisliBbq	PesekZman	8	12	0	b	1	0	1139.72
67.02753	0.9575	68.42786	Tapuchips	Mentos	43	50	0	b	2	0	904.21
70.02804	0.9575	71.80679	GumiSnakes3	Mentos	48	50	0	b	2	0	1279.45
80.02345	0.9575	81.67357	ClickBlackWhite3	BisliBbq	18	8	1	b	1	1	1150.04
84.02352	0.9575	85.49763	Mentos	WerthersOriginal	50	46	1	y	2	0	972.99
87.02344	0.9575	88.34821	ChocolateParaMilk3	GumiSnakes3	44	48	1	b	2	1	826.06
90.02344	0.9575	91.48191	CrunchBisquitBrown3	Mentos	49	50	0	b	2	0	956.05
94.02351	0.9575	95.95712	HappyHippo	WerthersOriginal	52	46	1	y	2	0	1429.99
100.0237	0.9575	101.7572	PesekZman	ClickBisquit2	12	11	1	b	1	1	1232.84
103.0237	0.9575	104.9509	CrunchBisquitWhite2	ClickBisquit2	15	11	1	y	1	0	1422.8
106.0238	0.9575	107.8403	ClickBlackWhite3	ClickBisquit2	18	11	1	y	1	0	1315.73
110.0239	0.9575	111.5405	ClickBalls5	BisliOnion	9	7	0	y	1	1	1018.64
113.0239	0.9575	114.9073	GumiSnakes3	Tortit	48	45	0	b	2	0	1384.63
116.0239	0.9575	117.9073	Tapuchips	KashitSour	43	47	0	b	2	0	1384.64
130.024	0.9575	131.6057	Kitkat	Cheetos	5	55	1	b	4	1	1076.45
140.0241	0.9575	141.6577	BisliGrill	ClickBlackWhite3	14	18	0	b	1	0	1136.36
146.0247	0.9575	147.4751	DoritosSourSpicy	HappyHippo	51	52	0	b	2	0	947.87
150.0253	0.9575	151.709	GumiSnakes3	KashitSour	48	47	0	b	2	0	1188.18
156.0278	0.9575	157.3268	BisliOnion	BisliBbq	7	8	1	b	1	1	800.73
160.0282	0.9575	161.4107	KinderBuenoBrown3	CrunchBisquitWhite2	16	15	0	b	1	0	894.25
166.0287	0.9575	167.2451	BisliOnion	ClickBisquit2	7	11	1	b	1	1	721.77
178.0248	0.9575	180.0248	BambaSweet	Tapuchips	53	43	1	x	2	NaN	NaN
181.0247	0.9575	182.6146	CrunchBisquitWhite2	ClickBalls5	15	9	1	y	1	0	1091.77
188.0249	0.9575	189.6749	GumiSnakes3	BambaSweet	48	53	0	y	2	1	1152.65
