onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
125.1302	1	126.1481	DoritosSourSpicy	43	0	0	NaN	NaN
130.1361	1	131.1539	BagaleShtuhim	20	0	1	NaN	NaN
132.1383	1	133.1562	Halva2	46	0	0	NaN	NaN
134.1239	1	135.1417	Egozi	57	0	0	NaN	NaN
140.1306	1	141.1666	ChocolateParaMarir2	53	1	0	716.7315	968.2965
142.1329	1	143.1506	KashitSour	49	0	0	NaN	NaN
145.1362	1	146.1541	BabyDoll	39	0	0	NaN	NaN
147.1217	1	148.1396	SkittlesFruits2	51	0	0	NaN	NaN
151.1263	1	152.1631	KinderBuenoBrown3	13	1	1	650.0686	932.6209
153.1285	1	154.1463	Smarties	56	0	0	NaN	NaN
158.1342	1	159.1519	Twist	42	0	0	NaN	NaN
165.1254	1	166.1432	Loacker	8	0	1	NaN	NaN
167.1276	1	168.1454	PesekZman	9	0	1	NaN	NaN
170.1309	1	171.1672	Shugi	52	1	0	733.3839	991.9811
173.1343	1	174.1713	ChocolateParaCookies5	7	1	1	666.7226	988.6489
177.1219	1	178.1578	GumiSnakes3	47	1	0	750.0445	969.0508
181.1266	1	182.1613	SkittlesSour4	44	1	0	766.7178	972.2681
185.1311	1	186.1489	ClickXLwhite4	14	0	1	NaN	NaN
188.1345	1	189.1523	ClickBisquit2	3	0	1	NaN	NaN
194.1245	1	195.1599	Mekupelet	18	1	1	683.3897	902.4032
196.1267	1	197.1446	BisliOnion	58	0	0	NaN	NaN
199.1302	1	200.148	Bounty	55	0	0	NaN	NaN
201.1324	1	202.1502	ChocolateParaMilk3	17	0	1	NaN	NaN
203.1347	1	204.1718	HispusimShatiah	50	1	0	783.4153	1044.226
205.1369	1	206.1547	Tapuchips	54	0	0	NaN	NaN
208.1237	1	209.144	ClickBalls5	22	0	1	NaN	NaN
212.128	1	213.1651	Mars	10	1	1	700.0588	954.8781
214.1305	1	215.1482	KinderBuenoWhite2	6	0	1	NaN	NaN
216.1326	1	217.1688	BambaSweet	45	1	0	733.3778	1006.446
218.1348	1	219.1718	ClickXLbrown4	12	1	1	716.7185	940.1145
220.1371	1	221.1549	BisliBbq	41	0	0	NaN	NaN
222.1223	1	223.1405	Mentos	11	0	1	NaN	NaN
226.1272	1	227.145	Dubonim	21	0	1	NaN	NaN
230.1316	1	231.1494	Snickers	4	0	1	NaN	NaN
232.1339	1	233.1516	Cheetos	16	0	1	NaN	NaN
234.136	1	235.1731	ClickBlackWhite3	15	1	1	733.3838	962.8679
236.1384	1	237.1561	Hit	40	0	0	NaN	NaN
238.1239	1	239.1417	GumiWine2	48	0	0	NaN	NaN
244.1307	1	245.1485	Kitkat	19	0	1	NaN	NaN
246.1329	1	247.1508	CrunchBisquitBrown3	5	0	1	NaN	NaN
