onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.014597	0.9575	3.639819	BisliGrill	Shugi	48	47	1	b	2	1	1121.39
9.014766	0.9575	10.37429	HispusimShatiah	Smarties	53	46	0	y	2	1	855.23
22.01488	0.9575	23.34853	ChocolateParaMarir2	Apropo	17	7	1	b	1	1	831.12
26.01494	0.9575	27.64857	Shugi	KashitSour	47	54	0	b	2	0	1135.06
31.01505	0.9575	32.67817	Smarties	BisliBbq	46	52	1	b	2	1	1158.94
34.01492	0.9575	35.54866	BisliOnion	BisliBbq	51	52	1	y	2	0	1027.07
39.01521	0.9575	40.81545	SkittlesFruits2	BisliBbq	43	52	1	y	2	0	1294.78
43.01517	0.9575	44.8487	Mekupelet	BisliOnion	44	51	0	b	2	0	1334.82
52.01541	0.9575	53.56561	Cheetos	Kitkat	14	12	1	b	1	1	1044.59
57.01564	0.9575	58.63286	KashitSour	HispusimShatiah	54	53	1	y	2	0	1115.35
61.01634	0.9575	62.58235	Apropo	CrunchBisquitBrown3	7	9	0	y	1	1	1059.64
68.01932	0.9575	69.38459	Twix	Snickers	11	10	1	b	1	1	864.66
72.01976	0.9575	73.41878	ClickXLbrown4	Kitkat	8	12	1	b	1	1	901.26
78.01923	0.9575	79.43641	KinderJoy	Snickers	16	10	1	b	1	1	918.76
83.02026	0.9575	84.29925	DoritosSourSpicy	ClickXLbrown4	15	8	0	y	1	1	776.74
87.02094	0.9575	88.60462	Cheetos	Snickers	14	10	1	y	1	0	1086.05
90.02143	0.9575	91.29945	Bamba	CrunchBisquitBrown3	13	9	0	y	1	1	778.58
93.02192	0.9575	94.72241	GumiWine2	KashitSour	45	54	0	y	2	1	1202.07
97.01601	0.9575	98.24949	Kitkat	ChocolateParaMarir2	12	17	0	b	1	0	732.98
110.0161	0.9575	111.4664	KinderJoy	Kitkat	16	12	1	b	1	1	949.85
114.0161	0.9575	115.4928	SkittlesSour4	Smarties	50	46	0	y	2	1	975.86
117.0162	0.9575	118.9266	Egozi	Cheetos	18	14	0	y	1	1	1406.78
122.0163	0.9575	123.4773	KashitSour	Mekupelet	54	44	1	y	2	0	956.73
125.0163	0.9575	126.3613	BisliBbq	KashitSour	52	54	0	b	2	0	838.72
129.0164	0.9575	130.3833	SkittlesSour4	KashitSour	50	54	0	y	2	1	861.63
135.0165	0.9575	136.3797	Bamba	Cheetos	13	14	0	y	1	1	860.51
138.0165	0.9575	139.5667	CrunchShokoVanil	Bounty	56	5	0	y	4	1	1048.49
142.0166	0.9575	143.3335	ChocolateParaMarir2	Egozi	17	18	1	b	1	1	815.43
147.0166	0.9575	148.2502	KinderJoy	DoritosSourSpicy	16	15	1	b	1	1	739.36
151.0167	0.9575	152.2836	Mekupelet	SkittlesFruits2	44	43	0	b	2	0	765.34
163.0174	0.9575	164.4838	Shugi	Smarties	47	46	0	y	2	1	962.6
169.0185	0.9575	170.219	KinderJoy	Bamba	16	13	1	b	1	1	708.54
172.019	0.9575	173.6862	CrunchShokoVanil	ChocolateParaSucariotKoftzot2	56	6	0	y	4	1	1169.99
176.0197	0.9575	177.4868	DoritosSourSpicy	CrunchBisquitBrown3	15	9	0	y	1	1	967.32
179.0203	0.9575	180.4339	Egozi	KinderJoy	18	16	0	y	1	1	911.71
182.0207	0.9575	183.4007	BisliOnion	GumiWine2	51	45	1	b	2	1	880.24
185.0213	0.9575	186.3385	BisliGrill	SkittlesSour4	48	50	1	b	2	1	827.7
188.0224	0.9575	189.8057	Halva2	SkittlesSour4	49	50	1	b	2	1	1293.61
