onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.01521	0.9575	3.465328	KinderBuenoBrown3	ClickXLbrown4	18	14	0	y	1	1	951.03
6.015317	0.9575	7.364331	BambaNugat	Tortit	52	48	0	b	2	0	840.92
9.015355	0.9575	10.43192	WerthersOriginal	Twist	44	46	0	b	2	0	924.88
14.01546	0.9575	15.24902	ClickBisquit2	BisliOnion	6	56	1	b	4	1	732.79
17.01571	0.9575	18.24954	Tortit	Halva2	48	53	1	b	2	1	737.54
20.01626	0.9575	21.61679	Egozi	BisliGrill	49	47	1	y	2	0	1095.97
34.01867	0.9575	35.83584	KifkefMaklot2	ChocolateParaMilk3	9	7	1	b	1	1	1314.56
38.01949	0.9575	39.35316	Twix	ClickXLbrown4	15	14	0	y	1	1	841.75
42.02011	0.9575	43.90387	Mentos	SkittlesSour4	51	50	1	b	2	1	1390.12
45.02071	0.9575	46.55447	Halva2	Egozi	53	49	0	b	2	0	1041.52
48.02121	0.9575	49.39948	WerthersOriginal	Tortit	44	48	0	b	2	0	879.02
53.0221	0.9575	54.62262	Twix	BagaleShtuhim	15	16	0	y	1	1	1099.13
56.02261	0.9575	57.62297	GumiSnakes3	WerthersOriginal	43	44	1	b	2	1	1107.62
66.01617	0.9575	67.64974	ChocolateParaMilk3	Taami	7	11	0	y	1	1	1131.07
72.01625	0.9575	73.72589	BabyDoll	SkittlesSour4	54	50	1	b	2	1	1205.98
75.01626	0.9575	76.46647	KinderBuenoBrown3	BagaleShtuhim	18	16	0	y	1	1	950.96
79.01633	0.9575	80.39372	WerthersOriginal	BabyDoll	44	54	0	b	2	0	871.91
84.01638	0.9575	85.38309	Mekupelet	KinderBuenoWhite2	13	17	0	y	1	1	866.86
91.01636	0.9575	92.41255	Snickers	BisliOnion	5	56	1	b	4	1	892.88
96.01653	0.9575	97.25005	KifkefMaklot2	Twix	9	15	1	b	1	1	729.7
99.01652	0.9575	100.4668	ClickBalls5	Mentos	45	51	0	b	2	0	946.72
105.0166	0.9575	106.3835	Mekupelet	BagaleShtuhim	13	16	0	y	1	1	873.68
109.0167	0.9575	110.617	ClickXLbrown4	ChocolateParaMilk3	14	7	1	b	1	1	1103.52
121.0173	0.9575	122.701	Tortit	SkittlesSour4	48	50	1	y	2	0	1185.97
124.0177	0.9575	126.02	BabyDoll	BambaNugat	54	52	1	x	2	NaN	NaN
127.0182	0.9575	128.3519	KinderBuenoWhite2	HappyHippo	17	10	1	b	1	1	838.99
131.019	0.9575	132.5027	Egozi	BambaNugat	49	52	1	y	2	0	991.23
137.0201	0.9575	138.2173	KinderJoy	KifkefMaklot2	12	9	0	y	1	1	696.18
140.0205	0.9575	141.284	KinderJoy	KinderBuenoWhite2	12	17	0	y	1	1	760.71
149.0221	0.9575	150.3173	GumiSnakes3	ClickBalls5	43	45	1	y	2	0	795.17
153.0227	0.9575	154.3007	ChocolateParaSucariotKoftzot2	ChocolateParaMilk3	8	7	1	b	1	1	780.51
157.0234	0.9575	158.2842	Taami	KinderBuenoBrown3	11	18	1	y	1	0	763.82
160.0174	0.9575	161.341	Mekupelet	ClickXLbrown4	13	14	0	y	1	1	825.88
163.0174	0.9575	164.5175	Mentos	WerthersOriginal	51	44	1	y	2	0	997.88
173.0175	0.9575	174.4178	ClickXLbrown4	KinderJoy	14	12	1	y	1	0	902.69
177.0176	0.9575	178.2677	HappyHippo	KifkefMaklot2	10	9	0	y	1	1	746.67
185.0177	0.9575	186.4179	BisliGrill	Twist	47	46	0	b	2	0	898.56
188.0177	0.9575	189.4011	Halva2	Mentos	53	51	0	b	2	0	887.5
