onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.016299	0.91899	3.283196	SkittlesSour4	Twist	52	48	1	y	2	0	761.1
5.016284	0.91899	6.349925	DoritosSourSpicy	Egozi	53	43	1	y	2	0	834.11
8.016384	0.91899	9.183175	Snickers	KinderBuenoWhite2	15	8	1	b	1	1	668
13.01643	0.91899	14.25	BisliBbq	KinderBuenoBrown3	55	5	0	y	4	1	729.96
18.01646	0.91899	19.23328	KinderBuenoWhite2	ClickBlackWhite3	8	18	0	b	1	0	719.93
25.01761	0.91899	26.25016	KashitSour	Snickers	11	15	0	y	1	1	721.78
29.01831	0.91899	30.58542	Snickers	ClickBalls5	15	9	1	y	1	0	1057.09
32.02028	0.91899	33.28586	ClickBisquit2	KifkefMaklot2	51	50	0	y	2	1	762.11
39.01999	0.91899	40.45043	Keifli	BabyDoll	54	45	0	b	2	0	923.4
43.02075	0.91899	44.22116	ClickBisquit2	HispusimShatiah	51	47	0	b	2	0	700.66
46.0213	0.91899	47.78847	HispusimShatiah	BambaSweet	47	49	1	y	2	0	1269.09
50.02194	0.91899	51.18384	Mekupelet	KinderBuenoWhite2	13	8	1	b	1	1	659.45
54.02266	0.91899	55.25062	Hit	Egozi	44	43	1	y	2	0	721.73
59.02351	0.91899	60.20062	Kitkat	KashitSour	12	11	1	b	1	1	675.88
63.02415	0.91899	64.684	SkittlesSour4	BambaSweet	52	49	1	y	2	0	1159.24
67.02493	0.91899	68.22539	Egozi	HispusimShatiah	43	47	0	b	2	0	704.46
70.02545	0.91899	71.40081	KinderBuenoWhite2	ChocolateParaMarir2	8	7	0	y	1	1	876.93
80.02715	0.91899	81.40076	Loacker	ClickBlackWhite3	17	18	0	b	1	0	875.25
84.02782	0.91899	85.89501	PesekZman	Mekupelet	16	13	0	b	1	0	1367.58
87.02845	0.91899	88.55103	Egozi	SkittlesSour4	43	52	0	b	2	0	1021.94
90.01752	0.91899	91.26772	ClickBalls5	ChocolateParaMarir2	9	7	0	y	1	1	742.87
94.0175	0.91899	95.56771	ChocolateParaCookies5	ChocolateParaMarir2	14	7	0	y	1	1	1044.89
100.0176	0.91899	101.4512	HispusimShatiah	Cheetos	47	46	1	y	2	0	922.75
103.0176	0.91899	104.3011	Kitkat	Loacker	12	17	1	b	1	1	774.76
106.0177	0.91899	107.3155	Egozi	BabyDoll	43	45	0	b	2	0	787.71
110.0177	0.91899	111.6513	Cheetos	BabyDoll	46	45	0	b	2	0	1124.66
113.0178	0.91899	114.5014	DoritosSourSpicy	ClickBisquit2	53	51	1	y	2	0	986.63
116.0178	0.91899	117.2014	ClickBisquit2	SkittlesSour4	51	52	0	b	2	0	676.58
130.0207	0.91899	131.453	Hit	Twist	44	48	1	y	2	0	937.68
140.0212	0.91899	141.6048	SkittlesSour4	Keifli	52	54	1	y	2	0	1079.22
146.0219	0.91899	147.5723	BisliBbq	CrunchBisquitBrown3	55	6	0	y	4	1	1051.47
150.0226	0.91899	151.2397	Loacker	Mekupelet	17	13	0	y	1	1	717.76
156.0237	0.91899	157.2518	KifkefMaklot2	Twist	50	48	1	y	2	0	723.65
160.0243	0.91899	161.1248	Kitkat	KinderBuenoWhite2	12	8	1	b	1	1	603.04
166.0255	0.91899	167.5926	Shugi	KashitSour	10	11	1	y	1	0	1068.91
178.0275	0.91899	179.6188	ClickBalls5	Mekupelet	9	13	0	b	1	0	1092.88
181.028	0.91899	182.8453	Shugi	ChocolateParaCookies5	10	14	1	b	1	1	1318.38
188.0186	0.91899	189.6464	Shugi	Loacker	10	17	1	y	1	0	1119.75
