onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1.279003	1	2.296753	Taami	4	0	1	NaN	NaN
6.267783	1	7.285472	Cheetos	21	0	1	NaN	NaN
8.270065	1	9.287957	GumiSnakes3	57	0	0	NaN	NaN
10.27222	1	11.30866	CrunchBisquitBrown3	8	1	1	750.0611	1034.839
16.27891	1	17.29843	ChocolateParaMilk3	45	0	0	NaN	NaN
18.26412	1	19.28249	Mentos	22	0	1	NaN	NaN
21.26786	1	22.3024	BisliOnion	17	1	1	700.0505	927.2189
23.2702	1	24.28787	Tortit	58	0	0	NaN	NaN
27.27453	1	28.31202	BambaSweet	54	1	0	750.0671	1064.511
29.27682	1	30.29632	Twist	47	0	0	NaN	NaN
34.26577	1	35.30192	PesekZman	11	1	1	716.7216	945.3097
41.27356	1	42.29205	KinderJoy	39	0	0	NaN	NaN
43.27583	1	44.29554	Dubonim	13	0	1	NaN	NaN
46.27913	1	47.31363	Hit	43	1	0	700.0469	907.9274
49.26593	1	50.28352	BagaleShtuhim	12	0	1	NaN	NaN
53.27031	1	54.2884	Popco	40	0	0	NaN	NaN
57.27499	1	58.29309	Halva2	50	0	0	NaN	NaN
61.27931	1	62.31471	Mars	16	1	1	733.3816	939.781
64.26598	1	65.28369	Apropo	15	0	1	NaN	NaN
70.27267	1	71.30921	BisliPizza3	48	1	0	716.7137	954.4038
72.27495	1	73.29284	KinderBuenoBrown3	20	0	1	NaN	NaN
75.27832	1	76.31471	CrunchBisquitWhite2	9	1	1	750.0505	996.7334
77.26372	1	78.28173	SkittlesSour4	3	0	1	NaN	NaN
79.26619	1	80.28402	ClickXLwhite4	55	0	0	NaN	NaN
81.26834	1	82.30336	Bounty	49	1	0	733.3902	966.7156
84.2717	1	85.28971	DoritosSourSpicy	6	0	1	NaN	NaN
88.27625	1	89.29436	Snickers	10	0	1	NaN	NaN
90.27855	1	91.29641	BabyDoll	53	0	0	NaN	NaN
92.2638	1	93.28172	ClickXLbrown4	42	0	0	NaN	NaN
94.26635	1	95.30069	Keifli	14	1	1	766.71	976.7125
96.26852	1	97.28638	KashitSour	52	0	0	NaN	NaN
98.27091	1	99.28865	SkittlesFruits2	18	0	1	NaN	NaN
102.2752	1	103.2932	DoritosGrill	44	0	0	NaN	NaN
106.2797	1	107.3142	Smarties	46	1	0	750.0564	987.3228
108.265	1	109.2832	Bamba	5	0	1	NaN	NaN
110.2675	1	111.3042	HispusimShatiah	51	1	0	766.7146	1047.564
112.2698	1	113.2891	ChocolateParaMarir2	7	0	1	NaN	NaN
114.272	1	115.2901	Tictac	56	0	0	NaN	NaN
120.2787	1	121.2967	ChocolateParaSucariotKoftzot2	19	0	1	NaN	NaN
122.264	1	123.2821	ChocolateParaCookies5	41	0	0	NaN	NaN
