onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
907.461	1	908.4974	Loacker	18	1	1	616.7246	911.5543
910.4643	1	911.4824	KinderBuenoWhite2	19	0	1	NaN	NaN
912.4499	1	913.4682	PesekZman	54	0	0	NaN	NaN
914.4521	1	915.4702	Tictac	58	0	0	NaN	NaN
916.4544	1	917.4888	ClickBisquit2	15	1	1	633.3854	963.531
919.4577	1	920.4788	Shugi	39	0	0	NaN	NaN
921.4599	1	922.4943	Bounty	53	1	0	550.0654	885.753
925.4645	1	926.4989	ChocolateParaCookies5	10	1	1	650.0567	976.3983
927.4502	1	928.4865	Halva2	13	1	1	666.7067	1049.623
932.4558	1	933.4751	GumiSnakes3	21	0	1	NaN	NaN
934.4579	1	935.4763	KifkefMaklot2	8	0	1	NaN	NaN
938.4624	1	939.4806	Hit	5	0	1	NaN	NaN
940.4645	1	941.4828	CrunchBisquitWhite2	3	0	1	NaN	NaN
943.4513	1	944.4703	Twist	56	0	0	NaN	NaN
948.4568	1	949.4751	GumiWine2	41	0	0	NaN	NaN
950.4591	1	951.4962	Snickers	44	1	0	566.7126	980.4677
952.4614	1	953.4808	ChocolateParaSucariotKoftzot2	11	0	1	NaN	NaN
956.4489	1	957.486	Egozi	50	1	0	583.3826	1504.666
960.4537	1	961.488	Tapuchips	12	1	1	616.7368	976.2396
964.4582	1	965.4773	Taami	16	0	1	NaN	NaN
966.4604	1	967.4783	Popco	6	0	1	NaN	NaN
968.4627	1	969.4808	BisliGrill	43	0	0	NaN	NaN
970.4481	1	971.4659	ClickXLwhite4	40	0	0	NaN	NaN
972.4504	1	973.4686	WerthersOriginal	51	0	0	NaN	NaN
978.4572	1	979.4752	DoritosSourSpicy	9	0	1	NaN	NaN
981.4606	1	982.4791	Mentos	57	0	0	NaN	NaN
983.4627	1	984.499	CrunchShokoVanil	52	1	0	533.3855	918.3213
985.4482	1	986.4661	DoritosNatural	42	0	0	NaN	NaN
988.4517	1	989.4703	Bamba	55	0	0	NaN	NaN
990.4539	1	991.472	BambaNugat	46	0	0	NaN	NaN
992.4563	1	993.4925	Apropo	7	1	1	633.3845	1004.071
994.4585	1	995.4772	Smarties	49	0	0	NaN	NaN
997.4618	1	998.4799	DoritosGrill	4	0	1	NaN	NaN
999.4641	1	1000.483	HispusimShatiah	20	0	1	NaN	NaN
1001.45	1	1002.468	BagaleShtuhim	48	0	0	NaN	NaN
1003.452	1	1004.47	SkittlesFruits2	22	0	1	NaN	NaN
1005.454	1	1006.472	Mars	17	0	1	NaN	NaN
1011.461	1	1012.498	Mekupelet	47	1	0	550.0567	967.8402
1014.447	1	1015.484	BisliOnion	45	1	0	566.7143	1064.02
1018.452	1	1019.471	Keifli	14	0	1	NaN	NaN
