onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.022067	0.91899	3.589648	BisliBbq	Hit	45	54	0	b	2	0	1077.68
6.02229	0.91899	7.639271	Tictac	WerthersOriginal	12	11	0	y	1	1	1126.44
13.02347	0.91899	14.72392	Twist	BisliBbq	43	45	1	y	2	0	1212.27
16.02399	0.91899	17.50774	Cheetos	GumiSnakes3	9	10	1	y	1	0	992.74
21.02488	0.91899	22.57252	Apropo	Egozi	8	18	1	b	1	1	1046.86
31.0225	0.91899	32.41031	GumiSnakes3	WerthersOriginal	10	11	0	y	1	1	892.26
34.02255	0.91899	35.77769	PesekZman	CrunchBisquitBrown3	47	51	0	y	2	1	1257.21
37.0226	0.91899	38.78934	KifkefMaklot2	Hit	50	54	0	y	2	1	1265.14
46.02265	0.91899	47.51296	PesekZman	Twist	47	43	0	y	2	1	994.12
49.02276	0.91899	50.76359	ClickXLbrown4	Hit	44	54	0	y	2	1	1238.99
59.02286	0.91899	60.48197	Tapuchips	Apropo	13	8	0	y	1	1	960.89
64.02295	0.91899	65.54951	Mentos	Tapuchips	14	13	1	b	1	1	1024.8
69.02303	0.91899	70.80664	Hit	Loacker	54	53	1	b	2	1	1289.72
77.02311	0.91899	78.42332	WerthersOriginal	Egozi	11	18	1	b	1	1	902.63
84.0232	0.91899	85.65301	BambaSweet	Loacker	46	53	1	b	2	1	1129.55
88.02326	0.91899	89.55683	Dubonim	ChocolateParaCookies5	15	17	0	y	1	1	1043.49
91.02335	0.91899	92.3568	ClickXLwhite4	Tapuchips	16	13	1	b	1	1	837.39
96.02341	0.91899	97.80697	Twist	KifkefMaklot2	43	50	1	y	2	0	1286.32
99.02341	0.91899	100.34	ClickXLbrown4	BambaSweet	44	46	0	y	2	1	817.35
107.0236	0.91899	108.457	KifkefMaklot2	BambaSweet	50	46	0	y	2	1	936.15
113.0244	0.91899	114.7748	Bamba	ClickBisquit2	52	48	0	b	2	0	1249.35
118.0253	0.91899	119.1755	Dubonim	WerthersOriginal	15	11	0	y	1	1	654.5
123.0261	0.91899	124.2098	Mars	WerthersOriginal	7	11	0	y	1	1	686.64
126.0239	0.91899	127.427	ClickXLbrown4	Twist	44	43	0	y	2	1	902.91
140.024	0.91899	141.6962	Hit	Bamba	54	52	1	y	2	0	1178.7
143.024	0.91899	144.3799	SkittlesFruits2	ClickBalls5	6	55	1	b	4	1	855.72
147.0242	0.91899	148.3806	GumiSnakes3	Mentos	10	14	0	b	1	0	864.57
151.0242	0.91899	152.3577	Egozi	ClickXLwhite4	18	16	0	y	1	1	832.51
154.0242	0.91899	155.5411	BambaSweet	Bamba	46	52	1	b	2	1	1016.51
157.0244	0.91899	158.1991	ClickXLwhite4	GumiSnakes3	16	10	1	y	1	0	680.35
163.0244	0.91899	164.3744	ChocolateParaCookies5	Tapuchips	17	13	1	b	1	1	857.38
169.0244	0.91899	170.3845	ClickXLwhite4	Dubonim	16	15	1	b	1	1	864.32
172.0246	0.91899	173.3913	DoritosNatural	SkittlesFruits2	56	6	0	y	4	1	867.19
175.0245	0.91899	176.5913	KifkefMaklot2	ClickBisquit2	50	48	0	y	2	1	1072.23
179.0246	0.91899	180.6248	Kitkat	BisliBbq	49	45	1	y	2	0	1109.2
182.0247	0.91899	183.6081	Cheetos	Tictac	9	12	1	b	1	1	1091.03
185.0247	0.91899	186.3082	Cheetos	Mars	9	7	1	b	1	1	784.05
188.0248	0.91899	189.7545	CrunchBisquitBrown3	ClickXLbrown4	51	44	1	b	2	1	1228.99
