onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.021367	0.91899	3.756096	KinderBuenoBrown3	BagaleShtuhim	12	8	0	b	1	0	1241.3
9.022536	0.91899	10.67305	Kitkat	Cheetos	17	13	1	b	1	1	1148.13
22.02477	0.91899	23.75854	Cheetos	BisliBbq	13	11	0	y	1	1	1235.9
26.02555	0.91899	27.45921	Loacker	GumiWine2	47	43	0	y	2	1	937.11
31.02639	0.91899	32.80447	Cheetos	BagaleShtuhim	13	8	0	y	1	1	1278.26
34.02689	0.91899	35.96068	CrunchBisquitWhite2	KinderBuenoWhite2	48	44	1	y	2	0	1435.77
39.0278	0.91899	40.98796	ChocolateParaMilk3	SkittlesSour4	54	53	1	b	2	1	1458.86
43.02112	0.91899	44.57121	CrunchShokoVanil	KinderBuenoBrown3	16	12	1	y	1	0	1049.55
52.02133	0.91899	53.49707	ClickXLwhite4	SkittlesSour4	51	53	1	b	2	1	974.33
57.02136	0.91899	58.78138	Loacker	CrunchBisquitWhite2	47	48	0	y	2	1	1255.29
61.02137	0.91899	62.53813	KinderJoy	Popco	10	9	0	b	1	0	1011.28
68.02147	0.91899	69.42169	Smarties	ClickXLwhite4	50	51	0	y	2	1	893.19
72.02155	0.91899	73.32174	ClickXLwhite4	SkittlesFruits2	51	52	1	b	2	1	802.11
78.02164	0.91899	79.50506	SkittlesFruits2	ClickBlackWhite3	52	46	0	y	2	1	977.06
83.02165	0.91899	84.2885	ChocolateParaMilk3	Smarties	54	50	1	b	2	1	760.02
87.02172	0.91899	88.90518	Cheetos	Popco	13	9	0	y	1	1	1377.92
90.02173	0.91899	91.25524	Kitkat	Mars	17	18	1	b	1	1	733.93
93.02182	0.91899	94.32194	ClickBisquit2	Popco	15	9	0	b	1	0	800.84
97.0219	0.91899	98.47215	Smarties	KifkefMaklot2	50	49	0	y	2	1	948.75
110.0236	0.91899	111.9407	KifkefMaklot2	KinderBuenoWhite2	49	44	1	b	2	1	1418.07
114.0242	0.91899	115.558	GumiWine2	KinderBuenoWhite2	43	44	1	y	2	0	1039.48
117.0248	0.91899	118.4584	SkittlesSour4	CrunchBisquitWhite2	53	48	0	y	2	1	932.89
122.0257	0.91899	123.2759	BagaleShtuhim	KinderJoy	8	10	1	y	1	0	755.02
125.0261	0.91899	127.0266	BagaleShtuhim	BambaNugat	8	7	1	x	1	NaN	NaN
129.0269	0.91899	130.2938	CrunchShokoVanil	BambaNugat	16	7	1	y	1	0	775.82
135.028	0.91899	136.4616	Bounty	Cheetos	14	13	1	b	1	1	940.7
138.0224	0.91899	139.2455	Smarties	CrunchBisquitWhite2	50	48	0	y	2	1	721.22
142.0226	0.91899	143.456	HispusimShatiah	Apropo	55	5	0	y	4	1	929.06
147.0227	0.91899	148.2227	ChocolateParaMilk3	Tictac	54	45	1	b	2	1	695.04
151.0227	0.91899	152.3561	KashitSour	Keifli	56	6	0	b	4	0	832.01
163.0227	0.91899	164.373	Bounty	BambaNugat	14	7	1	b	1	1	849.93
169.0229	0.91899	170.3675	Loacker	ClickXLwhite4	47	51	0	y	2	1	838.78
172.0229	0.91899	173.2564	Kitkat	KinderJoy	17	10	1	b	1	1	736.77
176.023	0.91899	177.8564	KinderBuenoBrown3	Kitkat	12	17	0	b	1	0	1329.68
179.023	0.91899	180.3193	Popco	KinderBuenoBrown3	9	12	1	y	1	0	792.68
182.023	0.91899	183.2864	ChocolateParaMilk3	Loacker	54	47	1	b	2	1	758.7
185.0231	0.91899	186.3036	ClickBisquit2	BisliBbq	15	11	0	b	1	0	776.55
188.0232	0.91899	189.2733	Tictac	ClickXLwhite4	45	51	0	y	2	1	754.49
