onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1836.15	1	1837.169	GumiWine2	53	0	0	NaN	NaN
1841.155	1	1842.173	BisliGrill	22	0	1	NaN	NaN
1843.158	1	1844.192	CrunchBisquitBrown3	16	1	1	616.7696	965.406
1845.143	1	1846.161	Popco	12	0	1	NaN	NaN
1851.15	1	1852.168	Snickers	20	0	1	NaN	NaN
1853.152	1	1854.187	ChocolateParaMarir2	51	1	0	616.7285	898.8575
1856.156	1	1857.173	Smarties	45	0	0	NaN	NaN
1858.158	1	1859.192	KinderJoy	46	1	0	633.3854	973.2294
1862.146	1	1863.181	Kitkat	8	1	1	633.3867	881.4512
1864.148	1	1865.166	BambaNugat	55	0	0	NaN	NaN
1869.154	1	1870.171	HispusimShatiah	47	0	0	NaN	NaN
1876.145	1	1877.179	CrunchBisquitWhite2	9	1	1	650.0442	922.379
1878.147	1	1879.165	SkittlesSour4	44	0	0	NaN	NaN
1881.15	1	1882.185	Twist	48	1	0	650.0473	1036.866
1884.154	1	1885.171	HappyHippo	18	0	1	NaN	NaN
1888.158	1	1889.176	BabyDoll	58	0	0	NaN	NaN
1892.146	1	1893.164	WerthersOriginal	4	0	1	NaN	NaN
1896.151	1	1897.168	Loacker	5	0	1	NaN	NaN
1899.154	1	1900.172	KifkefMaklot2	57	0	0	NaN	NaN
1905.144	1	1906.162	Apropo	6	0	1	NaN	NaN
1907.146	1	1908.164	Mekupelet	39	0	0	NaN	NaN
1910.15	1	1911.167	BambaSweet	50	0	0	NaN	NaN
1912.152	1	1913.17	BisliBbq	19	0	1	NaN	NaN
1914.154	1	1915.188	DoritosGrill	17	1	1	666.714	1121.129
1916.156	1	1917.176	BisliPizza3	40	0	0	NaN	NaN
1919.143	1	1920.161	KashitSour	42	0	0	NaN	NaN
1923.147	1	1924.182	GumiSnakes3	49	1	0	600.0503	1023.805
1925.15	1	1926.203	Shugi	43	1	0	550.0612	917.462
1927.152	1	1928.187	ClickXLwhite4	11	1	1	616.7115	899.244
1929.154	1	1930.172	ChocolateParaMilk3	56	0	0	NaN	NaN
1931.156	1	1932.174	Hit	13	0	1	NaN	NaN
1933.159	1	1934.195	ChocolateParaCookies5	14	1	1	633.3859	996.5855
1937.146	1	1938.164	Cheetos	21	0	1	NaN	NaN
1941.151	1	1942.169	KinderBuenoWhite2	7	0	1	NaN	NaN
1943.153	1	1944.171	DoritosSourSpicy	15	0	1	NaN	NaN
1945.156	1	1946.173	CrunchShokoVanil	52	0	0	NaN	NaN
1947.158	1	1948.176	Tictac	41	0	0	NaN	NaN
1949.143	1	1950.178	Taami	54	1	0	566.7147	964.1284
1955.15	1	1956.168	Bounty	10	0	1	NaN	NaN
1957.152	1	1958.17	KinderBuenoBrown3	3	0	1	NaN	NaN
