onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.033113	0.9575	3.483485	ClickXLwhite4	KinderJoy	10	16	0	b	1	0	957.04
6.033878	0.9575	7.334315	HappyHippo	Smarties	52	43	0	b	2	0	808.27
9.028623	0.9575	10.43476	KinderJoy	BisliOnion	16	15	1	b	1	1	903.54
14.02877	0.9575	15.25242	Smarties	Mekupelet	43	45	1	y	2	0	724.39
17.02873	0.9575	18.56235	Tapuchips	Tortit	8	12	1	y	1	0	1032.42
20.02879	0.9575	21.18664	PesekZman	GumiWine2	18	9	0	b	1	0	654.36
34.02907	0.9575	35.36246	KinderJoy	Twix	16	7	1	y	1	0	832.08
38.02916	0.9575	39.36255	ClickBisquit2	Mekupelet	48	45	1	y	2	0	829.99
42.02906	0.9575	43.69601	KinderBuenoWhite2	Smarties	53	43	0	b	2	0	1165.09
45.02911	0.9575	46.2961	Bounty	ClickXLwhite4	17	10	1	b	1	1	769.04
48.02923	0.9575	49.12929	PesekZman	Tapuchips	18	8	0	b	1	0	604.93
53.02936	0.9575	54.41282	Egozi	ClickXLwhite4	14	10	1	b	1	1	888.8
56.0294	0.9575	57.37953	Mekupelet	HispusimShatiah	45	54	0	b	2	0	845.76
66.02941	0.9575	67.36301	HispusimShatiah	BabyDoll	54	47	1	b	2	1	834.75
72.02955	0.9575	73.27979	ChocolateParaCookies5	Bounty	13	17	0	y	1	1	757.6
75.0296	0.9575	76.81315	Apropo	ChocolateParaCookies5	11	13	1	b	1	1	1279.55
79.02987	0.9575	80.36366	ClickBisquit2	Shugi	48	50	1	y	2	0	835.29
84.03088	0.9575	85.33126	Twix	Bounty	7	17	0	y	1	1	798.27
91.03201	0.9575	92.28232	KinderBuenoBrown3	Snickers	49	44	1	y	2	0	759.15
96.03293	0.9575	97.14999	Shugi	Tictac	50	46	0	b	2	0	626.23
99.03341	0.9575	100.6172	Mekupelet	WerthersOriginal	45	51	0	b	2	0	1093.72
105.0299	0.9575	106.3014	Tortit	Egozi	12	14	0	y	1	1	777.2
109.0299	0.9575	110.369	ChocolateParaCookies5	Tapuchips	13	8	0	b	1	0	842.2
121.0301	0.9575	122.571	Shugi	KinderBuenoBrown3	50	49	0	b	2	0	1040.06
124.0302	0.9575	125.2882	Tictac	Snickers	46	44	1	y	2	0	761.01
127.0303	0.9575	128.1471	Mekupelet	Tictac	45	46	0	b	2	0	618.88
131.0303	0.9575	132.5472	ChocolateParaSucariotKoftzot2	Twist	5	55	1	y	4	0	1014.84
137.0304	0.9575	138.1904	BabyDoll	KinderBuenoBrown3	47	49	0	y	2	1	661.76
140.0303	0.9575	141.7971	Bounty	PesekZman	17	18	1	b	1	1	1265.81
149.0305	0.9575	150.6926	ClickXLwhite4	Apropo	10	11	0	y	1	1	1160.66
153.0306	0.9575	154.1475	Snickers	Smarties	44	43	0	b	2	0	619.58
157.0305	0.9575	158.2272	Tictac	KinderBuenoWhite2	46	53	1	y	2	0	695.61
160.0306	0.9575	161.2141	Egozi	BisliOnion	14	15	1	b	1	1	685.54
163.0306	0.9575	164.1949	Egozi	Twix	14	7	1	b	1	1	660.51
173.0308	0.9575	174.3477	Halva2	ChocolateParaSucariotKoftzot2	56	5	0	b	4	0	821.31
177.0309	0.9575	178.2978	GumiWine2	Tortit	9	12	1	y	1	0	767.27
185.0316	0.9575	186.6821	Tictac	BabyDoll	46	47	1	y	2	0	1159.54
188.0322	0.9575	189.8994	HappyHippo	KinderBuenoBrown3	52	49	0	y	2	1	1378.97
