onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1568.203	1	1569.221	BisliOnion	39	0	0	NaN	NaN
1573.192	1	1574.21	Hit	42	0	0	NaN	NaN
1575.194	1	1576.215	CrunchBisquitBrown3	14	0	1	NaN	NaN
1577.196	1	1578.214	Snickers	19	0	1	NaN	NaN
1583.203	1	1584.221	BagaleShtuhim	40	0	0	NaN	NaN
1585.206	1	1586.223	ChocolateParaMarir2	56	0	0	NaN	NaN
1588.192	1	1589.212	ClickBlackWhite3	8	0	1	NaN	NaN
1590.194	1	1591.23	BisliBbq	47	1	0	816.7296	1051.088
1594.199	1	1595.235	KifkefMaklot2	52	1	0	766.7166	916.7769
1596.201	1	1597.219	ClickXLbrown4	22	0	1	NaN	NaN
1601.207	1	1602.225	KinderJoy	21	0	1	NaN	NaN
1608.198	1	1609.216	Mentos	17	0	1	NaN	NaN
1610.2	1	1611.235	WerthersOriginal	18	1	1	816.7275	1015.135
1613.204	1	1614.221	Tortit	11	0	1	NaN	NaN
1616.207	1	1617.225	PesekZman	9	0	1	NaN	NaN
1620.195	1	1621.212	Smarties	48	0	0	NaN	NaN
1624.199	1	1625.236	Cheetos	15	1	1	766.7172	910.4146
1628.204	1	1629.222	Halva2	54	0	0	NaN	NaN
1631.207	1	1632.227	KinderBuenoBrown3	3	0	1	NaN	NaN
1637.197	1	1638.215	CrunchBisquitWhite2	4	0	1	NaN	NaN
1639.199	1	1640.217	Popco	43	0	0	NaN	NaN
1642.203	1	1643.238	HappyHippo	13	1	1	783.3899	941.4115
1644.205	1	1645.223	Taami	16	0	1	NaN	NaN
1646.207	1	1647.227	ClickBisquit2	5	0	1	NaN	NaN
1648.193	1	1649.21	ChocolateParaCookies5	6	0	1	NaN	NaN
1651.196	1	1652.214	Loacker	46	0	0	NaN	NaN
1655.201	1	1656.237	BambaSweet	50	1	0	783.3733	971.6954
1657.203	1	1658.221	KinderBuenoWhite2	20	0	1	NaN	NaN
1659.205	1	1660.24	ClickXLwhite4	12	1	1	800.0436	1017.539
1661.207	1	1662.244	CrunchShokoVanil	53	1	0	800.0445	950.1369
1663.193	1	1664.211	Egozi	55	0	0	NaN	NaN
1665.195	1	1666.213	Tictac	57	0	0	NaN	NaN
1669.2	1	1670.217	Bounty	58	0	0	NaN	NaN
1673.204	1	1674.239	Bamba	44	1	0	816.718	980.1485
1675.206	1	1676.227	DoritosNatural	49	0	0	NaN	NaN
1677.192	1	1678.227	Twix	7	1	1	750.052	907.8846
1679.194	1	1680.229	Keifli	45	1	0	833.3875	1009.22
1681.196	1	1682.231	ChocolateParaSucariotKoftzot2	10	1	1	766.7213	953.3064
1687.203	1	1688.224	BisliGrill	41	0	0	NaN	NaN
1689.205	1	1690.223	DoritosGrill	51	0	0	NaN	NaN
