onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.027641	0.91899	3.33341	BagaleShtuhim	BisliGrill	44	49	0	y	2	1	808.64
9.027786	0.91899	10.25129	KashitSour	BisliOnion	45	51	0	y	2	1	726.5
22.028	0.91899	23.34472	BabyDoll	Dubonim	46	53	1	y	2	0	814.28
26.02809	0.91899	27.52811	KinderBuenoWhite2	ChocolateParaMarir2	15	11	0	y	1	1	1002.19
31.02811	0.91899	32.31166	CrunchBisquitWhite2	Bounty	8	10	1	b	1	1	786.18
34.0282	0.91899	35.46165	ClickBlackWhite3	HispusimShatiah	5	55	1	b	4	1	930.08
39.02825	0.91899	40.32842	Popco	Kitkat	13	17	0	b	1	0	806.03
43.02827	0.91899	44.22852	KinderBuenoWhite2	ClickBisquit2	15	9	0	y	1	1	706.05
52.02845	0.91899	53.12857	KashitSour	Apropo	45	54	0	y	2	1	600.84
57.02851	0.91899	58.27872	GumiSnakes3	Tictac	50	48	0	y	2	1	748.77
61.02852	0.91899	62.22874	ClickBisquit2	ClickBalls5	9	7	1	b	1	1	700.76
68.02864	0.91899	69.14557	Keifli	ClickBlackWhite3	56	5	0	y	4	1	622.64
72.02867	0.91899	73.17892	Kitkat	SkittlesSour4	17	18	1	b	1	1	662.62
78.0296	0.91899	79.3632	Tictac	BisliPizza3	48	52	1	y	2	0	838.69
83.03034	0.91899	84.08082	SkittlesFruits2	ClickBalls5	14	7	1	b	1	1	560.94
87.03107	0.91899	88.29813	SkittlesSour4	KinderBuenoBrown3	18	16	0	y	1	1	766.22
90.03152	0.91899	91.29851	Apropo	BisliPizza3	54	52	1	y	2	0	770.76
93.02893	0.91899	94.24914	GumiSnakes3	BisliOnion	50	51	0	y	2	1	718.35
97.02893	0.91899	98.17921	SkittlesSour4	SkittlesFruits2	18	14	0	y	1	1	650.35
110.0291	0.91899	111.4688	ChocolateParaMarir2	BambaNugat	11	12	1	b	1	1	939.18
114.0292	0.91899	115.396	ClickBalls5	KinderBuenoBrown3	7	16	0	y	1	1	868.06
117.0293	0.91899	118.3794	BisliGrill	GumiSnakes3	49	50	1	y	2	0	848.02
122.0293	0.91899	123.3629	CrunchBisquitWhite2	Popco	8	13	1	b	1	1	837.02
125.0293	0.91899	126.6548	BabyDoll	Tapuchips	46	47	1	y	2	0	1127.97
129.0293	0.91899	130.7461	BabyDoll	KashitSour	46	45	1	b	2	1	1221.94
135.0295	0.91899	136.2797	KinderBuenoWhite2	SkittlesFruits2	15	14	0	b	1	0	752.78
138.0295	0.91899	139.3571	Dubonim	Tictac	53	48	0	b	2	0	826.78
142.0295	0.91899	143.2965	Kitkat	BambaNugat	17	12	1	y	1	0	774.77
147.0296	0.91899	148.2253	Apropo	BagaleShtuhim	54	44	1	y	2	0	695.64
151.0296	0.91899	152.1798	BambaNugat	KinderBuenoBrown3	12	16	0	b	1	0	648.65
163.0299	0.91899	164.2132	KashitSour	Shugi	45	43	0	y	2	1	682.42
169.0299	0.91899	170.2635	BagaleShtuhim	BabyDoll	44	46	0	b	2	0	741.41
172.0299	0.91899	173.6134	CrunchBisquitWhite2	SkittlesSour4	8	18	1	b	1	1	1094.42
176.03	0.91899	177.5804	CrunchBisquitWhite2	KinderBuenoWhite2	8	15	1	b	1	1	1057.33
179.0303	0.91899	180.4808	GumiSnakes3	BabyDoll	50	46	0	b	2	0	958.99
182.0308	0.91899	183.447	BagaleShtuhim	BisliOnion	44	51	0	y	2	1	915.44
185.0313	0.91899	186.5318	Shugi	Dubonim	43	53	1	y	2	0	1006.94
188.0319	0.91899	189.349	Kitkat	ClickBalls5	17	7	1	y	1	0	826.4
