onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.024975	0.9575	3.809483	CrunchShokoVanil	Egozi	18	14	1	y	1	0	1288.2
6.025002	0.9575	7.741909	Dubonim	Tictac	52	54	1	b	2	1	1209.15
9.025346	0.9575	10.39212	Tictac	BisliPizza3	54	44	0	y	2	1	875.82
14.02615	0.9575	15.90998	Halva2	WerthersOriginal	5	55	1	b	4	1	1386.03
17.02679	0.9575	18.81055	Bamba	Twix	12	9	1	y	1	0	1286.4
20.02721	0.9575	21.89438	HispusimShatiah	BabyDoll	46	47	0	b	2	0	1362.98
34.02968	0.9575	35.89689	Smarties	HispusimShatiah	53	46	1	y	2	0	1370.53
38.0305	0.9575	39.68087	CrunchShokoVanil	Snickers	18	16	1	y	1	0	1149.71
42.03119	0.9575	43.51481	Dubonim	Popco	52	49	1	b	2	1	991.99
45.03166	0.9575	46.67579	DoritosGrill	Bounty	15	11	1	b	1	1	1147.52
48.03223	0.9575	50.03268	Popco	Smarties	49	53	0	x	2	NaN	NaN
53.02576	0.9575	54.80023	Egozi	DoritosGrill	14	15	0	y	1	1	1274.42
56.02581	0.9575	57.86735	DoritosSourSpicy	Bamba	17	12	0	b	1	0	1338.37
66.02593	0.9575	68.02609	Bamba	Snickers	12	16	1	x	1	NaN	NaN
72.02599	0.9575	73.73685	Popco	BabyDoll	49	47	0	b	2	0	1207.19
75.02606	0.9575	76.5095	Twist	Tictac	45	54	1	b	2	1	979.13
79.0261	0.9575	80.47624	DoritosSourSpicy	ClickXLbrown4	17	10	0	b	1	0	944.07
84.02614	0.9575	85.54297	Egozi	Bamba	14	12	0	b	1	0	1016.07
91.02632	0.9575	92.52645	Mentos	DoritosSourSpicy	7	17	1	y	1	0	999.86
96.02629	0.9575	97.65987	GumiSnakes3	Twist	48	45	0	y	2	1	1139.89
99.02634	0.9575	100.5932	Egozi	Mentos	14	7	0	b	1	0	1075.85
105.0265	0.9575	106.7433	DoritosSourSpicy	DoritosGrill	17	15	0	y	1	1	1214.72
109.0265	0.9575	110.91	ClickBisquit2	Egozi	13	14	1	b	1	1	1383.72
121.0283	0.9575	122.662	ChocolateParaMilk3	WerthersOriginal	6	55	1	b	4	1	1129.9
124.0288	0.9575	125.7627	CrunchShokoVanil	BambaNugat	18	8	1	y	1	0	1242.33
127.0294	0.9575	128.9633	ClickBalls5	Dubonim	43	52	0	y	2	1	1439.82
131.0301	0.9575	133.0306	KifkefMaklot2	GumiSnakes3	50	48	1	x	2	NaN	NaN
137.0311	0.9575	138.4815	ClickBisquit2	DoritosSourSpicy	13	17	1	b	1	1	954.15
140.0317	0.9575	141.8988	ClickBalls5	KifkefMaklot2	43	50	0	b	2	0	1372.52
149.0271	0.9575	150.7105	Tictac	Smarties	54	53	0	y	2	1	1178.06
153.0272	0.9575	154.544	Popco	Twist	49	45	0	y	2	1	1015.03
157.0272	0.9575	158.6684	ClickXLbrown4	BambaNugat	10	8	1	y	1	0	1138.01
160.0273	0.9575	161.8356	KifkefMaklot2	Tictac	50	54	1	b	2	1	1309.85
163.0273	0.9575	164.3527	Mentos	Twix	7	9	1	y	1	0	822.92
173.0274	0.9575	174.7212	ClickBalls5	Smarties	43	53	0	b	2	0	1189.73
177.0274	0.9575	178.4552	Twix	CrunchShokoVanil	9	18	0	b	1	0	924.74
185.0277	0.9575	187.0278	GumiSnakes3	BabyDoll	48	47	0	x	2	NaN	NaN
188.0277	0.9575	189.5112	HispusimShatiah	BisliPizza3	46	44	0	b	2	0	978.52
