onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1023.699	1	1024.72	Apropo	39	0	0	NaN	NaN
1026.686	1	1027.704	Kitkat	12	0	1	NaN	NaN
1028.688	1	1029.706	CrunchShokoVanil	40	0	0	NaN	NaN
1030.691	1	1031.727	BisliGrill	46	1	0	616.737	876.9255
1032.693	1	1033.727	ChocolateParaCookies5	11	1	1	616.7385	912.3383
1035.679	1	1036.697	Tortit	57	0	0	NaN	NaN
1037.681	1	1038.7	ChocolateParaSucariotKoftzot2	4	0	1	NaN	NaN
1041.686	1	1042.704	SkittlesFruits2	3	0	1	NaN	NaN
1043.689	1	1044.706	HispusimShatiah	15	0	1	NaN	NaN
1048.694	1	1049.729	Hit	49	1	0	633.382	936.74
1050.68	1	1051.715	KinderBuenoWhite2	8	1	1	633.3793	976.4653
1054.684	1	1055.702	CrunchBisquitBrown3	6	0	1	NaN	NaN
1056.686	1	1057.704	Tictac	13	0	1	NaN	NaN
1059.69	1	1060.725	Twist	48	1	0	650.0474	1091.78
1064.695	1	1065.714	KashitSour	18	0	1	NaN	NaN
1066.681	1	1067.716	Keifli	54	1	0	600.05	913.2856
1068.683	1	1069.72	BisliOnion	51	1	0	616.7221	936.1429
1072.688	1	1073.706	Shugi	10	0	1	NaN	NaN
1076.692	1	1077.71	BambaSweet	58	0	0	NaN	NaN
1080.68	1	1081.698	ClickXLwhite4	20	0	1	NaN	NaN
1082.682	1	1083.7	DoritosGrill	52	0	0	NaN	NaN
1084.685	1	1085.702	WerthersOriginal	22	0	1	NaN	NaN
1086.687	1	1087.705	Egozi	53	0	0	NaN	NaN
1088.689	1	1089.707	Bamba	42	0	0	NaN	NaN
1094.696	1	1095.714	Cheetos	45	0	0	NaN	NaN
1097.682	1	1098.717	ClickXLbrown4	17	1	1	650.0495	1050.771
1099.685	1	1100.702	DoritosNatural	50	0	0	NaN	NaN
1101.687	1	1102.705	Taami	7	0	1	NaN	NaN
1104.69	1	1105.708	Dubonim	55	0	0	NaN	NaN
1106.693	1	1107.729	Tapuchips	43	1	0	633.3826	991.1608
1108.695	1	1109.713	Mentos	47	0	0	NaN	NaN
1110.68	1	1111.698	BisliBbq	56	0	0	NaN	NaN
1113.684	1	1114.701	GumiWine2	21	0	1	NaN	NaN
1115.686	1	1116.704	BabyDoll	44	0	0	NaN	NaN
1117.688	1	1118.725	KinderBuenoBrown3	16	1	1	600.0501	920.9883
1119.691	1	1120.726	BambaNugat	9	1	1	616.7073	918.7088
1121.693	1	1122.71	Snickers	19	0	1	NaN	NaN
1127.683	1	1128.7	Mars	5	0	1	NaN	NaN
1130.686	1	1131.723	Bounty	14	1	1	633.3934	973.6886
1134.691	1	1135.708	Loacker	41	0	0	NaN	NaN
