onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.032905	0.91899	3.316658	Bounty	DoritosGrill	49	44	1	y	2	0	793.7
9.03224	0.91899	10.28456	BisliOnion	Snickers	17	10	1	b	1	1	751.36
22.03255	0.91899	23.22026	KashitSour	Hit	52	43	0	y	2	1	693.06
26.03257	0.91899	27.31611	DoritosGrill	Hit	44	43	0	b	2	0	785.03
31.03266	0.91899	32.25514	Snickers	CrunchBisquitBrown3	10	8	0	y	1	1	727.95
34.03262	0.91899	35.22222	Mars	Dubonim	16	13	1	y	1	0	692.98
39.03276	0.91899	40.56617	ChocolateParaMilk3	BambaSweet	45	54	0	b	2	0	1036.83
43.03284	0.91899	44.60725	Smarties	Halva2	46	50	1	b	2	1	1080.75
52.03294	0.91899	53.25867	BisliPizza3	BabyDoll	48	53	1	b	2	1	732.66
57.03296	0.91899	58.16647	BisliOnion	Dubonim	17	13	1	y	1	0	638.65
61.03295	0.91899	62.14996	PesekZman	Apropo	11	15	1	y	1	0	621.68
68.03312	0.91899	69.11675	CrunchBisquitWhite2	Dubonim	9	13	1	y	1	0	583.49
72.03314	0.91899	73.54568	ChocolateParaMilk3	Smarties	45	46	0	b	2	0	1014.45
78.03322	0.91899	79.13342	Snickers	Mars	10	16	0	y	1	1	607.39
83.03325	0.91899	84.25023	ClickXLwhite4	DoritosSourSpicy	55	6	0	y	4	1	727.35
87.03114	0.91899	88.26481	BisliPizza3	Halva2	48	50	1	b	2	1	732.47
90.03159	0.91899	91.13367	Dubonim	PesekZman	13	11	0	b	1	0	613.02
93.03347	0.91899	94.26709	DoritosGrill	Smarties	44	46	0	b	2	0	747.12
97.01659	0.91899	98.21708	BisliPizza3	DoritosGrill	48	44	1	y	2	0	693.01
110.0204	0.91899	111.3688	Smarties	BabyDoll	46	53	1	b	2	1	847.26
114.0337	0.91899	115.5006	ChocolateParaMilk3	HispusimShatiah	45	51	0	b	2	0	966.92
117.0196	0.91899	118.12	BagaleShtuhim	PesekZman	12	11	0	b	1	0	600.02
122.0206	0.91899	123.471	HispusimShatiah	BabyDoll	51	53	1	b	2	1	937.99
125.021	0.91899	126.3882	SkittlesFruits2	CrunchBisquitBrown3	18	8	0	y	1	1	857.63
129.0217	0.91899	130.1554	HispusimShatiah	DoritosGrill	51	44	1	y	2	0	631.9
135.0228	0.91899	136.2566	Hit	BabyDoll	43	53	1	b	2	1	725.85
138.0233	0.91899	139.4904	HispusimShatiah	Twist	51	47	1	b	2	1	963.32
142.0239	0.91899	143.441	CrunchBisquitBrown3	BagaleShtuhim	8	12	1	y	1	0	908.65
147.0248	0.91899	148.5753	BagaleShtuhim	CrunchBisquitWhite2	12	9	0	b	1	0	1043.79
151.0255	0.91899	152.3093	BisliOnion	SkittlesFruits2	17	18	1	b	1	1	776.14
163.0276	0.91899	164.2446	Apropo	Keifli	15	14	0	b	1	0	712.99
169.0286	0.91899	170.3845	Apropo	CrunchBisquitWhite2	15	9	0	b	1	0	852.96
172.0292	0.91899	173.618	Halva2	BambaSweet	50	54	0	b	2	0	1090.45
176.0299	0.91899	177.3846	ChocolateParaMarir2	CrunchBisquitBrown3	7	8	0	y	1	1	861.7
179.0304	0.91899	180.5514	BisliOnion	BagaleShtuhim	17	12	1	y	1	0	1020.18
182.0309	0.91899	183.3515	CrunchBisquitWhite2	SkittlesFruits2	9	18	1	b	1	1	821.73
185.0314	0.91899	186.2015	Tictac	DoritosSourSpicy	56	6	0	y	4	1	668.19
188.0319	0.91899	189.4849	KashitSour	Bounty	52	49	0	y	2	1	954.72
