onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.031584	0.9575	3.299694	Bamba	DoritosNatural	14	10	0	b	1	0	779.57
6.032342	0.9575	7.299779	Tictac	DoritosSourSpicy	51	50	0	y	2	1	777.83
9.016045	0.9575	10.54999	DoritosSourSpicy	GumiSnakes3	50	46	1	y	2	0	1020.12
14.01975	0.9575	15.53418	Loacker	ClickBisquit2	11	18	0	y	1	1	1009.41
17.01758	0.9575	18.5181	BambaSweet	Egozi	52	54	1	y	2	0	1000.58
20.01995	0.9575	21.60196	DoritosNatural	Mekupelet	10	16	1	b	1	1	1072.21
34.02052	0.9575	35.47106	Egozi	CrunchShokoVanil	54	45	0	y	2	1	949.65
38.02129	0.9575	39.67158	Twist	Mars	56	6	0	y	4	1	1148.87
42.02196	0.9575	43.83356	Tapuchips	Mars	55	6	0	y	4	1	1305.21
45.0224	0.9575	46.88968	GumiWine2	Egozi	47	54	1	b	2	1	1359.75
48.02301	0.9575	49.91713	HispusimShatiah	BambaSweet	49	52	0	b	2	0	1385.16
53.02389	0.9575	54.49099	Twix	KinderBuenoBrown3	7	9	1	y	1	0	963.27
56.02442	0.9575	58.02481	GumiSnakes3	GumiWine2	46	47	0	x	2	NaN	NaN
66.0261	0.9575	67.53397	DoritosNatural	Popco	10	8	1	y	1	0	1008.07
72.02713	0.9575	73.47762	DoritosGrill	Loacker	12	11	1	b	1	1	951.03
75.02775	0.9575	76.53418	BabyDoll	BisliOnion	44	43	1	y	2	0	1006.41
79.0284	0.9575	80.50087	GumiSnakes3	BabyDoll	46	44	0	y	2	1	977.76
84.02929	0.9575	85.4797	DoritosGrill	Bamba	12	14	1	y	1	0	950.88
91.03051	0.9575	92.61763	KifkefMaklot2	DoritosNatural	17	10	0	y	1	1	1087.65
96.03131	0.9575	97.28438	Bamba	ClickXLwhite4	14	15	0	b	1	0	759.86
99.03189	0.9575	100.6844	ClickXLwhite4	Mekupelet	15	16	1	y	1	0	1154.27
105.0176	0.9575	106.2845	ClickBisquit2	KinderBuenoBrown3	18	9	1	y	1	0	762.57
109.0176	0.9575	110.5178	CrunchShokoVanil	GumiSnakes3	45	46	1	b	2	1	1000.56
121.019	0.9575	122.4514	ClickBisquit2	KifkefMaklot2	18	17	1	b	1	1	920.15
124.0219	0.9575	125.67	GumiWine2	Tictac	47	51	1	b	2	1	1139.23
127.02	0.9575	128.3705	KifkefMaklot2	ClickXLbrown4	17	13	0	y	1	1	838.16
131.0208	0.9575	132.5045	BisliOnion	BambaSweet	43	52	0	b	2	0	984.41
137.0218	0.9575	138.4389	KinderBuenoBrown3	DoritosGrill	9	12	0	b	1	0	918.41
140.0223	0.9575	141.7061	BabyDoll	HispusimShatiah	44	49	1	b	2	1	1179.85
149.0239	0.9575	150.6578	Egozi	DoritosSourSpicy	54	50	0	y	2	1	1133.27
153.0245	0.9575	154.575	HispusimShatiah	BambaNugat	49	53	0	b	2	0	1051.64
157.0252	0.9575	158.5352	CrunchShokoVanil	BisliOnion	45	43	1	b	2	1	1006.93
160.0258	0.9575	161.7929	Popco	ClickXLwhite4	8	15	0	b	1	0	1268.36
163.0264	0.9575	164.6018	CrunchShokoVanil	HispusimShatiah	45	49	1	b	2	1	1076.81
173.028	0.9575	174.552	ClickXLbrown4	Loacker	13	11	1	b	1	1	1022.12
177.0287	0.9575	178.6625	Twix	Loacker	7	11	1	b	1	1	1135.46
185.0301	0.9575	186.2688	Loacker	DoritosNatural	11	10	0	y	1	1	747.03
188.0307	0.9575	189.2356	KashitSour	CrunchShokoVanil	48	45	0	y	2	1	705.52
