0	0	0	0.14558	-0.092102	-0.12485	0.0014007	0.0003402	0.0011481	0	0	0	0	0
0.98748	39.655	0.90445	0.139	-0.13	-0.16165	0.002	0.00026194	0.0011481	0	0	0	0	0
0.89338	35.876	0.85565	0.098547	-0.090656	-0.14777	0.0015945	0.00059845	0.00061153	0	0	0	0	0
0.81096	32.567	0.81154	0.08639	-0.069503	-0.16009	0.0022519	0.00026194	0.00090385	0	0	0	0	0
0.75412	30.284	0.78061	0.061429	-0.12313	-0.14438	0.0013351	0.00033678	0.00041647	0	0	0	0	0
0.67905	27.269	0.75232	0.049107	-0.061993	-0.10777	0.0011171	0.00026194	0.00036159	0	0	0	0	0
0.74529	29.929	0.77907	0.012746	-0.10523	-0.10989	0.0013278	0.00026194	0.00017357	0	0	0	0	0
0.77635	31.176	0.78664	0.0062895	-0.12141	-0.11692	0.0013143	0.00026194	0.00019495	0	0	0	0	0
0.98829	39.687	0.91497	0.042459	-0.031362	-0.017512	0.0014795	0.00026194	3.6894e-05	0	0	0	0	0
0.95375	38.301	0.88706	0.037853	-0.099951	-0.077758	0.0022683	0.00026194	0.00020095	0	0	0	0	0
0.75999	30.52	0.78907	-0.0092512	-0.065035	-0.055977	0.0017733	-0.00022651	-0.0002523	0	0	0	0	0
0.72673	29.184	0.77984	0.01012	-0.10218	-0.065866	0.001376	-5.9433e-05	0.0001369	0	0	0	0	0
0.79456	31.908	0.80523	0.031253	-0.065201	-0.064711	0.00093929	0.00029057	0.00015769	0	0	0	0	0
0.79103	31.766	0.80627	0.0007661	-0.087677	-0.073155	0.0011866	-7.3162e-05	0.00036159	0	0	0	0	0
0.81408	32.692	0.81948	-0.012908	-0.090699	-0.068983	0.0011089	0.00054397	3.2195e-05	0	0	0	0	0
0.73769	29.624	0.7867	0.015937	-0.035893	-0.017538	0.0008884	0.00065272	0.00011598	0	0	0	0	0
0.66303	26.626	0.75565	-0.035211	-0.093006	-0.041351	0.00078197	-0.00021823	-0.00012966	0	0	0	0	0
0.69022	27.718	0.75552	-0.033405	-0.041523	0.0035926	-9.1717e-05	1.5704e-05	-0.00012283	0	0	0	0	0
