onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
2149.628	1	2150.663	Egozi	14	1	1	650.0666	982.9763
2154.617	1	2155.653	Tapuchips	8	1	1	666.7208	1026.302
2156.619	1	2157.637	BambaSweet	4	0	1	NaN	NaN
2158.622	1	2159.639	Snickers	44	0	0	NaN	NaN
2164.628	1	2165.646	Twix	7	0	1	NaN	NaN
2166.631	1	2167.648	KinderBuenoWhite2	53	0	0	NaN	NaN
2169.617	1	2170.635	BambaNugat	6	0	1	NaN	NaN
2171.62	1	2172.637	ChocolateParaCookies5	13	0	1	NaN	NaN
2175.624	1	2176.642	Hit	40	0	0	NaN	NaN
2177.626	1	2178.663	HispusimShatiah	54	1	0	583.4045	896.8249
2182.632	1	2183.668	Tictac	46	1	0	600.0554	875.2143
2189.623	1	2190.659	Apropo	11	1	1	616.7183	964.069
2191.625	1	2192.643	ChocolateParaSucariotKoftzot2	5	0	1	NaN	NaN
2194.629	1	2195.663	WerthersOriginal	51	1	0	616.7218	982.4352
2197.632	1	2198.65	Kitkat	22	0	1	NaN	NaN
2201.62	1	2202.638	ClickXLwhite4	10	0	1	NaN	NaN
2205.624	1	2206.642	BisliGrill	39	0	0	NaN	NaN
2209.629	1	2210.647	BisliBbq	20	0	1	NaN	NaN
2212.615	1	2213.633	Loacker	19	0	1	NaN	NaN
2218.622	1	2219.657	Smarties	43	1	0	633.3876	908.8323
2220.625	1	2221.642	Bamba	58	0	0	NaN	NaN
2223.628	1	2224.662	ClickBisquit2	48	1	0	650.0393	943.3118
2225.63	1	2226.648	Mekupelet	45	0	0	NaN	NaN
2227.615	1	2228.651	Bounty	17	1	1	633.3808	939.6595
2229.618	1	2230.636	Twist	55	0	0	NaN	NaN
2232.621	1	2233.639	PesekZman	18	0	1	NaN	NaN
2236.626	1	2237.662	GumiWine2	9	1	1	650.0507	881.3351
2238.628	1	2239.646	Shugi	50	0	0	NaN	NaN
2240.63	1	2241.648	DoritosNatural	41	0	0	NaN	NaN
2242.616	1	2243.634	HappyHippo	52	0	0	NaN	NaN
2244.618	1	2245.654	KinderJoy	16	1	1	666.7268	905.0142
2246.62	1	2247.638	BisliPizza3	21	0	1	NaN	NaN
2250.625	1	2251.643	KifkefMaklot2	57	0	0	NaN	NaN
2254.629	1	2255.647	Halva2	56	0	0	NaN	NaN
2256.632	1	2257.649	BabyDoll	47	0	0	NaN	NaN
2258.617	1	2259.635	Keifli	42	0	0	NaN	NaN
2260.619	1	2261.637	Tortit	12	0	1	NaN	NaN
2262.622	1	2263.639	CrunchBisquitBrown3	3	0	1	NaN	NaN
2268.628	1	2269.646	BisliOnion	15	0	1	NaN	NaN
2270.631	1	2271.666	KinderBuenoBrown3	49	1	0	666.7091	1020.495
