onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1401.64	1	1402.658	DoritosSourSpicy	18	0	1	NaN	NaN
1404.627	1	1405.644	Cheetos	56	0	0	NaN	NaN
1406.629	1	1407.663	Loacker	14	1	1	716.7214	925.9021
1408.631	1	1409.649	Tortit	45	0	0	NaN	NaN
1410.633	1	1411.67	BambaSweet	48	1	0	783.4003	1025.527
1413.637	1	1414.672	ClickXLbrown4	8	1	1	733.3785	934.0755
1415.639	1	1416.676	CrunchShokoVanil	54	1	0	733.376	787.8218
1419.627	1	1420.644	Bamba	52	0	0	NaN	NaN
1421.629	1	1422.647	Smarties	58	0	0	NaN	NaN
1426.635	1	1427.652	CrunchBisquitBrown3	6	0	1	NaN	NaN
1428.637	1	1429.655	SkittlesFruits2	55	0	0	NaN	NaN
1432.624	1	1433.661	DoritosGrill	11	1	1	750.0552	946.4001
1434.627	1	1435.645	KashitSour	21	0	1	NaN	NaN
1437.63	1	1438.648	Tictac	44	0	0	NaN	NaN
1442.636	1	1443.654	Keifli	39	0	0	NaN	NaN
1444.638	1	1445.656	KinderBuenoWhite2	10	0	1	NaN	NaN
1446.624	1	1447.642	Apropo	40	0	0	NaN	NaN
1450.628	1	1451.646	Popco	53	0	0	NaN	NaN
1454.633	1	1455.65	ClickXLwhite4	22	0	1	NaN	NaN
1458.637	1	1459.655	CrunchBisquitWhite2	7	0	1	NaN	NaN
1460.622	1	1461.641	Twix	4	0	1	NaN	NaN
1462.625	1	1463.661	BisliBbq	43	1	0	750.0549	961.8341
1464.627	1	1465.645	ClickBisquit2	5	0	1	NaN	NaN
1466.63	1	1467.647	BagaleShtuhim	20	0	1	NaN	NaN
1472.636	1	1473.654	Twist	57	0	0	NaN	NaN
1475.623	1	1476.658	HappyHippo	51	1	0	766.7079	923.8403
1477.625	1	1478.643	Bounty	47	0	0	NaN	NaN
1479.627	1	1480.645	Mekupelet	41	0	0	NaN	NaN
1482.631	1	1483.649	KinderBuenoBrown3	3	0	1	NaN	NaN
1484.633	1	1485.651	DoritosNatural	15	0	1	NaN	NaN
1486.635	1	1487.672	Mentos	49	1	0	783.3842	991.636
1488.637	1	1489.674	BisliPizza3	46	1	0	800.0458	1005.489
1491.624	1	1492.659	ChocolateParaSucariotKoftzot2	9	1	1	766.7115	922.6024
1493.626	1	1494.663	ChocolateParaMilk3	16	1	1	783.3771	984.4338
1495.629	1	1496.647	Egozi	13	0	1	NaN	NaN
1497.631	1	1498.665	PesekZman	17	1	1	800.0479	1083.933
1499.633	1	1500.651	Hit	42	0	0	NaN	NaN
1505.623	1	1506.641	Dubonim	50	0	0	NaN	NaN
1508.627	1	1509.644	BisliOnion	12	0	1	NaN	NaN
1512.631	1	1513.649	KifkefMaklot2	19	0	1	NaN	NaN
