onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1150.192	1	1151.21	Tictac	44	0	0	NaN	NaN
1155.18	1	1156.215	HappyHippo	51	1	0	716.7274	998.3921
1157.183	1	1158.2	Bamba	52	0	0	NaN	NaN
1159.185	1	1160.221	CrunchShokoVanil	54	1	0	733.4026	617.905
1165.175	1	1166.193	BagaleShtuhim	20	0	1	NaN	NaN
1167.177	1	1168.215	Mentos	49	1	0	750.0445	1089.661
1170.181	1	1171.2	CrunchBisquitWhite2	7	0	1	NaN	NaN
1172.183	1	1173.201	Popco	53	0	0	NaN	NaN
1176.187	1	1177.222	BisliPizza3	46	1	0	700.0411	895.5922
1178.19	1	1179.224	PesekZman	17	1	1	716.7278	973.2461
1183.179	1	1184.196	DoritosSourSpicy	18	0	1	NaN	NaN
1190.186	1	1191.205	Dubonim	50	0	0	NaN	NaN
1192.189	1	1193.206	Hit	42	0	0	NaN	NaN
1195.175	1	1196.193	Keifli	39	0	0	NaN	NaN
1198.179	1	1199.197	Bounty	47	0	0	NaN	NaN
1202.183	1	1203.201	KinderBuenoWhite2	10	0	1	NaN	NaN
1206.188	1	1207.205	Twix	4	0	1	NaN	NaN
1210.175	1	1211.21	ChocolateParaSucariotKoftzot2	9	1	1	733.3801	939.4026
1213.179	1	1214.197	ClickXLwhite4	22	0	1	NaN	NaN
1219.185	1	1220.203	CrunchBisquitBrown3	6	0	1	NaN	NaN
1221.188	1	1222.206	Mekupelet	41	0	0	NaN	NaN
1224.174	1	1225.192	Egozi	13	0	1	NaN	NaN
1226.177	1	1227.194	Twist	57	0	0	NaN	NaN
1228.179	1	1229.215	BisliBbq	43	1	0	716.7205	975.9716
1230.181	1	1231.199	Smarties	58	0	0	NaN	NaN
1233.185	1	1234.219	Loacker	14	1	1	750.0395	994.2639
1237.189	1	1238.207	SkittlesFruits2	55	0	0	NaN	NaN
1239.174	1	1240.192	KinderBuenoBrown3	3	0	1	NaN	NaN
1241.177	1	1242.195	KashitSour	21	0	1	NaN	NaN
1243.179	1	1244.215	DoritosGrill	11	1	1	766.7206	1023.823
1245.181	1	1246.216	BambaSweet	48	1	0	733.3839	1013.695
1247.184	1	1248.22	ClickXLbrown4	8	1	1	716.7217	923.2707
1251.188	1	1252.206	Cheetos	56	0	0	NaN	NaN
1255.176	1	1256.213	ChocolateParaMilk3	16	1	1	733.3816	946.9927
1257.178	1	1258.196	DoritosNatural	15	0	1	NaN	NaN
1259.18	1	1260.198	ClickBisquit2	5	0	1	NaN	NaN
1261.183	1	1262.201	KifkefMaklot2	19	0	1	NaN	NaN
1263.185	1	1264.203	Apropo	40	0	0	NaN	NaN
1269.175	1	1270.193	Tortit	45	0	0	NaN	NaN
1271.177	1	1272.195	BisliOnion	12	0	1	NaN	NaN
