onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.024389	0.9575	3.481364	BisliOnion	Tictac	48	44	0	b	2	0	958.47
6.024551	0.9575	7.158064	ClickXLbrown4	KinderJoy	17	13	0	y	1	1	638.32
9.024507	0.9575	10.28255	KinderBuenoWhite2	GumiSnakes3	6	56	1	b	4	1	759.36
14.02459	0.9575	15.24991	Tictac	Keifli	44	54	1	b	2	1	727.27
17.02461	0.9575	18.36729	BabyDoll	BisliBbq	51	52	0	y	2	1	847.25
20.02473	0.9575	21.18424	KinderJoy	BambaNugat	13	8	1	b	1	1	662.13
34.02492	0.9575	35.44181	BisliOnion	HispusimShatiah	48	50	0	b	2	0	926.94
38.0249	0.9575	39.62523	Egozi	ClickXLbrown4	15	17	1	b	1	1	1106.96
42.02507	0.9575	43.54187	Shugi	BambaNugat	12	8	1	y	1	0	1015.78
45.02508	0.9575	46.68881	Tictac	BambaSweet	44	46	1	b	2	1	1162.77
48.02508	0.9575	49.77524	Egozi	BambaNugat	15	8	1	b	1	1	1255.78
53.0252	0.9575	54.74212	GumiSnakes3	SkittlesSour4	56	5	0	y	4	1	1215.67
56.02514	0.9575	57.69065	ClickBlackWhite3	Shugi	14	12	0	b	1	0	1165.71
66.02536	0.9575	67.47557	BabyDoll	Twist	51	53	0	y	2	1	965.5
72.02536	0.9575	73.57672	Taami	Egozi	16	15	0	y	1	1	1065.5
75.02551	0.9575	76.51079	CrunchShokoVanil	Mekupelet	10	11	1	y	1	0	988.35
79.02545	0.9575	80.41144	BisliOnion	BisliBbq	48	52	0	b	2	0	885.42
84.0256	0.9575	85.69243	Cheetos	HispusimShatiah	49	50	0	b	2	0	1166.26
91.02572	0.9575	92.30916	BambaNugat	KifkefMaklot2	8	18	0	y	1	1	786.14
96.02578	0.9575	97.57604	PesekZman	DoritosGrill	43	47	0	b	2	0	1052.07
99.02579	0.9575	100.5094	Mekupelet	KinderBuenoBrown3	11	7	0	y	1	1	984.07
105.0258	0.9575	106.4261	Twist	BisliOnion	53	48	1	b	2	1	901.04
109.0258	0.9575	110.2666	ClickXLbrown4	KinderBuenoBrown3	17	7	0	y	1	1	745.01
121.0183	0.9575	122.3763	ClickXLbrown4	KifkefMaklot2	17	18	0	y	1	1	853.59
124.0261	0.9575	125.8026	HispusimShatiah	BambaSweet	50	46	1	b	2	1	1279.78
127.0262	0.9575	128.6198	BisliOnion	DoritosSourSpicy	48	45	0	b	2	0	1094.68
131.02	0.9575	132.2432	KifkefMaklot2	ClickBlackWhite3	18	14	1	b	1	1	726.84
137.021	0.9575	138.2597	BisliBbq	BambaSweet	52	46	1	b	2	1	733.83
140.0262	0.9575	141.972	DoritosGrill	Keifli	47	54	1	b	2	1	1447.62
149.0231	0.9575	150.1933	Taami	KinderJoy	16	13	0	y	1	1	675.76
153.0238	0.9575	154.3432	HispusimShatiah	Keifli	50	54	1	b	2	1	829.04
157.0245	0.9575	158.4083	HappyHippo	Egozi	9	15	0	y	1	1	883.39
160.0265	0.9575	161.2601	Twist	Keifli	53	54	1	b	2	1	738.33
163.0255	0.9575	164.5601	KinderBuenoBrown3	HappyHippo	7	9	1	b	1	1	1047.31
173.0106	0.9575	174.1944	ClickBlackWhite3	Egozi	14	15	0	y	1	1	675.3
177.0113	0.9575	178.0783	CrunchShokoVanil	ClickBlackWhite3	10	14	1	b	1	1	566.56
185.0126	0.9575	186.3298	HispusimShatiah	BabyDoll	50	51	1	b	2	1	808.24
188.0154	0.9575	189.2469	Twist	BambaSweet	53	46	1	b	2	1	730.42
