onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1114.722	1	1115.758	BisliOnion	53	1	0	683.3935	984.859
1117.709	1	1118.728	ClickBlackWhite3	5	0	1	NaN	NaN
1121.713	1	1122.75	ClickBalls5	15	1	1	683.4004	1001.719
1123.715	1	1124.733	PesekZman	14	0	1	NaN	NaN
1125.718	1	1126.735	Shugi	46	0	0	NaN	NaN
1129.705	1	1130.723	ClickXLwhite4	21	0	1	NaN	NaN
1131.708	1	1132.725	Tictac	39	0	0	NaN	NaN
1136.713	1	1137.731	Cheetos	57	0	0	NaN	NaN
1138.715	1	1139.733	Kitkat	19	0	1	NaN	NaN
1141.719	1	1142.754	Popco	52	1	0	700.0488	987.9438
1144.706	1	1145.723	Twix	16	0	1	NaN	NaN
1148.71	1	1149.728	DoritosGrill	55	0	0	NaN	NaN
1151.713	1	1152.731	KinderBuenoWhite2	4	0	1	NaN	NaN
1153.716	1	1154.733	ChocolateParaCookies5	22	0	1	NaN	NaN
1156.719	1	1157.756	ClickBisquit2	7	1	1	633.3802	851.673
1160.707	1	1161.725	CrunchBisquitWhite2	17	0	1	NaN	NaN
1163.71	1	1164.728	DoritosSourSpicy	51	0	0	NaN	NaN
1165.712	1	1166.748	ClickXLbrown4	10	1	1	650.0431	834.3035
1167.715	1	1168.732	Hit	8	0	1	NaN	NaN
1172.72	1	1173.738	ChocolateParaMilk3	20	0	1	NaN	NaN
1176.708	1	1177.726	CrunchShokoVanil	40	0	0	NaN	NaN
1180.713	1	1181.747	KinderBuenoBrown3	13	1	1	666.7131	890.1348
1186.719	1	1187.737	DoritosNatural	54	0	0	NaN	NaN
1188.705	1	1189.723	SkittlesSour4	49	0	0	NaN	NaN
1190.707	1	1191.744	Twist	12	1	1	683.3752	1063.644
1192.709	1	1193.728	Halva2	48	0	0	NaN	NaN
1194.712	1	1195.729	BisliPizza3	41	0	0	NaN	NaN
1198.716	1	1199.753	BambaNugat	18	1	1	633.3905	1078.713
1200.718	1	1201.739	ChocolateParaSucariotKoftzot2	9	0	1	NaN	NaN
1204.706	1	1205.724	BambaSweet	56	0	0	NaN	NaN
1206.708	1	1207.745	ChocolateParaMarir2	44	1	0	716.7075	950.3517
1208.711	1	1209.746	BagaleShtuhim	47	1	0	733.3875	1092.076
1210.713	1	1211.733	Keifli	43	0	0	NaN	NaN
1215.719	1	1216.736	GumiWine2	42	0	0	NaN	NaN
1217.721	1	1218.758	GumiSnakes3	50	1	0	683.3774	961.8519
1219.706	1	1220.724	HispusimShatiah	6	0	1	NaN	NaN
1222.71	1	1223.728	Bounty	58	0	0	NaN	NaN
1229.718	1	1230.735	CrunchBisquitBrown3	11	0	1	NaN	773.1571
1233.705	1	1234.742	SkittlesFruits2	45	1	0	700.0471	929.6101
1240.713	1	1241.731	KifkefMaklot2	3	0	1	NaN	NaN
