onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.028643	0.9575	3.580124	Popco	DoritosNatural	52	54	1	b	2	1	1059.04
9.013138	0.9575	10.26367	Twix	Twist	16	12	0	b	1	0	747.58
22.017	0.9575	23.36596	Halva2	Popco	48	52	0	y	2	1	845.7
26.01687	0.9575	27.4305	KinderBuenoBrown3	CrunchBisquitWhite2	13	17	1	y	1	0	900.84
31.01702	0.9575	32.55071	Shugi	SkittlesFruits2	46	45	0	b	2	0	1024.69
34.01758	0.9575	35.56786	Hit	ClickBalls5	8	15	0	b	1	0	1043.13
39.01845	0.9575	40.38078	Twist	ChocolateParaSucariotKoftzot2	12	9	1	y	1	0	853.27
43.01906	0.9575	44.43627	KinderBuenoBrown3	ChocolateParaSucariotKoftzot2	13	9	1	y	1	0	908.65
52.02072	0.9575	53.58779	Keifli	BisliOnion	43	53	0	b	2	0	1066.98
57.02154	0.9575	58.59753	Keifli	ChocolateParaMarir2	43	44	0	b	2	0	1068.17
61.02224	0.9575	62.4144	BambaNugat	PesekZman	18	14	1	b	1	1	889.47
68.02348	0.9575	69.62399	ChocolateParaSucariotKoftzot2	ClickBisquit2	9	7	0	y	1	1	1094.22
72.02414	0.9575	73.4312	ClickBisquit2	Hit	7	8	1	b	1	1	907.57
78.02522	0.9575	79.54792	ClickBisquit2	CrunchBisquitBrown3	7	11	1	b	1	1	1028.49
83.02605	0.9575	84.31463	BisliOnion	Halva2	53	48	1	b	2	1	795.66
87.02676	0.9575	88.73134	Keifli	BagaleShtuhim	43	47	0	b	2	0	1204.94
90.02732	0.9575	91.57771	PesekZman	ClickBisquit2	14	7	0	y	1	1	1049.38
93.02775	0.9575	94.96476	KinderBuenoBrown3	CrunchBisquitBrown3	13	11	1	b	1	1	1442.97
97.02856	0.9575	98.86238	Popco	Keifli	52	43	1	y	2	0	1334.15
110.0147	0.9575	111.4482	Twix	BambaNugat	16	18	0	y	1	1	925.99
114.0148	0.9575	115.6316	ClickXLbrown4	ChocolateParaSucariotKoftzot2	10	9	1	b	1	1	1118.94
117.0153	0.9575	118.5325	SkittlesFruits2	Keifli	45	43	1	y	2	0	1012.44
122.0161	0.9575	123.4499	GumiSnakes3	DoritosSourSpicy	50	51	1	y	2	0	924.6
125.0167	0.9575	126.6173	CrunchBisquitWhite2	ClickXLbrown4	17	10	0	y	1	1	1095.05
129.0173	0.9575	130.3486	Shugi	ChocolateParaMarir2	46	44	0	b	2	0	820.38
135.0185	0.9575	136.6355	DoritosSourSpicy	BagaleShtuhim	51	47	0	b	2	0	1114.22
138.0189	0.9575	139.2859	Twist	PesekZman	12	14	1	y	1	0	761.79
142.0196	0.9575	143.3702	ClickXLbrown4	CrunchBisquitBrown3	10	11	1	b	1	1	845.09
147.0205	0.9575	148.221	Twist	CrunchBisquitBrown3	12	11	1	y	1	0	699.19
151.0212	0.9575	152.4217	Shugi	Popco	46	52	0	b	2	0	897.51
163.0233	0.9575	164.3323	Halva2	GumiSnakes3	48	50	0	y	2	1	807.4
169.0243	0.9575	170.6915	GumiSnakes3	DoritosNatural	50	54	1	y	2	0	1163.39
172.0249	0.9575	173.5325	DoritosGrill	ClickBlackWhite3	55	5	0	y	4	1	1008.77
176.0255	0.9575	177.7157	Shugi	BagaleShtuhim	46	47	0	b	2	0	1195.18
179.0324	0.9575	180.5158	DoritosNatural	ChocolateParaMarir2	54	44	0	b	2	0	991.35
182.0266	0.9575	183.7326	BambaSweet	HispusimShatiah	56	6	0	y	4	1	1211.12
185.0271	0.9575	186.8326	SkittlesFruits2	SkittlesSour4	45	49	1	y	2	0	1304.61
188.0276	0.9575	189.966	ClickXLbrown4	Hit	10	8	1	b	1	1	1439.07
