0	0	0	0.046712	-0.097639	-0.17613	0.0076948	0.00035094	0.0014012	0	0	0	0
3.0934	114.42	2.5136	0.016484	-0.11024	-0.35405	0.01547	0.00050176	0.0010287	0	0	0	0
1.6995	62.86	1.6001	0.01395	-0.076884	-0.16889	0.0088507	0.00041367	0.00076498	0	0	0	0
1.0067	37.237	0.96702	0.0085775	-0.049592	-0.1271	0.0065385	0.00041989	0.00049729	0	0	0	0
0.9291	34.366	0.88836	0.00093629	-0.029475	-0.073665	0.0041002	0.00032013	0.00035225	0	0	0	0
0.8732	32.298	0.85092	0.00029822	-0.024598	-0.057358	0.0037335	0.00026586	0.00033336	0	0	0	0
0.9252	34.222	0.86774	0.0012989	-0.011409	-0.052389	0.0028753	0.00031162	0.00036845	0	0	0	0
0.92172	34.093	0.85225	0.0021621	-0.011343	-0.036426	0.0019637	0.00021013	0.00031396	0	0	0	0
0.8734	32.306	0.84087	-0.0017421	0.0066147	-0.0096374	0.0020676	5.2466e-05	0.00039016	0	0	0	0
0.9551	35.327	0.88031	0.0016482	0.0066456	-0.040827	0.0012659	8.1581e-05	0.00026727	0	0	0	0
0.87438	32.342	0.85127	-0.0017504	0.0066478	-0.010551	0.0013348	8.5264e-05	0.00035129	0	0	0	0
0.99122	36.663	0.86759	0.0047352	0.0040026	-0.036479	0.0018778	3.4124e-05	0.00053107	0	0	0	0
0.96693	35.765	0.85862	0.0036531	-0.015345	-0.016063	0.00068868	1.828e-05	0.00038332	0	0	0	0
0.95081	35.169	0.86875	0.0030254	0.012922	0.028974	0.0013663	7.6916e-05	0.00037169	0	0	0	0
0.95699	35.398	0.88668	-0.0017367	-0.014605	-0.018512	0.00045796	0.00021013	0.00022707	0	0	0	0
0.9784	36.189	0.8827	-0.0017297	0.0066818	0.023513	0.0011352	4.1985e-05	0.00035066	0	0	0	0
1.1438	42.309	0.91896	-0.0017122	0.010312	0.00099327	0.00076701	-7.5766e-05	0.00041656	0	0	0	0
1.1663	43.139	0.9387	0.0058615	-0.011496	-0.0015786	0.00019378	0.00021013	0.00023762	0	0	0	0
0.9478	35.058	0.88533	-0.0017408	0.0066385	0.0063726	0.00057684	5.3383e-05	0.00037219	0	0	0	0
0.93478	34.576	0.85772	-0.0017506	0.016633	-0.0073853	-8.9025e-05	-5.7169e-05	0.00033689	0	0	0	0
0.96514	35.699	0.86242	-0.0017495	-0.00969	0.00094652	6.8727e-06	0.00010048	0.00019588	0	0	0	0
0.95426	35.296	0.87886	0.0046084	0.0066564	0.0054817	0.00095772	-9.5049e-06	0.00024641	0	0	0	0
