onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.01619	0.91899	4.021102	BisliPizza3	Cheetos	10	14	1	x	1	NaN	NaN
6.021065	0.91899	7.60461	DoritosSourSpicy	Tapuchips	53	43	1	b	2	1	1088.69
9.017528	0.91899	10.2713	HispusimShatiah	BisliPizza3	16	10	0	y	1	1	763.23
14.02112	0.91899	15.42131	Halva2	ChocolateParaMarir2	49	52	0	y	2	1	912.66
17.01894	0.91899	18.35464	WerthersOriginal	Popco	18	17	1	b	1	1	841.82
20.01942	0.91899	21.43812	Tapuchips	ChocolateParaMarir2	43	52	0	b	2	0	921.33
34.0219	0.91899	35.5889	DoritosGrill	Tapuchips	50	43	1	b	2	1	1073.85
38.02252	0.91899	39.18961	Taami	DoritosGrill	54	50	0	y	2	1	670.25
42.00685	0.91899	43.2069	ChocolateParaCookies5	Smarties	15	11	1	b	1	1	698.91
45.0069	0.91899	46.27418	Cheetos	ChocolateParaCookies5	14	15	0	y	1	1	765.86
48.02164	0.91899	49.1581	ChocolateParaCookies5	HispusimShatiah	15	16	1	b	1	1	644.11
53.00827	0.91899	54.29218	ClickBisquit2	WerthersOriginal	8	18	0	b	1	0	783.49
56.00993	0.91899	57.27615	Bounty	ChocolateParaMilk3	9	12	0	b	1	0	761.83
66.01079	0.91899	67.47779	CrunchBisquitWhite2	Twist	6	56	1	b	4	1	966.96
72.01179	0.91899	73.52221	DoritosSourSpicy	Taami	53	54	1	b	2	1	1001.96
75.0123	0.91899	76.53883	BabyDoll	Halva2	47	49	1	b	2	1	1025.46
79.01304	0.91899	80.34686	DoritosGrill	Shugi	50	46	1	b	2	1	831.72
84.01397	0.91899	85.42216	BisliOnion	Taami	44	54	1	b	2	1	906.78
91.0151	0.91899	92.48912	Shugi	BabyDoll	46	47	0	b	2	0	969.66
96.01602	0.91899	97.63919	CrunchBisquitBrown3	Bounty	7	9	1	b	1	1	1120.74
99.01653	0.91899	100.5837	Cheetos	CrunchBisquitBrown3	14	7	0	y	1	1	1067.22
105.0176	0.91899	106.3014	ChocolateParaMarir2	DoritosNatural	52	51	1	b	2	1	781.17
109.0182	0.91899	110.5058	ClickBisquit2	ChocolateParaCookies5	8	15	0	y	1	1	991.55
121.006	0.91899	122.4562	Taami	GumiWine2	54	45	0	y	2	1	935.81
124.0084	0.91899	125.5227	SkittlesFruits2	CrunchBisquitWhite2	55	6	0	y	4	1	1003.31
127.0059	0.91899	128.6728	Popco	ClickXLwhite4	17	13	0	y	1	1	1157.83
131.0061	0.91899	132.573	Mentos	GumiWine2	48	45	0	b	2	0	1067.67
137.0064	0.91899	138.6395	Mentos	BabyDoll	48	47	0	y	2	1	1119.39
140.0076	0.91899	141.4574	BisliPizza3	Popco	10	17	1	b	1	1	943.15
149.0085	0.91899	150.709	ClickBisquit2	ClickXLwhite4	8	13	0	y	1	1	1198.29
153.0092	0.91899	154.6098	Cheetos	ClickXLwhite4	14	13	0	y	1	1	1090.54
157.0099	0.91899	158.7938	DoritosNatural	DoritosSourSpicy	51	53	0	b	2	0	1277.88
160.0121	0.91899	161.7399	ChocolateParaMilk3	Cheetos	12	14	1	b	1	1	1220.66
163.011	0.91899	164.4448	ChocolateParaMarir2	Shugi	52	46	1	b	2	1	935.76
173.0127	0.91899	174.4902	BisliPizza3	Smarties	10	11	1	b	1	1	972.04
177.0134	0.91899	178.5569	Shugi	DoritosSourSpicy	46	53	0	b	2	0	1043.34
185.0148	0.91899	186.4818	DoritosGrill	Halva2	50	49	1	b	2	1	962.93
188.0178	0.91899	189.6903	ClickXLwhite4	Bounty	13	9	1	y	1	0	1170.92
