onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.022839	0.91899	3.599575	CrunchBisquitBrown3	ClickBisquit2	7	8	1	b	1	1	1070.97
9.024038	0.91899	10.69109	Popco	ChocolateParaCookies5	17	15	0	y	1	1	1162.76
22.02631	0.91899	23.68332	ChocolateParaMilk3	ClickBisquit2	12	8	1	b	1	1	1161.5
26.02692	0.91899	27.60011	GumiWine2	DoritosNatural	45	51	1	y	2	0	1075.89
31.02784	0.91899	32.54503	DoritosGrill	Mentos	50	48	1	b	2	1	1018.96
34.02841	0.91899	35.5288	CrunchBisquitBrown3	HispusimShatiah	7	16	1	b	1	1	1003.39
39.02929	0.91899	40.51681	ClickXLwhite4	HispusimShatiah	13	16	1	b	1	1	991.52
43.01668	0.91899	44.61693	HispusimShatiah	ChocolateParaMilk3	16	12	0	y	1	1	1092.12
52.01681	0.91899	53.41704	DoritosNatural	BabyDoll	51	47	0	b	2	0	893.99
57.01691	0.91899	58.31714	ChocolateParaMilk3	Smarties	12	11	1	b	1	1	801.9
61.01692	0.91899	62.33377	Cheetos	WerthersOriginal	14	18	0	b	1	0	804.89
68.02033	0.91899	69.41812	BabyDoll	Tapuchips	47	43	1	y	2	0	890.47
72.02081	0.91899	73.58554	CrunchBisquitBrown3	Smarties	7	11	1	b	1	1	1070
78.02141	0.91899	79.65323	WerthersOriginal	Bounty	18	9	1	y	1	0	1127.39
83.02018	0.91899	84.98747	Shugi	BisliOnion	46	44	0	y	2	1	1462.63
87.02099	0.91899	88.75467	Halva2	DoritosSourSpicy	49	53	0	y	2	1	1233.82
90.02146	0.91899	91.61753	Loacker	SkittlesFruits2	5	55	1	b	4	1	1091.34
93.02196	0.91899	94.8725	ClickBisquit2	BisliPizza3	8	10	0	b	1	0	1349.84
97.0227	0.91899	98.42316	BisliPizza3	Bounty	10	9	1	b	1	1	901.1
110.025	0.91899	111.8344	Bounty	ChocolateParaCookies5	9	15	0	y	1	1	1310.84
114.0257	0.91899	115.4928	Mentos	DoritosSourSpicy	48	53	0	y	2	1	968.09
117.0261	0.91899	118.5266	Shugi	GumiWine2	46	45	0	b	2	0	1001.72
122.027	0.91899	123.6512	Popco	ChocolateParaMilk3	17	12	0	y	1	1	1126.83
125.0276	0.91899	126.7514	BisliOnion	Tapuchips	44	43	1	b	2	1	1225.21
129.0282	0.91899	130.3287	Loacker	Twist	5	56	1	b	4	1	803.64
135.0293	0.91899	136.5848	Tapuchips	GumiWine2	43	45	0	b	2	0	1057.54
138.0298	0.91899	139.7803	HispusimShatiah	WerthersOriginal	16	18	0	y	1	1	1253.04
142.018	0.91899	143.5849	Mentos	BisliOnion	48	44	0	y	2	1	1059.77
147.0181	0.91899	148.8984	Halva2	GumiWine2	49	45	0	b	2	0	1368.73
151.0181	0.91899	152.7516	BisliOnion	DoritosNatural	44	51	1	b	2	1	1227.66
163.0182	0.91899	164.8515	ChocolateParaMarir2	Taami	52	54	1	b	2	1	1337.58
169.0184	0.91899	170.9189	DoritosNatural	DoritosGrill	51	50	0	b	2	0	1394.35
172.019	0.91899	174.0195	Smarties	ClickXLwhite4	11	13	0	x	1	NaN	NaN
176.0197	0.91899	177.7536	Popco	CrunchBisquitBrown3	17	7	0	y	1	1	1225.1
179.0203	0.91899	180.302	ChocolateParaMarir2	Mentos	52	48	1	b	2	1	772.55
182.0224	0.91899	183.3545	Smarties	WerthersOriginal	11	18	0	y	1	1	828.37
185.0213	0.91899	186.4384	BabyDoll	Taami	47	54	1	b	2	1	921.52
188.0228	0.91899	189.489	BisliOnion	Halva2	44	49	1	b	2	1	964.01
