onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.014726	0.91899	3.531689	ClickXLwhite4	Mekupelet	11	15	1	b	1	1	1019.08
5.014765	0.91899	6.448406	Hit	Mentos	51	45	1	y	2	0	933.03
8.014812	0.91899	9.765067	Shugi	Mentos	49	45	1	y	2	0	1251.99
13.01498	0.91899	14.315	KinderBuenoWhite2	Tortit	5	55	1	b	4	1	797.83
18.01497	0.91899	19.59861	DoritosNatural	Mentos	46	45	1	b	2	1	1089.84
25.01514	0.91899	26.24869	Cheetos	ClickXLwhite4	12	11	0	y	1	1	731.67
29.01514	0.91899	30.56578	KinderBuenoBrown3	ClickXLwhite4	10	11	0	b	1	0	1057.65
32.01771	0.91899	33.38278	ChocolateParaMilk3	Kitkat	14	7	1	y	1	0	873.09
39.01691	0.91899	40.31743	ChocolateParaCookies5	Mekupelet	8	15	1	b	1	1	802.89
43.01767	0.91899	44.21551	KinderBuenoWhite2	SkittlesSour4	5	56	1	b	4	1	695.14
46.0182	0.91899	47.70197	BisliGrill	Tictac	50	54	0	b	2	0	1191.6
50.01885	0.91899	51.45262	Dubonim	BambaSweet	43	53	1	b	2	1	938.94
54.01955	0.91899	55.33661	BambaSweet	Tictac	53	54	0	b	2	0	814.26
59.02039	0.91899	60.2874	Popco	Tictac	44	54	0	b	2	0	771.41
63.02114	0.91899	64.58237	Shugi	BisliPizza3	49	47	1	y	2	0	1064.65
67.0218	0.91899	68.2825	ChocolateParaMarir2	Snickers	13	17	0	b	1	0	765.03
70.01573	0.91899	71.43258	Shugi	BisliOnion	49	52	1	y	2	0	910.07
80.01584	0.91899	81.96594	BisliOnion	SkittlesFruits2	52	48	0	y	2	1	1449.97
84.01585	0.91899	85.54935	BisliGrill	Shugi	50	49	0	b	2	0	1026.95
87.01587	0.91899	88.24245	Cheetos	ChocolateParaCookies5	12	8	0	y	1	1	726.93
90.01595	0.91899	91.58293	BambaSweet	DoritosNatural	53	46	0	y	2	1	1067.85
94.01596	0.91899	95.59366	Bounty	Cheetos	9	12	1	b	1	1	1071.89
100.0161	0.91899	101.1996	Cheetos	Snickers	12	17	0	y	1	1	687.71
103.0162	0.91899	104.2997	ChocolateParaMilk3	KinderBuenoBrown3	14	10	1	y	1	0	785.65
106.0161	0.91899	107.6331	DoritosNatural	BisliOnion	46	52	1	b	2	1	1114.71
110.0161	0.91899	111.4164	ChocolateParaMilk3	Mekupelet	14	15	1	b	1	1	906.67
113.0162	0.91899	114.4469	Popco	Hit	44	51	0	b	2	0	925.57
116.0163	0.91899	117.3999	ChocolateParaMarir2	ChocolateParaMilk3	13	14	0	y	1	1	888.5
130.0165	0.91899	131.5167	Snickers	KinderBuenoBrown3	17	10	1	y	1	0	1004.32
140.0192	0.91899	141.5515	Shugi	Popco	49	44	1	y	2	0	1030.57
146.0189	0.91899	147.7359	Mentos	Tictac	45	54	0	b	2	0	1224.95
150.0195	0.91899	151.4534	Dubonim	BisliPizza3	43	47	1	b	2	1	939.34
156.0206	0.91899	157.7045	ChocolateParaMarir2	ChocolateParaCookies5	13	8	0	y	1	1	1186.22
160.0213	0.91899	161.3884	Cheetos	ClickXLbrown4	12	16	0	y	1	1	867.46
166.0169	0.91899	167.2895	Snickers	ClickBalls5	17	18	1	b	1	1	777.88
178.017	0.91899	179.4249	ChocolateParaMarir2	ClickXLbrown4	13	16	0	y	1	1	907.75
181.0171	0.91899	182.4087	BisliOnion	Hit	52	51	0	b	2	0	891.74
188.0171	0.91899	189.2674	ClickBalls5	Bounty	18	9	0	y	1	1	748.7
