onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
769.3905	1	770.4082	SkittlesSour4	58	0	0	NaN	NaN
772.3939	1	773.4117	Shugi	50	0	0	NaN	NaN
774.3792	1	775.4141	BisliPizza3	43	1	0	650.0843	967.2547
776.3817	1	777.3996	KinderJoy	19	0	1	NaN	NaN
778.3839	1	779.4019	CrunchBisquitBrown3	6	0	1	NaN	NaN
781.3873	1	782.4055	ChocolateParaMilk3	3	0	1	NaN	NaN
783.3895	1	784.4075	Kitkat	12	0	1	NaN	NaN
787.3941	1	788.4288	ChocolateParaCookies5	8	1	1	716.7516	976.3872
789.3793	1	790.4163	Snickers	11	1	1	733.3849	1047.103
794.3852	1	795.4198	DoritosGrill	51	1	0	666.7183	897.2227
796.3875	1	797.4241	ClickBlackWhite3	9	1	1	683.386	950.8911
800.392	1	801.4281	Twix	16	1	1	700.0413	946.4807
802.3943	1	803.4121	GumiSnakes3	52	0	0	NaN	NaN
805.3809	1	806.3988	ClickXLwhite4	4	0	1	NaN	NaN
810.3866	1	811.4213	BambaSweet	48	1	0	683.3898	935.8633
812.3888	1	813.4067	KinderBuenoBrown3	20	0	1	NaN	NaN
814.3911	1	815.4086	HappyHippo	41	0	0	NaN	NaN
818.3956	1	819.4134	Keifli	45	0	0	NaN	NaN
822.3834	1	823.401	KifkefMaklot2	15	0	1	NaN	NaN
826.3878	1	827.4056	BisliGrill	47	0	0	NaN	NaN
828.39	1	829.4079	CrunchBisquitWhite2	7	0	1	NaN	NaN
830.3923	1	831.4101	WerthersOriginal	53	0	0	NaN	NaN
832.3947	1	833.4299	DoritosSourSpicy	17	1	1	716.7088	983.7805
834.3799	1	835.4148	Hit	49	1	0	700.0565	942.627
840.3869	1	841.4213	ChocolateParaMarir2	14	1	1	733.3749	1007.578
843.3902	1	844.4081	ClickBisquit2	10	0	1	NaN	436.2158
845.3924	1	846.4102	Taami	22	0	1	NaN	NaN
847.3948	1	848.4294	GumiWine2	54	1	0	716.7225	927.6451
850.3814	1	851.3992	Tortit	40	0	0	NaN	NaN
852.3837	1	853.4013	HispusimShatiah	44	0	0	NaN	NaN
854.3858	1	855.4036	KashitSour	42	0	0	NaN	NaN
856.3881	1	857.4061	KinderBuenoWhite2	21	0	1	NaN	NaN
859.3915	1	860.4091	BisliOnion	57	0	0	NaN	NaN
861.3938	1	862.4118	BisliBbq	39	0	0	NaN	NaN
863.396	1	864.4139	Tictac	55	0	0	NaN	NaN
865.3816	1	866.3995	ClickBalls5	5	0	1	NaN	NaN
867.3839	1	868.4017	Cheetos	56	0	0	NaN	NaN
873.3905	1	874.4084	CrunchShokoVanil	13	0	1	NaN	NaN
876.394	1	877.4116	Mars	18	0	1	NaN	NaN
880.3818	1	881.4176	Halva2	46	1	0	733.3838	1028.648
