onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1203.634	1	1204.652	Mekupelet	41	0	0	NaN	NaN
1206.621	1	1207.639	HispusimShatiah	55	0	0	NaN	NaN
1210.625	1	1211.643	Twist	54	0	0	NaN	NaN
1212.627	1	1213.663	HappyHippo	53	1	0	783.4084	975.4522
1214.63	1	1215.648	Tictac	46	0	0	NaN	NaN
1218.634	1	1219.671	Bamba	50	1	0	800.0736	952.6328
1220.62	1	1221.638	Tapuchips	40	0	0	NaN	NaN
1225.625	1	1226.643	PesekZman	14	0	1	NaN	NaN
1227.628	1	1228.664	Shugi	52	1	0	816.7143	959.1714
1230.631	1	1231.667	Tortit	45	1	0	833.3785	1019.89
1233.634	1	1234.652	Mars	42	0	0	NaN	NaN
1237.622	1	1238.658	BambaNugat	18	1	1	783.4	956.6467
1240.626	1	1241.643	KifkefMaklot2	19	0	1	NaN	NaN
1242.628	1	1243.645	Bounty	58	0	0	NaN	NaN
1245.631	1	1246.649	Kitkat	20	0	1	NaN	NaN
1249.619	1	1250.637	KashitSour	49	0	0	NaN	NaN
1252.622	1	1253.64	Egozi	57	0	0	NaN	NaN
1254.624	1	1255.642	Popco	16	0	1	NaN	NaN
1256.627	1	1257.662	ChocolateParaCookies5	10	1	1	800.0562	920.0513
1261.632	1	1262.65	Smarties	56	0	0	NaN	NaN
1265.62	1	1266.638	CrunchBisquitBrown3	4	0	1	NaN	NaN
1269.625	1	1270.642	SkittlesSour4	48	0	0	NaN	NaN
1275.631	1	1276.649	KinderBuenoWhite2	9	0	1	NaN	NaN
1277.633	1	1278.652	ClickBlackWhite3	11	0	1	NaN	NaN
1279.619	1	1280.637	Twix	39	0	0	NaN	NaN
1281.621	1	1282.639	Mentos	22	0	1	NaN	NaN
1283.624	1	1284.642	ClickBalls5	8	0	1	NaN	NaN
1287.628	1	1288.646	Cheetos	5	0	1	NaN	NaN
1289.631	1	1290.648	ClickXLbrown4	6	0	1	NaN	NaN
1293.618	1	1294.636	BisliGrill	17	0	1	NaN	NaN
1295.621	1	1296.655	BambaSweet	47	1	0	783.3962	950.2127
1297.623	1	1298.64	BisliPizza3	51	0	0	NaN	NaN
1299.625	1	1300.643	Dubonim	43	0	0	NaN	NaN
1304.631	1	1305.667	CrunchBisquitWhite2	7	1	1	816.7136	1020.314
1306.633	1	1307.669	DoritosSourSpicy	13	1	1	766.7128	913.9192
1308.618	1	1309.636	DoritosGrill	21	0	1	NaN	NaN
1311.622	1	1312.64	ClickBisquit2	3	0	1	NaN	NaN
1318.63	1	1319.664	BisliOnion	12	1	1	783.3773	965.0834
1322.634	1	1323.669	CrunchShokoVanil	44	1	0	800.0576	952.5508
1329.625	1	1330.662	ClickXLwhite4	15	1	1	800.0508	977.3201
