onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1871.84	1	1872.876	CrunchBisquitWhite2	48	1	0	683.3991	914.6553
1876.829	1	1877.866	KifkefMaklot2	49	1	0	700.0411	917.6813
1878.832	1	1879.849	Apropo	5	0	1	NaN	NaN
1880.834	1	1881.852	BisliOnion	42	0	0	NaN	NaN
1886.841	1	1887.858	Snickers	22	0	1	NaN	NaN
1888.843	1	1889.877	GumiWine2	43	1	0	716.7139	992.2802
1891.83	1	1892.866	Popco	9	1	1	683.4294	925.5756
1893.832	1	1894.866	ClickXLwhite4	51	1	0	733.3805	1003.345
1897.836	1	1898.854	Tortit	19	0	1	NaN	NaN
1899.838	1	1900.856	Keifli	6	0	1	NaN	NaN
1904.827	1	1905.845	SkittlesSour4	53	0	0	NaN	NaN
1911.835	1	1912.871	ChocolateParaMilk3	54	1	0	683.3798	967.8246
1913.838	1	1914.855	ChocolateParaMarir2	58	0	0	NaN	NaN
1916.841	1	1917.859	BabyDoll	40	0	0	NaN	NaN
1919.827	1	1920.845	Loacker	47	0	0	NaN	NaN
1923.832	1	1924.85	BambaNugat	7	0	1	NaN	NaN
1927.837	1	1928.873	BagaleShtuhim	8	1	1	700.0586	974.4463
1931.841	1	1932.876	Bounty	14	1	1	716.7201	994.0154
1934.827	1	1935.845	GumiSnakes3	41	0	0	NaN	NaN
1940.834	1	1941.852	HispusimShatiah	55	0	0	NaN	NaN
1942.837	1	1943.855	ClickBalls5	39	0	0	NaN	NaN
1945.84	1	1946.874	Kitkat	17	1	1	733.3838	979.0183
1947.842	1	1948.86	ClickBisquit2	15	0	1	NaN	NaN
1949.828	1	1950.863	BisliBbq	11	1	1	750.0448	983.4081
1951.83	1	1952.848	KashitSour	56	0	0	NaN	NaN
1954.833	1	1955.851	KinderBuenoBrown3	12	0	1	NaN	NaN
1958.838	1	1959.874	CrunchShokoVanil	16	1	1	766.7165	1069.074
1960.84	1	1961.858	ChocolateParaCookies5	57	0	0	NaN	NaN
1962.842	1	1963.879	ClickBlackWhite3	46	1	0	700.0408	952.6751
1964.828	1	1965.846	Dubonim	3	0	1	NaN	NaN
1966.83	1	1967.848	Shugi	21	0	1	NaN	NaN
1968.833	1	1969.85	KinderJoy	10	0	1	NaN	NaN
1972.837	1	1973.855	KinderBuenoWhite2	44	0	0	NaN	NaN
1976.842	1	1977.859	Cheetos	13	0	1	NaN	NaN
1978.827	1	1979.845	Mars	18	0	1	NaN	NaN
1980.829	1	1981.847	DoritosGrill	20	0	1	NaN	NaN
1982.832	1	1983.85	Tictac	45	0	0	NaN	NaN
1984.834	1	1985.852	SkittlesFruits2	52	0	0	NaN	NaN
1990.84	1	1991.858	Smarties	50	0	0	NaN	NaN
1992.843	1	1993.861	BisliGrill	4	0	1	NaN	NaN
