onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
126.0418	1	127.0607	CrunchBisquitBrown3	12	0	1	NaN	NaN
129.0455	1	130.0813	ClickBalls5	11	1	1	716.7402	960.1191
133.05	1	134.0854	SkittlesSour4	51	1	0	716.7389	972.0985
135.0352	1	136.054	Shugi	52	0	0	NaN	NaN
137.0377	1	138.0727	HappyHippo	54	1	0	733.3839	978.2589
141.0422	1	142.0602	KinderBuenoWhite2	7	0	1	NaN	NaN
143.0445	1	144.0636	Bamba	39	0	0	NaN	NaN
148.0501	1	149.0855	ChocolateParaMilk3	16	1	1	733.3861	1014.056
150.0353	1	151.0538	ChocolateParaSucariotKoftzot2	13	0	1	NaN	NaN
153.039	1	154.0734	Bounty	8	1	1	683.3923	963.9683
156.0424	1	157.0605	DoritosSourSpicy	22	0	1	NaN	NaN
160.0467	1	161.0647	ClickBisquit2	4	0	1	NaN	NaN
163.0502	1	164.0685	Tapuchips	50	0	0	NaN	NaN
165.0355	1	166.0704	ClickXLbrown4	14	1	1	700.0586	960.5168
168.0391	1	169.0569	KinderBuenoBrown3	6	0	1	NaN	NaN
172.0436	1	173.0783	Mentos	48	1	0	750.0523	1017.908
175.0469	1	176.0648	GumiWine2	55	0	0	NaN	NaN
177.0492	1	178.0673	BisliOnion	45	0	0	NaN	NaN
179.0515	1	180.0862	KinderJoy	46	1	0	700.0544	985.1879
184.0403	1	185.0585	Taami	40	0	0	NaN	NaN
188.0449	1	189.0796	KifkefMaklot2	9	1	1	716.7108	1037.202
192.0494	1	193.069	Snickers	20	0	1	NaN	NaN
198.0393	1	199.0588	ChocolateParaCookies5	3	0	1	NaN	NaN
200.0416	1	201.0602	GumiSnakes3	42	0	0	NaN	NaN
202.0438	1	203.0632	CrunchShokoVanil	57	0	0	NaN	NaN
204.046	1	205.0652	BisliPizza3	44	0	0	NaN	NaN
206.0484	1	207.0669	ChocolateParaMarir2	58	0	0	NaN	NaN
210.0358	1	211.0539	Smarties	53	0	0	NaN	NaN
212.0384	1	213.0563	Halva2	47	0	0	NaN	NaN
216.0429	1	217.0614	BambaSweet	19	0	1	NaN	NaN
218.0451	1	219.0634	Mars	18	0	1	NaN	NaN
220.0473	1	221.0659	DoritosNatural	41	0	0	NaN	NaN
222.0496	1	223.0682	SkittlesFruits2	56	0	0	NaN	NaN
227.0385	1	228.0563	Twix	5	0	1	NaN	NaN
229.0408	1	230.0592	ClickXLwhite4	10	0	1	NaN	NaN
231.043	1	232.0775	PesekZman	17	1	1	666.7085	937.3244
234.0463	1	235.0644	ClickBlackWhite3	15	0	1	NaN	NaN
241.0375	1	242.0732	HispusimShatiah	43	1	0	716.7106	1001.007
245.0419	1	246.06	Kitkat	21	0	1	NaN	NaN
252.0498	1	253.0854	BabyDoll	49	1	0	666.7097	968.9642
