onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1669.879	1	1670.916	Snickers	17	1	1	716.7333	1018.773
1672.883	1	1673.9	Kitkat	7	0	1	NaN	NaN
1676.87	1	1677.888	KinderBuenoWhite2	5	0	1	NaN	NaN
1678.873	1	1679.908	Shugi	49	1	0	650.0697	900.7045
1680.875	1	1681.893	GumiWine2	39	0	0	NaN	NaN
1684.879	1	1685.897	Smarties	57	0	0	NaN	NaN
1686.865	1	1687.883	SkittlesSour4	56	0	0	NaN	NaN
1691.871	1	1692.888	BabyDoll	58	0	0	NaN	NaN
1693.873	1	1694.907	Hit	51	1	0	666.7236	926.0846
1696.876	1	1697.894	Popco	44	0	0	NaN	NaN
1699.88	1	1700.897	ChocolateParaMarir2	13	0	1	NaN	NaN
1703.867	1	1704.903	DoritosNatural	46	1	0	683.3807	957.3476
1706.871	1	1707.888	BisliOnion	52	0	0	NaN	NaN
1708.873	1	1709.908	Dubonim	43	1	0	700.0459	976.8287
1711.876	1	1712.913	Tictac	54	1	0	716.7102	1036.048
1715.881	1	1716.899	Mentos	45	0	0	NaN	NaN
1718.867	1	1719.885	PesekZman	20	0	1	NaN	NaN
1720.87	1	1721.888	BambaSweet	53	0	0	NaN	NaN
1722.872	1	1723.906	ChocolateParaCookies5	8	1	1	666.7108	965.917
1727.878	1	1728.895	ClickBalls5	18	0	1	NaN	NaN
1731.865	1	1732.902	SkittlesFruits2	48	1	0	666.7164	973.1964
1735.87	1	1736.888	Halva2	21	0	1	NaN	NaN
1741.877	1	1742.895	BisliGrill	50	0	0	NaN	NaN
1743.879	1	1744.897	KinderBuenoBrown3	10	0	1	NaN	NaN
1745.881	1	1746.917	ClickXLbrown4	16	1	1	683.3784	982.864
1747.867	1	1748.884	DoritosGrill	40	0	0	NaN	NaN
1749.869	1	1750.887	DoritosSourSpicy	41	0	0	NaN	NaN
1753.873	1	1754.891	Bamba	22	0	1	NaN	NaN
1755.876	1	1756.893	CrunchBisquitBrown3	4	0	1	NaN	NaN
1759.88	1	1760.915	Bounty	9	1	1	700.0449	1009.387
1761.866	1	1762.902	ClickXLwhite4	11	1	1	650.0496	936.598
1763.868	1	1764.886	GumiSnakes3	42	0	0	NaN	NaN
1765.87	1	1766.888	CrunchBisquitWhite2	6	0	1	NaN	NaN
1770.876	1	1771.894	Mekupelet	15	0	1	NaN	NaN
1772.878	1	1773.896	Mars	3	0	1	NaN	NaN
1774.88	1	1775.898	Tortit	55	0	0	NaN	NaN
1777.867	1	1778.885	BisliPizza3	47	0	0	NaN	NaN
1784.875	1	1785.893	Cheetos	12	0	1	NaN	NaN
1788.879	1	1789.916	ChocolateParaMilk3	14	1	1	666.7178	924.1175
1795.87	1	1796.888	Taami	19	0	1	NaN	NaN
