onset	duration	fixation_onset	item_name	item_rank	is_one
4.019938	2	2.024334	Cheetos.	48	0
13.02057	2	11.020093	Smarties.	54	0
22.022279	2	20.007937	Apropo.	40	0
31.008309	2	29.008152	KinderJoy.	5	1
40.008785	2	38.008234	SkittlesFruits2.	20	0
49.010235	2	47.009769	GumiSnakes3.	7	0
58.011773	2	56.01137	BabyDoll.	57	0
67.013324	2	65.012818	Dubonim.	50	0
76.014884	2	74.01448	ChocolateParaMilk3.	14	1
85.016422	2	83.015984	Shugi.	53	1
94.018056	2	92.017619	Popco.	11	0
103.019746	2	101.019137	ClickBlackWhite3.	45	0
112.021087	2	110.020619	Loacker.	3	0
121.009407	2	119.009216	Hit.	13	0
130.009529	2	128.009423	KinderBuenoWhite2.	15	1
139.009753	2	137.009558	Twist.	55	1
148.010697	2	146.010199	ClickXLwhite4.	16	1
157.012224	2	155.011713	CrunchBisquitBrown3.	8	1
166.013744	2	164.013311	Halva2.	46	1
175.01532	2	173.014859	Egozi.	44	1
184.016895	2	182.016471	ChocolateParaCookies5.	6	1
193.018498	2	191.017914	Bounty.	58	1
202.02006	2	200.019577	Tortit.	56	1
211.021578	2	209.0211	KinderBuenoBrown3.	9	1
220.0106	2	218.010389	CrunchBisquitWhite2.	12	1
229.010715	2	227.010498	KifkefMaklot2.	22	0
238.010807	2	236.010635	CrunchShokoVanil.	52	1
247.01106	2	245.010678	Snickers.	19	1
256.012627	2	254.012226	HispusimShatiah.	10	0
265.014217	2	263.013773	ClickXLbrown4.	18	1
274.01577	2	272.015298	ClickBisquit2.	4	0
283.017359	2	281.016861	Mentos.	49	0
292.018856	2	290.01835	DoritosGrill.	47	0
301.020422	2	299.019871	BisliOnion.	17	0
310.021959	2	308.021408	BambaNugat.	21	0
319.011651	2	317.011538	Twix.	39	1
328.011989	2	326.011671	Mars.	41	1
337.011905	2	335.01174	Tapuchips.	42	0
346.012033	2	344.011861	Mekupelet.	43	1
355.013018	2	353.012555	GumiWine2.	51	0
