onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.006764	0.91899	3.424729	ChocolateParaCookies5	Tortit	6	56	1	b	4	1	907.35
6.007373	0.91899	7.391119	Shugi	Mekupelet	53	43	1	y	2	0	876.68
9.00795	0.91899	10.25823	GumiSnakes3	ChocolateParaMilk3	7	14	1	y	1	0	747.15
14.00871	0.91899	15.72582	CrunchBisquitBrown3	CrunchBisquitWhite2	8	12	0	y	1	1	1210.38
17.00931	0.91899	18.65973	Cheetos	Dubonim	48	50	0	y	2	1	1141.79
20.00979	0.91899	21.41013	KinderBuenoBrown3	ClickXLbrown4	9	18	0	b	1	0	893.33
34.01221	0.91899	35.52933	CrunchShokoVanil	Cheetos	52	48	1	b	2	1	1014.88
38.01295	0.91899	39.34671	ClickBlackWhite3	Mentos	45	49	1	b	2	1	834.13
42.01367	0.91899	43.49739	Mekupelet	Dubonim	43	50	0	b	2	0	979.42
45.01416	0.91899	46.29791	Halva2	Shugi	46	53	0	y	2	1	781.93
48.01469	0.91899	49.61516	Shugi	Cheetos	53	48	1	b	2	1	1096.4
53.0156	0.91899	54.39096	KinderJoy	Twist	5	55	1	b	4	1	872.49
56.01611	0.91899	57.33315	Popco	KinderBuenoWhite2	11	15	0	y	1	1	812.97
66.01783	0.91899	67.20793	KinderBuenoBrown3	GumiSnakes3	9	7	0	b	1	0	694.3
72.01895	0.91899	73.66936	Dubonim	Mentos	50	49	1	b	2	1	1150.15
75.0195	0.91899	76.27465	ClickBlackWhite3	Smarties	45	54	1	b	2	1	755.61
79.0202	0.91899	80.43717	CrunchBisquitBrown3	ClickXLbrown4	8	18	0	y	1	1	917.89
84.021	0.91899	85.3748	CrunchShokoVanil	Halva2	52	46	1	b	2	1	865.07
91.02222	0.91899	92.4749	Egozi	Mekupelet	44	43	1	b	2	1	959.87
96.00809	0.91899	97.42496	GumiWine2	DoritosGrill	51	47	0	y	2	1	911.02
99.00825	0.91899	100.2747	ClickBlackWhite3	Cheetos	45	48	1	b	2	1	767.83
105.0083	0.91899	106.3751	Egozi	Smarties	44	54	1	b	2	1	861.83
109.0087	0.91899	110.2758	KinderBuenoBrown3	HispusimShatiah	9	10	0	b	1	0	755.39
121.0108	0.91899	122.3111	Egozi	GumiWine2	44	51	1	b	2	1	790.26
124.0113	0.91899	125.2116	ClickBlackWhite3	Halva2	45	46	1	b	2	1	699.75
127.0118	0.91899	128.2455	Popco	ClickXLbrown4	11	18	0	y	1	1	725.28
131.0126	0.91899	132.2295	CrunchBisquitWhite2	BisliOnion	12	17	1	b	1	1	716.55
137.0136	0.91899	138.464	HispusimShatiah	CrunchBisquitBrown3	10	8	1	b	1	1	943.51
140.0141	0.91899	141.1644	GumiWine2	CrunchShokoVanil	51	52	0	y	2	1	647.93
149.0157	0.91899	150.3828	GumiSnakes3	BisliOnion	7	17	1	y	1	0	867.42
153.0164	0.91899	154.5501	Popco	Hit	11	13	0	y	1	1	1030.74
157.0171	0.91899	158.2174	BisliOnion	Hit	17	13	0	y	1	1	701.02
160.0176	0.91899	161.3513	Mentos	Egozi	49	44	0	y	2	1	835.54
163.0181	0.91899	164.3092	ClickXLwhite4	HispusimShatiah	16	10	0	b	1	0	788.05
173.0198	0.91899	174.0927	BisliOnion	KinderBuenoWhite2	17	15	0	y	1	1	571.29
177.0205	0.91899	178.5042	CrunchBisquitBrown3	Hit	8	13	0	b	1	0	983.56
185.0219	0.91899	186.3095	GumiSnakes3	Popco	7	11	1	y	1	0	790.18
188.0093	0.91899	189.2061	Popco	HispusimShatiah	11	10	0	y	1	1	687.78
