onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.032768	0.91899	3.828533	Keifli	Apropo	14	7	0	b	1	0	1296.54
6.032818	0.91899	7.533037	Bounty	BagaleShtuhim	53	48	1	y	2	0	1003.49
13.033	0.91899	14.79978	Egozi	WerthersOriginal	50	51	1	y	2	0	1270.3
16.03292	0.91899	18.03096	BisliOnion	BambaNugat	45	46	1	x	2	NaN	NaN
21.03126	0.91899	22.3833	WerthersOriginal	Bounty	51	53	0	b	2	0	863.05
31.0162	0.91899	32.3502	Mars	ChocolateParaCookies5	17	10	0	y	1	1	822.11
34.01655	0.91899	35.58405	Halva2	KifkefMaklot2	13	8	1	y	1	0	1053.76
37.01712	0.91899	38.30122	Tapuchips	Keifli	12	14	1	b	1	1	778.2
46.02092	0.91899	47.51945	DoritosSourSpicy	Tapuchips	9	12	0	y	1	1	987.42
49.01955	0.91899	50.53671	Mekupelet	BisliGrill	47	43	1	y	2	0	1008.75
59.02118	0.91899	60.62182	Tapuchips	Mars	12	17	1	y	1	0	1099.12
64.02212	0.91899	65.15053	Apropo	Taami	7	16	1	b	1	1	622.19
69.02294	0.91899	70.70668	BisliOnion	Smarties	45	49	1	b	2	1	1182.37
77.02441	0.91899	78.45817	ClickBisquit2	Mars	15	17	1	b	1	1	930.9
84.02558	0.91899	86.0262	Twist	Hit	56	5	0	x	4	NaN	NaN
88.02624	0.91899	89.5675	Smarties	CrunchShokoVanil	49	52	0	b	2	0	1041.07
91.02676	0.91899	92.59398	Bamba	Popco	55	6	0	b	4	0	1064.55
96.02764	0.91899	97.58416	Loacker	DoritosSourSpicy	18	9	1	y	1	0	1051.64
99.02821	0.91899	100.6343	Egozi	BisliGrill	50	43	1	y	2	0	1103.09
107.0295	0.91899	108.3844	ClickBisquit2	ChocolateParaSucariotKoftzot2	15	11	1	b	1	1	862.77
113.0306	0.91899	114.5511	Mekupelet	Smarties	47	49	1	b	2	1	1024.72
118.0315	0.91899	119.3179	BisliGrill	Bounty	43	53	0	b	2	0	788.85
123.0323	0.91899	124.518	WerthersOriginal	CrunchShokoVanil	51	52	0	b	2	0	985.99
126.0178	0.91899	127.368	BisliGrill	CrunchShokoVanil	43	52	0	b	2	0	845.55
140.0187	0.91899	141.5357	Loacker	Keifli	18	14	1	b	1	1	1006.65
143.0191	0.91899	144.303	Apropo	DoritosSourSpicy	7	9	1	b	1	1	781.19
147.0199	0.91899	148.2015	Keifli	ClickBisquit2	14	15	0	y	1	1	669.42
151.0206	0.91899	152.1877	WerthersOriginal	Mekupelet	51	47	0	b	2	0	666.71
154.0223	0.91899	155.7049	KifkefMaklot2	Tapuchips	8	12	0	y	1	1	1179.05
157.0216	0.91899	158.3053	Tapuchips	Taami	12	16	1	b	1	1	783.76
163.0226	0.91899	164.373	WerthersOriginal	Snickers	51	44	0	b	2	0	848.69
169.0236	0.91899	170.5742	ChocolateParaSucariotKoftzot2	Apropo	11	7	0	y	1	1	1047.67
172.0242	0.91899	173.9077	Keifli	ChocolateParaCookies5	14	10	0	y	1	1	1384.16
175.0247	0.91899	176.4752	PesekZman	BisliOnion	54	45	0	y	2	1	947.58
179.0254	0.91899	180.602	KifkefMaklot2	ChocolateParaCookies5	8	10	0	b	1	0	1073.87
182.0259	0.91899	183.8852	BambaNugat	Snickers	46	44	0	b	2	0	1357.41
185.0264	0.91899	186.7687	Mekupelet	PesekZman	47	54	1	b	2	1	1236.89
188.027	0.91899	190.0275	Bounty	Smarties	53	49	1	x	2	NaN	NaN
