onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
2427.482	1	2428.5	BabyDoll	44	0	0	NaN	NaN
2430.469	1	2431.487	SkittlesSour4	53	0	0	NaN	NaN
2432.471	1	2433.489	ChocolateParaMilk3	12	0	1	NaN	NaN
2434.473	1	2435.491	KinderBuenoBrown3	22	0	1	NaN	NaN
2436.476	1	2437.512	DoritosGrill	17	1	1	716.7358	1103.156
2439.479	1	2440.497	KinderJoy	39	0	0	NaN	NaN
2441.481	1	2442.499	Loacker	21	0	1	NaN	NaN
2445.469	1	2446.487	GumiSnakes3	56	0	0	NaN	NaN
2447.471	1	2448.489	ClickXLbrown4	10	0	1	NaN	NaN
2452.477	1	2453.495	Halva2	42	0	0	NaN	NaN
2454.479	1	2455.497	Smarties	47	0	0	NaN	NaN
2458.484	1	2459.501	ClickBlackWhite3	15	0	1	NaN	NaN
2460.469	1	2461.487	KashitSour	40	0	0	NaN	NaN
2463.473	1	2464.507	GumiWine2	54	1	0	716.7299	954.1518
2468.478	1	2469.513	SkittlesFruits2	49	1	0	733.3799	1092.483
2470.48	1	2471.515	ClickXLwhite4	9	1	1	666.7115	962.3339
2472.483	1	2473.517	ChocolateParaMarir2	51	1	0	683.3878	936.069
2476.471	1	2477.488	Tictac	55	0	0	NaN	NaN
2480.475	1	2481.51	BambaSweet	46	1	0	700.0453	935.7462
2484.48	1	2485.497	Egozi	58	0	0	NaN	NaN
2486.482	1	2487.5	Mentos	45	0	0	NaN	NaN
2488.484	1	2489.519	Taami	43	1	0	716.7182	934.7115
2490.47	1	2491.504	HispusimShatiah	48	1	0	733.3835	997.1796
2492.472	1	2493.507	CrunchBisquitWhite2	16	1	1	683.3833	906.9192
2498.479	1	2499.496	Hit	7	0	1	NaN	NaN
2501.482	1	2502.5	DoritosSourSpicy	13	0	1	NaN	NaN
2503.467	1	2504.502	ClickBisquit2	11	1	1	700.0475	911.4205
2505.47	1	2506.488	Tapuchips	19	0	1	NaN	NaN
2508.473	1	2509.491	Shugi	57	0	0	NaN	NaN
2510.475	1	2511.493	ChocolateParaCookies5	5	0	1	NaN	NaN
2512.478	1	2513.495	HappyHippo	52	0	0	NaN	NaN
2514.48	1	2515.498	BambaNugat	50	0	0	NaN	NaN
2517.483	1	2518.501	CrunchBisquitBrown3	6	0	1	NaN	NaN
2519.469	1	2520.487	BisliBbq	4	0	1	NaN	NaN
2521.471	1	2522.507	PesekZman	14	1	1	716.7315	1091.658
2523.473	1	2524.491	ClickBalls5	20	0	1	NaN	NaN
2525.477	1	2526.495	Snickers	41	0	0	NaN	NaN
2531.482	1	2532.517	BisliGrill	8	1	1	666.7248	944.5192
2534.469	1	2535.487	DoritosNatural	3	0	1	NaN	NaN
2538.473	1	2539.491	BisliPizza3	18	0	1	NaN	NaN
