onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1615.86	1	1616.881	BisliGrill	57	0	0	NaN	NaN
1617.863	1	1618.9	KifkefMaklot2	50	1	0	650.0705	900.2493
1621.867	1	1622.903	CrunchShokoVanil	18	1	1	716.7328	1007.875
1624.854	1	1625.872	Kitkat	21	0	1	NaN	NaN
1626.856	1	1627.893	Smarties	53	1	0	666.7121	1018.926
1629.86	1	1630.877	HispusimShatiah	46	0	0	NaN	NaN
1633.864	1	1634.901	Dubonim	52	1	0	616.7206	890.9576
1637.869	1	1638.905	Twist	45	1	0	633.4197	918.3483
1639.854	1	1640.89	BisliPizza3	44	1	0	650.0448	973.2978
1644.86	1	1645.878	DoritosSourSpicy	17	0	1	NaN	NaN
1646.862	1	1647.88	Snickers	16	0	1	NaN	NaN
1648.864	1	1649.882	SkittlesSour4	22	0	1	NaN	NaN
1654.854	1	1655.872	ClickBalls5	43	0	0	NaN	NaN
1656.856	1	1657.874	BisliBbq	41	0	0	NaN	NaN
1658.859	1	1659.877	WerthersOriginal	55	0	0	NaN	NaN
1660.861	1	1661.879	Keifli	19	0	1	NaN	NaN
1664.865	1	1665.883	Twix	9	0	1	NaN	NaN
1668.853	1	1669.871	GumiSnakes3	48	0	0	NaN	NaN
1671.857	1	1672.874	BambaSweet	56	0	0	NaN	NaN
1675.861	1	1676.898	BabyDoll	47	1	0	666.7135	1045.857
1678.864	1	1679.885	ClickXLwhite4	40	0	0	NaN	NaN
1680.867	1	1681.901	Bamba	12	1	1	666.7246	1000.341
1684.855	1	1685.872	BambaNugat	8	0	1	NaN	NaN
1686.857	1	1687.875	Apropo	20	0	1	NaN	NaN
1688.859	1	1689.896	ClickBisquit2	13	1	1	616.7342	943.9923
1692.864	1	1693.881	Popco	49	0	0	NaN	NaN
1694.866	1	1695.903	ClickXLbrown4	10	1	1	633.383	969.236
1698.854	1	1699.871	Bounty	11	0	1	NaN	NaN
1702.858	1	1703.876	Cheetos	3	0	1	NaN	NaN
1705.862	1	1706.879	ChocolateParaMilk3	6	0	1	NaN	NaN
1711.868	1	1712.886	KinderBuenoBrown3	4	0	1	NaN	NaN
1713.854	1	1714.872	Halva2	5	0	1	NaN	NaN
1717.858	1	1718.876	ChocolateParaSucariotKoftzot2	42	0	0	NaN	NaN
1719.861	1	1720.878	KashitSour	51	0	0	NaN	NaN
1721.863	1	1722.881	Shugi	39	0	0	NaN	NaN
1723.865	1	1724.901	DoritosGrill	15	1	1	650.0475	1042.041
1728.854	1	1729.874	Tictac	54	0	0	NaN	NaN
1730.856	1	1731.876	ChocolateParaMarir2	58	0	0	NaN	NaN
1732.858	1	1733.895	Mentos	7	1	1	600.0516	864.5219
1735.862	1	1736.882	Egozi	14	0	1	NaN	NaN
