onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.018202	0.9575	3.285057	ClickBisquit2	ChocolateParaCookies5	13	11	1	b	1	1	767.4
5.018242	0.9575	6.068468	ClickBisquit2	ClickBalls5	13	14	1	b	1	1	546.36
8.018235	0.9575	9.368533	Tictac	PesekZman	49	52	0	y	2	1	849.36
13.01827	0.9575	14.88518	CrunchBisquitWhite2	ClickBalls5	15	14	1	y	1	0	1360.32
18.01842	0.9575	19.26856	Popco	ChocolateParaMarir2	54	47	0	b	2	0	746.18
25.01849	0.9575	26.25202	ClickBalls5	Loacker	14	18	0	b	1	0	733.08
29.01849	0.9575	30.51874	Bamba	ClickXLwhite4	12	16	1	y	1	0	996.1
32.0186	0.9575	33.61866	Cheetos	Tictac	53	49	1	y	2	0	1104.01
39.0187	0.9575	40.38558	Cheetos	ChocolateParaSucariotKoftzot2	53	43	1	y	2	0	861.9
43.01913	0.9575	44.53616	ChocolateParaSucariotKoftzot2	PesekZman	43	52	0	b	2	0	1022.46
46.01968	0.9575	47.33665	BisliBbq	Tictac	50	49	1	y	2	0	810.91
50.02038	0.9575	51.53735	KinderBuenoWhite2	ChocolateParaCookies5	10	11	1	b	1	1	1014.22
54.02297	0.9575	55.50466	KinderJoy	Bamba	8	12	0	b	1	0	980.62
59.02195	0.9575	60.35567	BabyDoll	Hit	56	6	0	y	4	1	834.65
63.02258	0.9575	64.68979	SkittlesSour4	ChocolateParaMarir2	51	47	0	b	2	0	1171.01
67.02328	0.9575	68.52387	ChocolateParaSucariotKoftzot2	ChocolateParaMarir2	43	47	0	b	2	0	1001.31
70.02381	0.9575	71.45752	BisliBbq	SkittlesSour4	50	51	1	y	2	0	934.79
80.02565	0.9575	81.3527	PesekZman	SkittlesFruits2	52	46	1	y	2	0	830.94
84.02636	0.9575	85.62675	Taami	Bamba	9	12	0	b	1	0	1104.24
87.01937	0.9575	88.35287	ChocolateParaCookies5	Loacker	11	18	0	y	1	1	829.23
90.01936	0.9575	91.33631	Taami	ClickBisquit2	9	13	0	y	1	1	814.24
94.01946	0.9575	95.36172	Cheetos	SkittlesSour4	53	51	1	y	2	0	838.13
100.0195	0.9575	101.4697	Bamba	CrunchBisquitBrown3	12	17	1	y	1	0	946.09
103.0195	0.9575	104.9364	Loacker	Taami	18	9	1	b	1	1	1412.11
106.0195	0.9575	107.6306	CrunchBisquitBrown3	Loacker	17	18	0	b	1	0	1107.08
110.0197	0.9575	111.2532	ChocolateParaMarir2	BambaSweet	47	48	1	y	2	0	727.93
113.0196	0.9575	114.2866	PesekZman	BambaSweet	52	48	1	y	2	0	763.97
116.0197	0.9575	117.3488	SkittlesFruits2	ChocolateParaMarir2	46	47	0	b	2	0	822.9
130.0199	0.9575	131.4201	KinderBuenoWhite2	KinderJoy	10	8	1	y	1	0	895.66
140.02	0.9575	141.7035	Tictac	Mentos	49	44	0	b	2	0	1177.63
146.0204	0.9575	148.0208	SkittlesSour4	Mentos	51	44	0	x	2	NaN	NaN
150.0234	0.9575	151.4883	ChocolateParaSucariotKoftzot2	Mentos	43	44	0	b	2	0	968.21
156.0245	0.9575	157.8893	KinderBuenoWhite2	ClickXLwhite4	10	16	1	b	1	1	1364.13
160.0245	0.9575	161.7565	Taami	CrunchBisquitWhite2	9	15	0	b	1	0	1242.14
166.0242	0.9575	167.6576	ChocolateParaCookies5	CrunchBisquitWhite2	11	15	0	b	1	0	1143.44
178.026	0.9575	179.3931	Tictac	Twist	49	45	0	b	2	0	867.63
181.0265	0.9575	182.2435	KinderBuenoWhite2	Taami	10	9	1	b	1	1	721.09
188.0277	0.9575	189.1875	Hit	Tapuchips	6	55	1	b	4	1	660.94
