0	0	0	-0.018433	0.063038	0.1531	-0.0060634	0.00076598	-0.00081257	0	0	0	0	0	0	0	0	0	0	0
0.81495	34.245	0.81815	-0.018446	0.074733	0.1294	-0.006351	0.00085102	-0.00072433	0	0	0	0	0	0	0	0	0	0	0
0.90669	38.1	0.87185	-0.018447	0.037329	0.10367	-0.0041132	0.00051835	-0.00091945	0	0	0	0	0	0	0	0	0	0	0
1.0726	45.072	0.96193	-0.029064	0.15457	0.13897	-0.0031354	0.001327	-0.0010912	0	0	0	0	0	0	0	0	0	0	0
1.1013	46.277	0.98012	0.025303	0.077355	0.12486	-0.0026478	0.0021539	-0.00097194	0	0	0	0	0	0	0	0	0	0	0
1.9952	83.838	1.4599	0.073876	-0.21024	-0.041223	0.00058537	0.0040871	-0.0013198	0	0	0	0	0	0	0	0	0	0	0
3.0118	126.56	2.1823	0.074822	0.16697	0.12746	-0.0060342	-0.00079358	0.0012001	1	0	0	0	0	0	0	0	0	0	0
2.2178	93.195	1.7293	0.010919	0.12431	0.2522	-0.0044754	-0.00059343	-0.00020708	0	0	0	0	0	0	0	0	0	0	0
1.1733	49.302	1.0141	0.029532	0.11569	0.20071	-0.0024625	-0.0006784	-0.00018536	0	0	0	0	0	0	0	0	0	0	0
0.81702	34.332	0.81598	0.021184	0.1187	0.18597	-0.0017622	-0.00082328	-0.00021639	0	0	0	0	0	0	0	0	0	0	0
0.78246	32.88	0.80628	0.016647	0.10606	0.18177	-0.0024934	-0.00061968	-0.0003916	0	0	0	0	0	0	0	0	0	0	0
0.78896	33.153	0.82413	0.015101	0.12518	0.18964	-0.0019922	-0.00044311	-0.00056137	0	0	0	0	0	0	0	0	0	0	0
0.74474	31.294	0.78899	0.027644	0.14259	0.19575	-0.0019455	-0.00082328	-0.00015389	0	0	0	0	0	0	0	0	0	0	0
0.71366	29.989	0.77732	0.019718	0.1571	0.19281	-0.0019119	-0.00098368	-0.00015219	0	0	0	0	0	0	0	0	0	0	0
0.75315	31.648	0.80292	0.013259	0.16459	0.18557	-0.0021832	-0.00082328	-0.00017095	0	0	0	0	0	0	0	0	0	0	0
1.0091	42.402	0.8924	0.013354	0.17535	0.12634	-0.0024091	-0.00044455	-0.00019644	0	0	0	0	0	0	0	0	0	0	0
1.0834	45.526	0.90944	0.0015309	0.17516	0.1942	-0.0022678	-0.0007704	-0.00034204	0	0	0	0	0	0	0	0	0	0	0
0.70375	29.572	0.77408	-0.00061711	0.193	0.18974	-0.002081	-0.00068377	-0.00032968	0	0	0	0	0	0	0	0	0	0	0
0.73205	30.761	0.77388	-0.0022812	0.19289	0.1846	-0.0026518	-0.00082328	-0.00042857	0	0	0	0	0	0	0	0	0	0	0
1.0106	42.465	0.91313	0.010111	0.12448	0.11227	-0.0033285	-0.00099311	-0.00028444	0	0	0	0	0	0	0	0	0	0	0
1.7367	72.976	1.2979	-0.004919	0.062367	0.0028726	0.0003168	-0.00095823	-0.00047572	0	0	0	0	0	0	0	0	0	0	0
1.7291	72.657	1.2606	-0.037433	0.15926	0.15093	0.00076391	0.00043189	-0.00075604	0	0	0	0	0	0	0	0	0	0	0
2.2249	93.491	1.5777	0.014653	0.098694	0.22048	0.0019169	0.0029645	-0.00116	0	0	0	0	0	0	0	0	0	0	0
3.3573	141.08	2.5622	0.13396	-0.13528	-0.23284	0.007039	0.0014045	0.00092641	0	1	0	0	0	0	0	0	0	0	0
3.9744	167.01	2.9429	0.043193	0.36899	0.26655	-0.0032569	-0.0006369	0.00098843	0	0	1	0	0	0	0	0	0	0	0
2.3792	99.976	1.7753	0.0023788	0.23185	0.28805	-0.00095087	0.00036445	-4.4857e-05	0	0	0	0	0	0	0	0	0	0	0
