onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.03	0.91899	3.62	Keifli	SkittlesSour4	54	52	0	y	2	1	1091.76
6.03	0.91899	7.32	ClickBisquit2	HispusimShatiah	51	47	0	b	2	0	788.77
9.03	0.91899	10.1	Kitkat	ChocolateParaCookies5	12	14	1	b	1	1	614.76
14	0.91899	15.2	ClickBlackWhite3	KashitSour	18	11	1	b	1	1	702.63
17	0.91899	18.2	Egozi	Hit	43	44	0	b	2	0	689.55
20	0.91899	21.1	Kitkat	KinderBuenoWhite2	12	8	1	b	1	1	556.49
34	0.91899	35.5	Shugi	ClickBalls5	10	9	1	y	1	0	925.37
38	0.91899	39.3	Egozi	BabyDoll	43	45	0	b	2	0	739.33
42	0.91899	43.5	Shugi	KinderBuenoWhite2	10	8	1	y	1	0	1004.25
45	0.91899	46.5	Hit	ClickBisquit2	44	51	1	y	2	0	958.19
48	0.91899	49.8	Cheetos	DoritosSourSpicy	46	53	0	y	2	1	1245.11
53	0.91899	54.3	Twist	SkittlesSour4	48	52	0	b	2	0	761.15
56	0.91899	57.6	BambaSweet	HispusimShatiah	49	47	0	b	2	0	1074.98
66	0.91899	67.2	Snickers	ClickBalls5	15	9	1	b	1	1	657.89
72	0.91899	73.7	BambaSweet	SkittlesSour4	49	52	0	b	2	0	1189.55
75	0.91899	76.6	Cheetos	Hit	46	44	0	y	2	1	1074.06
79	0.91899	80.5	Cheetos	HispusimShatiah	46	47	0	b	2	0	1017.43
84	0.91899	85.2	Mekupelet	KashitSour	13	11	1	b	1	1	711.68
91	0.91899	92.5	KinderBuenoWhite2	ChocolateParaMarir2	8	7	0	y	1	1	946.58
96	0.91899	97.2	Hit	Twist	44	48	1	y	2	0	692.57
99	0.91899	100	ChocolateParaMarir2	ChocolateParaCookies5	7	14	1	b	1	1	681.48
105	0.91899	107	ClickBalls5	Kitkat	9	12	0	b	1	0	1130.35
109	0.91899	111	Keifli	DoritosSourSpicy	54	53	0	y	2	1	1093.41
121	0.91899	123	KifkefMaklot2	Cheetos	50	46	1	b	2	1	991.2
124	0.91899	126	Shugi	KashitSour	10	11	1	b	1	1	1153.21
127	0.91899	128	DoritosSourSpicy	Egozi	53	43	1	y	2	0	829.11
131	0.91899	133	Shugi	ChocolateParaCookies5	10	14	1	y	1	0	1008.14
137	0.91899	138	ClickBlackWhite3	KinderBuenoWhite2	18	8	1	b	1	1	825.02
140	0.91899	141	Loacker	Snickers	17	15	0	y	1	1	810.92
149	0.91899	150	BabyDoll	Twist	45	48	1	y	2	0	853.82
153	0.91899	154	ChocolateParaMarir2	ClickBalls5	7	9	1	b	1	1	680.82
157	0.91899	158	PesekZman	Shugi	16	10	0	b	1	0	903.72
160	0.91899	161	Mekupelet	ChocolateParaCookies5	13	14	1	b	1	1	698.66
163	0.91899	164	Egozi	KifkefMaklot2	43	50	0	b	2	0	788.69
173	0.91899	175	BisliBbq	CrunchBisquitBrown3	55	6	0	y	4	1	1455.58
177	0.91899	179	BisliBbq	KinderBuenoBrown3	55	5	0	y	4	1	1012.11
185	0.91899	187	KinderBuenoWhite2	Mekupelet	8	13	0	y	1	1	1039.43
188	0.91899	189	DoritosSourSpicy	ClickBisquit2	53	51	1	y	2	0	938.37
