0	0	0	0.070269	0.16523	0.091699	0.00025304	-0.00067464	0.0021367	0	0
1.1389	33.62	0.97566	0.06544	0.1576	0.10367	9.663e-05	-0.00066155	0.0018725	0	0
1.0067	29.72	0.93248	0.065531	0.16904	0.10024	-0.00021719	-0.0010248	0.0018725	0	0
1.0655	31.454	0.96913	0.075412	0.13947	0.10928	-0.00021719	-0.00055294	0.0020501	0	0
1.3451	39.708	1.1288	0.05322	0.08352	0.039493	0.0015006	-0.00014739	0.0014116	0	0
1.3194	38.951	1.1207	0.037759	0.18275	0.090398	-6.3974e-06	-0.00059248	0.0011335	0	0
1.1833	34.932	1.0129	0.044496	0.16664	0.11077	-0.00025365	-0.00065645	0.0014135	0	0
1.1011	32.505	0.95779	0.044573	0.18523	0.10666	-0.00060243	-0.00089939	0.0015393	0	0
1.0993	32.453	0.97513	0.047389	0.16604	0.12397	-0.0003294	-0.00065645	0.0016721	0	0
1.2256	36.18	1.0473	0.065554	0.15289	0.086472	0.0010725	-0.0001458	0.0018317	0	0
1.2131	35.813	1.0418	0.052591	0.22008	0.13164	-5.1164e-05	-0.00096908	0.0018317	0	0
1.1023	32.54	0.97809	0.048806	0.1602	0.10667	0.00031081	-0.00059548	0.0012154	0	0
1.068	31.53	0.96607	0.051395	0.15815	0.11311	-0.00010643	-0.0005862	0.0012434	0	0
1.0159	29.991	0.9503	0.051425	0.20227	0.11804	0.00024027	-0.00065646	0.0013042	0	0
2.2795	67.293	1.9121	0.036428	-0.081736	-0.040043	0.0023387	-0.0012627	0.0017658	0	0
3.3395	98.587	2.7266	-0.009709	-0.785	-0.49591	0.0097933	0.0016116	0.0006865	1	0
2.8001	82.662	2.3401	-0.049044	-0.30584	-0.20536	0.0050739	4.7321e-05	-0.00032711	0	1
1.5691	46.321	1.3261	-0.015491	-0.14439	-0.11126	0.0032426	0.00078068	0.00024805	0	0
1.2865	37.979	1.1253	-0.0028997	-0.084582	-0.06128	0.0017689	0.00068963	-0.00021665	0	0
1.3586	40.107	1.1202	0.001533	-0.064709	-0.028664	0.00099323	0.0010029	-0.00029077	0	0
1.3205	38.984	1.1146	-0.035081	-0.033687	-0.007179	4.1806e-05	1.4032e-05	-9.5496e-05	0	0
1.1711	34.573	1.0421	0.0091184	-0.081875	0.011198	0.00014767	0.00085388	-9.5496e-05	0	0
1.103	32.562	0.96626	0.0091449	-0.055858	-0.0071818	-2.6397e-05	0.00075301	-9.5496e-05	0	0
1.0255	30.275	0.94908	0.020526	-0.058561	-0.0039712	0.00042651	0.00078084	6.5242e-05	0	0
0.99889	29.488	0.92004	0.024155	-0.080913	-0.020735	0.00040946	0.00094523	-9.5496e-05	0	0
1.3929	41.119	1.0988	-0.011749	-0.11535	-0.026236	0.00060006	-0.00061822	-9.5496e-05	0	0
1.7814	52.589	1.3683	-0.0179	-0.067065	-0.054552	0.0028808	0.00032131	-0.00082841	0	0
1.438	42.452	1.1936	-0.021192	0.027757	-0.028016	0.0010283	-0.00074837	-0.00038709	0	0
1.0631	31.385	0.97174	-0.0074324	-0.010111	-0.013116	0.00034215	-0.00066197	-0.00043277	0	0
1.0447	30.839	0.9518	-0.0074169	0.040661	-0.019022	-0.00030784	-0.00081383	-4.1967e-05	0	0
1.1157	32.937	0.96007	-0.0074163	-0.0010251	-0.0062527	-0.00045655	-0.00056383	-0.00028514	0	0
1.0801	31.886	0.9416	-0.0028329	-0.033265	-0.0071485	5.5846e-05	-0.00056383	-0.00043305	0	0
1.5361	45.348	1.2115	-0.0073598	-0.082474	-0.00017524	0.0017765	-0.0012171	-0.00029197	0	0
1.6297	48.11	1.2765	-0.0074434	0.098931	-0.0056583	-0.00084082	-0.001018	-0.00020086	0	0
1.162	34.303	1.0329	-0.0074233	0.026102	-0.00068737	-2.9852e-05	-0.00081383	-0.00043513	0	0
