0	0	0	-0.016438	0.062635	0.027932	1.6489e-05	-0.00062329	4.8534e-05
1.117	32.635	0.95851	-0.012913	0.064323	0.035091	-0.0001549	-0.0004308	-0.00014472
1.1115	32.474	0.99068	-0.006732	0.049094	0.053268	-0.00024858	-0.00080006	0.00010409
1.3343	38.984	1.1372	-0.019046	0.032125	-0.0041922	0.0019177	-0.00044446	-0.00035255
1.2373	36.149	1.0666	-0.015842	-0.017433	0.019613	0.0016497	-0.00041912	-0.00043712
1.0976	32.07	0.97602	-0.027725	0.019631	0.012082	0.0010128	-0.0006626	-0.00023685
1.0796	31.541	0.95811	-0.023753	-0.012858	0.029074	0.001066	-0.00060029	4.162e-05
1.0246	29.937	0.93381	-0.01902	-0.0033195	0.020686	0.00074381	-0.00051187	-0.00039945
1.0362	30.275	0.94125	-0.016413	-0.033604	0.028529	0.0012323	-0.0007419	-0.00026071
1.1058	32.307	0.97483	-0.023785	0.047765	0.011636	0.00054644	-0.00051187	-0.00023693
1.0766	31.455	0.96728	-0.0071627	-0.015827	0.022912	0.00094028	-0.00043215	-0.00038342
1.0373	30.308	0.95267	-0.018663	0.014639	0.016165	0.001685	-0.00051187	-0.00043594
1.1014	32.18	0.97515	-0.0021072	0.077333	0.028266	0.00029983	-0.00010135	-0.00011759
1.0379	30.324	0.95824	-0.0021713	0.019226	0.031503	0.001443	0.00012965	-0.0004399
1.074	31.379	0.97336	-0.0097535	0.071286	0.047458	7.6347e-05	-0.00026187	-0.00011695
1.0945	31.977	0.95873	0.0016561	0.050162	0.059331	0.00049036	0.00018063	-0.00038342
1.008	29.451	0.93869	-0.0038219	0.014876	0.038608	0.00090785	-0.00011284	-0.00046995
1.0238	29.913	0.93797	-0.0038469	0.050691	0.040495	0.00063621	0.00016861	-0.00038342
1.1244	32.852	0.9658	-0.0028043	-0.011214	0.031827	0.0011028	0.00010582	-0.00060188
1.176	34.36	1.0231	-0.007439	0.0065745	0.0197	-9.0916e-05	6.6808e-05	-0.00080636
1.1347	33.153	0.98976	-0.00067978	-0.0078642	-0.013571	0.00068966	-4.3426e-05	-0.00071056
1.1006	32.155	0.96763	-0.0025558	0.0023813	0.022129	0.00085855	-6.0807e-05	-0.00072035
1.059	30.942	0.95181	-0.0034478	0.010695	0.00049981	0.00072074	-0.00011219	-0.00073283
1.078	31.496	0.96622	0.0053937	0.046527	0.018067	0.00010867	-7.4836e-05	-0.00094146
1.6903	49.387	1.3895	0.013892	0.22113	0.090786	0.00051927	0.00085172	0.00064249
2.5252	73.778	1.9541	0.0072159	-0.077413	0.021776	0.00049773	-0.00086688	0.0015248
