onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.029486	0.9575	3.549813	Smarties	ChocolateParaCookies5	11	15	0	b	1	0	1029.81
6.030213	0.9575	7.666536	Popco	ChocolateParaCookies5	17	15	0	y	1	1	1140.08
13.03146	0.9575	14.65002	CrunchBisquitWhite2	Twist	6	56	1	b	4	1	1131.83
16.01655	0.9575	17.80007	Halva2	DoritosGrill	49	50	0	y	2	1	1282.75
21.01622	0.9575	22.93345	ChocolateParaMarir2	Shugi	52	46	1	b	2	1	1405.07
31.01788	0.9575	33.01854	Tapuchips	BisliOnion	43	44	0	x	2	NaN	NaN
34.02025	0.9575	35.60209	Popco	WerthersOriginal	17	18	0	b	1	0	1080.05
37.01891	0.9575	38.70272	SkittlesFruits2	Loacker	55	5	0	y	4	1	1179.38
46.02054	0.9575	47.45437	Smarties	BisliPizza3	11	10	0	b	1	0	926.75
49.02107	0.9575	50.38813	Taami	DoritosSourSpicy	54	53	0	y	2	1	862.23
59.02285	0.9575	60.35065	ChocolateParaCookies5	ClickBisquit2	15	8	1	b	1	1	819.44
64.0237	0.9575	65.80756	GumiWine2	Halva2	45	49	1	b	2	1	1281.6
69.02451	0.9575	70.66738	WerthersOriginal	Smarties	18	11	1	b	1	1	1138.77
77.02592	0.9575	78.52638	Halva2	BabyDoll	49	47	0	y	2	1	1000.37
84.02715	0.9575	85.62764	ClickBisquit2	ClickXLwhite4	8	13	0	b	1	0	1100.15
88.02789	0.9575	89.79485	ChocolateParaMilk3	Smarties	12	11	1	b	1	1	1263.41
91.02829	0.9575	93.02877	ChocolateParaMarir2	Mentos	52	48	1	x	2	NaN	NaN
96.02918	0.9575	97.67964	ClickXLwhite4	Cheetos	13	14	1	b	1	1	1149.12
99.02979	0.9575	100.5675	BisliOnion	Mentos	44	48	1	b	2	1	1038.5
107.0312	0.9575	108.5846	DoritosGrill	Mentos	50	48	1	b	2	1	1063.12
113.0178	0.9575	114.4847	Taami	DoritosGrill	54	50	0	y	2	1	961.45
118.0179	0.9575	119.7347	Tapuchips	DoritosSourSpicy	43	53	0	b	2	0	1218.41
123.018	0.9575	124.5847	ChocolateParaMarir2	DoritosNatural	52	51	1	y	2	0	1063.33
126.0179	0.9575	128.0183	ChocolateParaMilk3	ClickBisquit2	12	8	1	x	1	NaN	NaN
140.0223	0.9575	141.4539	WerthersOriginal	HispusimShatiah	18	16	1	b	1	1	930.04
143.0207	0.9575	144.7046	DoritosNatural	DoritosSourSpicy	51	53	0	b	2	0	1178.61
147.0214	0.9575	148.6386	GumiWine2	Shugi	45	46	1	b	2	1	1118.89
151.0221	0.9575	152.8058	Cheetos	BisliPizza3	14	10	0	b	1	0	1275.25
154.0227	0.9575	155.673	BisliPizza3	Popco	10	17	1	b	1	1	1151.56
157.0231	0.9575	158.557	Bounty	ChocolateParaCookies5	9	15	0	y	1	1	1031.21
163.0242	0.9575	164.6746	Bounty	ClickXLwhite4	9	13	0	y	1	1	1146.12
169.0252	0.9575	170.7757	WerthersOriginal	Cheetos	18	14	1	y	1	0	1247.07
172.0258	0.9575	173.6021	BisliPizza3	Bounty	10	9	1	y	1	0	1071.51
175.0263	0.9575	176.5187	Taami	BabyDoll	54	47	0	y	2	1	991.03
179.0269	0.9575	180.8187	Taami	GumiWine2	54	45	0	y	2	1	1288.37
182.0275	0.9575	183.6021	Mentos	BabyDoll	48	47	0	y	2	1	1072.85
185.0281	0.9575	186.4951	CrunchBisquitBrown3	HispusimShatiah	7	16	1	b	1	1	969.24
188.0285	0.9575	189.9023	BabyDoll	DoritosNatural	47	51	1	y	2	0	1378.82
