onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.02152	0.91899	3.39801	ClickXLwhite4	Mekupelet	15	16	1	y	1	0	881.04
6.022204	0.91899	7.639464	BabyDoll	GumiSnakes3	44	46	1	b	2	1	1122.35
9.022969	0.91899	10.34828	BambaSweet	KashitSour	52	48	1	y	2	0	830.59
14.01452	0.91899	15.46502	BambaNugat	HispusimShatiah	53	49	1	y	2	0	947.04
17.01476	0.91899	18.33154	DoritosGrill	Popco	12	8	1	y	1	0	816.8
20.01483	0.91899	21.71476	BisliOnion	BambaNugat	43	53	0	b	2	0	1200.72
34.01506	0.91899	35.44865	GumiSnakes3	CrunchShokoVanil	46	45	0	y	2	1	929.49
38.01502	0.91899	39.78193	CrunchShokoVanil	BisliOnion	45	43	1	b	2	1	1263.51
42.01518	0.91899	43.31258	Twix	KinderBuenoBrown3	7	9	1	y	1	0	789.37
45.01521	0.91899	46.64878	Mars	Twist	6	56	1	y	4	0	1138.35
48.01517	0.91899	49.28196	Egozi	CrunchShokoVanil	54	45	0	y	2	1	768.38
53.01524	0.91899	54.33212	Twix	Popco	7	8	1	y	1	0	810.32
56.0153	0.91899	57.5321	Loacker	ClickXLbrown4	11	13	0	y	1	1	1014.25
66.01879	0.91899	67.43233	Tictac	BambaSweet	51	52	0	b	2	0	909.76
72.01959	0.91899	73.63435	GumiSnakes3	GumiWine2	46	47	0	b	2	0	1115.97
75.01786	0.91899	76.35157	Popco	ClickXLbrown4	8	13	0	b	1	0	834.71
79.01854	0.91899	80.46884	ClickXLwhite4	KifkefMaklot2	15	17	1	y	1	0	957.01
84.01927	0.91899	85.40311	KifkefMaklot2	DoritosNatural	17	10	0	b	1	0	880.28
91.02061	0.91899	92.55441	Egozi	BabyDoll	54	44	0	b	2	0	1035.96
96.02147	0.91899	97.58866	Mekupelet	DoritosNatural	16	10	0	b	1	0	1068.08
99.02194	0.91899	100.4556	DoritosSourSpicy	Tictac	50	51	1	b	2	1	942.61
105.023	0.91899	106.6163	KashitSour	BambaNugat	48	53	0	b	2	0	1098.6
109.0161	0.91899	110.6163	Bamba	Twix	14	7	0	b	1	0	1093.45
121.0162	0.91899	122.4663	Mars	Tapuchips	6	55	1	b	4	1	952.33
124.0263	0.91899	125.4101	DoritosGrill	KinderBuenoBrown3	12	9	1	y	1	0	887.29
127.0163	0.91899	128.8498	GumiWine2	KashitSour	47	48	1	y	2	0	1334.33
131.0163	0.91899	132.3332	Popco	ClickBisquit2	8	18	0	b	1	0	813.22
137.0164	0.91899	138.4833	Tictac	GumiWine2	51	47	0	b	2	0	963.18
140.0164	0.91899	141.4629	Mekupelet	ClickXLbrown4	16	13	0	b	1	0	941.11
149.0166	0.91899	150.3335	BambaSweet	Egozi	52	54	1	y	2	0	823.94
153.0166	0.91899	154.7502	BisliOnion	DoritosSourSpicy	43	50	0	b	2	0	1237.95
157.0167	0.91899	158.6002	Twix	Loacker	7	11	1	b	1	1	1077.91
160.0191	0.91899	161.6836	DoritosNatural	Loacker	10	11	1	b	1	1	1167.42
163.0167	0.91899	164.3671	BambaNugat	Egozi	53	54	1	y	2	0	856.86
173.0182	0.91899	174.502	HispusimShatiah	CrunchShokoVanil	49	45	0	y	2	1	986.39
177.0189	0.91899	178.586	Loacker	ClickBisquit2	11	18	0	y	1	1	1068.64
185.0203	0.91899	186.4374	DoritosNatural	Bamba	10	14	1	y	1	0	922.28
188.023	0.91899	189.3044	Popco	ClickXLwhite4	8	15	0	b	1	0	789.57
