onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.015934	0.9575	3.416264	SkittlesFruits2	BisliBbq	46	50	0	b	2	0	893.26
5.015991	0.9575	6.332933	Loacker	KinderJoy	18	8	1	y	1	0	809.2
8.016285	0.9575	9.450097	Bamba	ClickBalls5	12	14	1	y	1	0	919.9
13.0172	0.9575	14.26772	SkittlesSour4	PesekZman	51	52	0	b	2	0	740.99
18.02026	0.9575	19.35186	ClickXLwhite4	Loacker	16	18	0	b	1	0	823.93
25.01928	0.9575	26.43645	KinderBuenoWhite2	CrunchBisquitBrown3	10	17	1	b	1	1	909.91
29.02003	0.9575	30.28714	Bamba	ChocolateParaCookies5	12	11	1	y	1	0	766.16
32.02032	0.9575	33.23326	CrunchBisquitWhite2	KinderJoy	15	8	1	y	1	0	702.87
39.02171	0.9575	40.25554	ClickBisquit2	KinderJoy	13	8	1	b	1	1	729.48
43.02249	0.9575	44.33961	Twist	ChocolateParaSucariotKoftzot2	45	43	1	y	2	0	808.71
46.02299	0.9575	47.30673	Cheetos	BambaSweet	53	48	1	y	2	0	779.2
50.02369	0.9575	51.45015	SkittlesFruits2	Cheetos	46	53	0	b	2	0	921.5
54.02441	0.9575	55.27478	ClickXLwhite4	ClickBisquit2	16	13	0	b	1	0	749.78
59.02527	0.9575	60.71686	Popco	Cheetos	54	53	0	b	2	0	1187.91
63.02593	0.9575	64.50978	Tapuchips	Tortit	55	5	0	y	4	1	980.26
67.02666	0.9575	68.5271	Mekupelet	CrunchBisquitBrown3	7	17	1	y	1	0	1000.52
70.02717	0.9575	71.23372	CrunchBisquitBrown3	ClickBisquit2	17	13	0	y	1	1	709.02
80.02894	0.9575	81.40045	KinderJoy	Mekupelet	8	7	0	b	1	0	878.25
84.02955	0.9575	85.21346	ChocolateParaCookies5	Mekupelet	11	7	0	b	1	0	683.64
87.03005	0.9575	88.31738	CrunchBisquitWhite2	CrunchBisquitBrown3	15	17	1	b	1	1	796.14
90.03061	0.9575	91.28095	Mekupelet	ClickXLwhite4	7	16	1	y	1	0	751.59
94.01726	0.9575	95.26741	BambaSweet	Twist	48	45	0	b	2	0	740.94
100.0172	0.9575	101.3174	Popco	PesekZman	54	52	0	b	2	0	791.95
103.0173	0.9575	104.5676	SkittlesSour4	Twist	51	45	0	b	2	0	1041.88
106.0173	0.9575	107.3674	CrunchBisquitWhite2	ClickXLwhite4	15	16	1	y	1	0	843.87
110.0174	0.9575	111.2678	BisliBbq	Popco	50	54	1	y	2	0	739.81
113.018	0.9575	114.8352	BambaSweet	Mentos	48	44	0	b	2	0	1313.19
116.0184	0.9575	117.4523	ChocolateParaSucariotKoftzot2	BisliBbq	43	50	0	b	2	0	926.76
130.0215	0.9575	131.5214	Tortit	BabyDoll	5	56	1	b	4	1	993.74
140.0227	0.9575	141.6398	Popco	Twist	54	45	0	b	2	0	1117.54
146.0237	0.9575	147.6743	Mekupelet	Taami	7	9	1	y	1	0	1145.51
150.0244	0.9575	151.4749	Tictac	ChocolateParaMarir2	49	47	0	b	2	0	944.82
156.0254	0.9575	157.6183	BambaSweet	BisliBbq	48	50	0	b	2	0	1091.75
160.0261	0.9575	161.8515	Mentos	SkittlesFruits2	44	46	1	b	2	1	1327.05
166.0272	0.9575	167.5108	Mekupelet	ClickBalls5	7	14	1	y	1	0	984.02
178.0292	0.9575	179.4464	Popco	Mentos	54	44	0	b	2	0	916
181.0297	0.9575	182.4017	KinderBuenoWhite2	ClickBalls5	10	14	1	b	1	1	877.49
188.031	0.9575	189.2351	Twist	SkittlesFruits2	45	46	1	y	2	0	717.17
