onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
577.7749	1	578.7929	BambaNugat	46	0	0	NaN	NaN
579.7772	1	580.7948	Taami	16	0	1	NaN	NaN
583.7648	1	584.7829	Hit	5	0	1	NaN	NaN
586.7683	1	587.7867	GumiWine2	41	0	0	NaN	NaN
588.7705	1	589.8076	ClickBisquit2	15	1	1	616.7414	953.6113
591.7739	1	592.81	Bounty	53	1	0	616.727	999.146
595.7785	1	596.8128	Loacker	18	1	1	633.3801	1022.394
599.766	1	600.8031	Snickers	44	1	0	633.3858	1107.445
601.7685	1	602.7877	DoritosSourSpicy	9	0	1	NaN	NaN
606.7741	1	607.7924	Mentos	57	0	0	NaN	NaN
608.7763	1	609.7943	Smarties	49	0	0	NaN	NaN
610.7786	1	611.7972	WerthersOriginal	51	0	0	NaN	NaN
616.7686	1	617.7876	Shugi	39	0	0	NaN	NaN
618.7708	1	619.8079	BisliOnion	45	1	0	583.3829	879.7302
620.7731	1	621.81	Egozi	50	1	0	600.0471	1048.766
622.7755	1	623.7948	KifkefMaklot2	8	0	1	NaN	NaN
626.7798	1	627.7978	DoritosNatural	42	0	0	NaN	NaN
630.7677	1	631.804	Halva2	13	1	1	583.3956	954.6182
633.771	1	634.7896	Tictac	58	0	0	NaN	NaN
637.7756	1	638.7938	SkittlesFruits2	22	0	1	NaN	NaN
640.7789	1	641.7971	GumiSnakes3	21	0	1	NaN	NaN
642.7642	1	643.7823	Bamba	55	0	0	NaN	NaN
646.7689	1	647.7872	CrunchBisquitWhite2	3	0	1	NaN	NaN
648.7712	1	649.8079	ChocolateParaCookies5	10	1	1	600.0497	985.7301
650.7734	1	651.793	Mars	17	0	1	NaN	NaN
654.7778	1	655.7961	DoritosGrill	4	0	1	NaN	NaN
656.7802	1	657.8146	CrunchShokoVanil	52	1	0	550.1003	942.1123
660.7679	1	661.8042	Tapuchips	12	1	1	616.7212	959.5639
664.7724	1	665.7919	Keifli	14	0	1	NaN	NaN
667.7757	1	668.7941	KinderBuenoWhite2	19	0	1	NaN	NaN
673.7658	1	674.7844	BagaleShtuhim	48	0	0	NaN	NaN
675.7681	1	676.8041	Apropo	7	1	1	633.3765	1001.464
679.7725	1	680.7906	BisliGrill	43	0	0	NaN	NaN
681.7748	1	682.7928	HispusimShatiah	20	0	1	NaN	NaN
683.777	1	684.8113	Mekupelet	47	1	0	566.7756	957.7962
685.7792	1	686.7975	PesekZman	54	0	0	NaN	NaN
690.7682	1	691.7862	ChocolateParaSucariotKoftzot2	11	0	1	NaN	NaN
692.7704	1	693.7886	ClickXLwhite4	40	0	0	NaN	NaN
694.7726	1	695.7909	Twist	56	0	0	NaN	NaN
697.776	1	698.795	Popco	6	0	1	NaN	NaN
