onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1000.46	1	1001.479	ClickBisquit2	5	0	1	NaN	NaN
1003.463	1	1004.499	Bamba	15	1	1	483.4044	915.8618
1007.467	1	1008.485	ChocolateParaMilk3	17	0	1	NaN	NaN
1009.453	1	1010.471	KinderBuenoWhite2	19	0	1	NaN	NaN
1011.455	1	1012.49	BagaleShtuhim	45	1	0	416.732	835.4759
1015.46	1	1016.477	GumiSnakes3	16	0	1	NaN	NaN
1017.462	1	1018.48	Twist	56	0	0	NaN	NaN
1022.468	1	1023.503	ChocolateParaSucariotKoftzot2	12	1	1	500.0529	911.1873
1024.453	1	1025.488	BisliBbq	53	1	0	433.3772	797.9554
1027.456	1	1028.474	ClickXLbrown4	6	0	1	NaN	NaN
1030.46	1	1031.478	BisliPizza3	51	0	0	NaN	NaN
1034.464	1	1035.482	KinderBuenoBrown3	8	0	1	NaN	NaN
1037.468	1	1038.503	SkittlesSour4	10	1	1	516.7106	903.0739
1039.453	1	1040.471	HispusimShatiah	42	0	0	NaN	NaN
1042.457	1	1043.493	Taami	13	1	1	533.3747	994.2296
1046.461	1	1047.497	CrunchBisquitBrown3	18	1	1	550.0448	949.6575
1049.465	1	1050.501	Cheetos	44	1	0	450.0668	938.2362
1051.467	1	1052.485	Bounty	58	0	0	NaN	NaN
1053.452	1	1054.47	Snickers	4	0	1	NaN	NaN
1058.458	1	1059.476	ClickXLwhite4	11	0	1	NaN	NaN
1062.462	1	1063.48	ClickBalls5	22	0	1	NaN	NaN
1066.467	1	1067.485	DoritosNatural	41	0	0	NaN	NaN
1072.457	1	1073.475	ChocolateParaMarir2	20	0	1	NaN	NaN
1074.459	1	1075.477	Mentos	43	0	0	NaN	NaN
1076.461	1	1077.479	Halva2	39	0	0	NaN	NaN
1078.464	1	1079.481	DoritosSourSpicy	3	0	1	NaN	NaN
1080.466	1	1081.484	Keifli	54	0	0	NaN	NaN
1084.454	1	1085.472	KifkefMaklot2	21	0	1	NaN	NaN
1086.456	1	1087.474	BisliOnion	57	0	0	NaN	NaN
1090.46	1	1091.478	Hit	14	0	1	NaN	NaN
1092.463	1	1093.497	Mars	7	1	1	566.7165	1115.912
1094.465	1	1095.484	Loacker	46	0	0	NaN	NaN
1096.467	1	1097.504	HappyHippo	47	1	0	466.7143	895.477
1101.456	1	1102.474	Tictac	49	0	0	NaN	NaN
1103.458	1	1104.476	Tortit	55	0	0	NaN	NaN
1105.461	1	1106.479	Egozi	48	0	0	NaN	NaN
1108.464	1	1109.498	BambaNugat	50	1	0	483.3732	1138.819
1115.455	1	1116.475	Shugi	40	0	0	NaN	NaN
1119.46	1	1120.494	GumiWine2	52	1	0	433.3829	1295.056
1126.467	1	1127.487	Kitkat	9	0	1	NaN	NaN
