onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1669.088	1	1670.105	SkittlesFruits2	55	0	0	NaN	NaN
1672.091	1	1673.109	ClickBlackWhite3	4	0	1	NaN	NaN
1676.079	1	1677.097	Twist	56	0	0	NaN	NaN
1678.081	1	1679.099	ChocolateParaSucariotKoftzot2	40	0	0	NaN	NaN
1680.083	1	1681.101	Halva2	49	0	0	NaN	NaN
1684.088	1	1685.105	BisliBbq	57	0	0	NaN	NaN
1686.09	1	1687.125	CrunchBisquitBrown3	7	1	1	716.736	1009.348
1691.079	1	1692.116	BabyDoll	47	1	0	716.7336	980.3296
1693.081	1	1694.099	BagaleShtuhim	39	0	0	NaN	NaN
1696.084	1	1697.121	ChocolateParaMilk3	12	1	1	666.718	918.8329
1699.088	1	1700.106	SkittlesSour4	58	0	0	NaN	NaN
1703.075	1	1704.093	CrunchBisquitWhite2	6	0	1	NaN	NaN
1706.079	1	1707.097	Mentos	48	0	0	NaN	NaN
1708.081	1	1709.116	BisliPizza3	10	1	1	683.3815	929.9946
1711.085	1	1712.102	Loacker	5	0	1	NaN	NaN
1715.089	1	1716.124	GumiWine2	45	1	0	733.3867	930.1433
1718.075	1	1719.094	Popco	17	0	1	NaN	NaN
1720.078	1	1721.096	Keifli	3	0	1	NaN	NaN
1722.08	1	1723.098	Apropo	22	0	1	NaN	NaN
1727.086	1	1728.122	ClickXLwhite4	13	1	1	700.0548	925.4015
1731.09	1	1732.108	HispusimShatiah	16	0	1	NaN	NaN
1735.078	1	1736.114	DoritosGrill	50	1	0	750.0497	964.9765
1741.085	1	1742.103	ClickXLbrown4	19	0	1	NaN	NaN
1743.087	1	1744.105	ClickBalls5	20	0	1	NaN	NaN
1745.089	1	1746.107	Smarties	11	0	1	NaN	NaN
1747.075	1	1748.093	Cheetos	14	0	1	NaN	NaN
1749.077	1	1750.095	Tapuchips	43	0	0	NaN	NaN
1753.082	1	1754.116	DoritosSourSpicy	53	1	0	766.7193	1041.494
1755.084	1	1756.12	WerthersOriginal	18	1	1	716.7155	967.313
1759.088	1	1760.106	Mars	42	0	0	NaN	NaN
1761.074	1	1762.127	ChocolateParaMarir2	52	1	0	716.7175	921.7769
1763.076	1	1764.094	Bounty	9	0	1	NaN	NaN
1765.078	1	1766.115	ChocolateParaCookies5	15	1	1	733.3811	988.7244
1770.084	1	1771.102	KinderJoy	41	0	0	NaN	NaN
1772.086	1	1773.104	Kitkat	21	0	1	NaN	NaN
1774.089	1	1775.106	Shugi	46	0	0	NaN	NaN
1777.075	1	1778.093	Taami	54	0	0	NaN	NaN
1784.083	1	1785.101	ClickBisquit2	8	0	1	NaN	NaN
1788.088	1	1789.105	DoritosNatural	51	0	0	NaN	NaN
1795.079	1	1796.115	BisliOnion	44	1	0	733.3763	964.4948
