onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.022356	0.9575	3.539125	BambaNugat	GumiSnakes3	52	43	0	b	2	0	1016.87
6.02236	0.9575	7.339275	Twist	ClickBalls5	46	45	1	y	2	0	820.88
9.022349	0.9575	10.41567	KinderBuenoBrown3	ChocolateParaSucariotKoftzot2	18	8	0	y	1	1	894.88
14.02247	0.9575	15.43938	BambaNugat	Twist	52	46	0	b	2	0	918.76
17.02247	0.9575	18.33948	BisliGrill	GumiSnakes3	47	43	0	b	2	0	821.76
20.02255	0.9575	21.38946	Taami	HappyHippo	11	10	1	b	1	1	867.71
34.02274	0.9575	35.45631	Mekupelet	ChocolateParaSucariotKoftzot2	13	8	0	y	1	1	943.51
38.02282	0.9575	39.50646	ClickBalls5	BabyDoll	45	54	0	b	2	0	987.42
42.02285	0.9575	43.67306	Egozi	SkittlesSour4	49	50	1	b	2	1	1162.37
45.02289	0.9575	46.35658	Smarties	Snickers	55	5	0	y	4	1	846.35
48.02294	0.9575	49.35651	ClickXLbrown4	HappyHippo	14	10	1	b	1	1	833.29
53.02299	0.9575	54.42348	BabyDoll	BisliGrill	54	47	1	y	2	0	903.25
56.02345	0.9575	57.39047	SkittlesSour4	GumiSnakes3	50	43	0	b	2	0	875.78
66.02322	0.9575	67.20905	KinderJoy	Taami	12	11	0	y	1	1	698.02
72.02327	0.9575	73.31005	ChocolateParaSucariotKoftzot2	Twix	8	15	1	b	1	1	787.96
75.01015	0.9575	76.34016	KinderBuenoBrown3	KinderBuenoWhite2	18	17	0	y	1	1	819.08
79.02336	0.9575	80.42795	ClickBalls5	Tortit	45	48	0	b	2	0	909.87
84.0234	0.9575	85.26216	KinderJoy	ChocolateParaSucariotKoftzot2	12	8	0	y	1	1	748.82
91.02349	0.9575	92.9968	ClickBalls5	Egozi	45	49	0	b	2	0	1478.74
96.02364	0.9575	97.25717	Mekupelet	KifkefMaklot2	13	9	0	y	1	1	733.6
99.02369	0.9575	100.4147	Mentos	BambaNugat	51	52	1	y	2	0	898.53
105.0238	0.9575	106.3992	BagaleShtuhim	HappyHippo	16	10	1	b	1	1	879.48
109.0237	0.9575	110.3165	BagaleShtuhim	KinderJoy	16	12	1	b	1	1	794.5
121.0239	0.9575	122.6575	KinderBuenoWhite2	ChocolateParaMilk3	17	7	1	y	1	0	1143.35
124.024	0.9575	125.3241	KifkefMaklot2	KinderBuenoBrown3	9	18	1	b	1	1	810.27
127.024	0.9575	128.5409	Tortit	BisliGrill	48	47	1	y	2	0	1026.23
131.0241	0.9575	132.3409	Twist	Halva2	46	53	1	b	2	1	820.14
137.0209	0.9575	138.6244	SkittlesSour4	Twist	50	46	0	y	2	1	1111.33
140.0242	0.9575	141.4244	ChocolateParaSucariotKoftzot2	HappyHippo	8	10	1	b	1	1	913.06
149.023	0.9575	150.9241	Halva2	GumiSnakes3	53	43	0	b	2	0	1415.23
153.0243	0.9575	154.6079	ClickBisquit2	Smarties	6	55	1	b	4	1	1086.9
157.0244	0.9575	158.6415	Halva2	BabyDoll	53	54	0	b	2	0	1130.86
160.0244	0.9575	161.3419	Taami	Twix	11	15	1	b	1	1	825.79
163.0085	0.9575	164.6925	Egozi	WerthersOriginal	49	44	1	b	2	1	1168.75
173.0105	0.9575	174.6277	BisliGrill	Mentos	47	51	0	b	2	0	1107.74
177.0112	0.9575	178.6415	ChocolateParaMilk3	BagaleShtuhim	7	16	0	y	1	1	1117.98
185.0126	0.9575	186.7463	KinderBuenoWhite2	Twix	17	15	1	b	1	1	1227.63
188.0248	0.9575	189.4803	Taami	Mekupelet	11	13	1	b	1	1	961.47
