onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.014017	0.91899	3.79788	DoritosNatural	ChocolateParaMarir2	51	52	0	b	2	0	1276.17
9.015184	0.91899	10.47333	DoritosSourSpicy	DoritosNatural	53	51	1	y	2	0	954.97
22.01754	0.91899	23.4345	Tapuchips	BabyDoll	43	47	0	b	2	0	912.61
26.02318	0.91899	27.4734	Smarties	CrunchBisquitBrown3	11	7	0	y	1	1	956.97
31.01908	0.91899	32.39028	SkittlesFruits2	Loacker	55	5	0	y	4	1	879.08
34.02335	0.91899	35.44009	BisliOnion	Mentos	44	48	1	b	2	1	917.8
39.02045	0.91899	40.32365	Taami	ChocolateParaMarir2	54	52	0	y	2	1	810.71
43.02117	0.91899	44.72371	Tapuchips	DoritosGrill	43	50	0	b	2	0	1205.99
52.02274	0.91899	53.75714	Shugi	GumiWine2	46	45	0	b	2	0	1236.4
57.00674	0.91899	58.44063	BisliPizza3	Popco	10	17	1	b	1	1	923.42
61.00766	0.91899	62.42485	Mentos	DoritosGrill	48	50	0	y	2	1	914.5
68.00893	0.91899	69.44273	BisliOnion	Taami	44	54	1	b	2	1	928.22
72.00953	0.91899	73.7935	Bounty	CrunchBisquitBrown3	9	7	0	y	1	1	1283.63
78.01061	0.91899	79.47779	CrunchBisquitBrown3	ClickBisquit2	7	8	1	b	1	1	955.54
83.01148	0.91899	84.4953	ChocolateParaMilk3	Popco	12	17	1	b	1	1	981.68
87.01217	0.91899	88.51272	ClickXLwhite4	Popco	13	17	1	b	1	1	995.01
90.02415	0.91899	91.84648	Bounty	BisliPizza3	9	10	0	y	1	1	1324.01
93.01318	0.91899	94.70779	Taami	BabyDoll	54	47	0	y	2	1	1187.97
97.01391	0.91899	98.46437	HispusimShatiah	BisliPizza3	16	10	0	y	1	1	944.25
110.0162	0.91899	111.558	DoritosSourSpicy	Tapuchips	53	43	1	b	2	1	1043.95
114.0169	0.91899	115.4247	HispusimShatiah	ChocolateParaCookies5	16	15	0	y	1	1	911.29
117.0174	0.91899	118.6346	Halva2	BabyDoll	49	47	0	y	2	1	1116.7
122.0183	0.91899	123.3746	Shugi	DoritosSourSpicy	46	53	0	b	2	0	856.88
125.0188	0.91899	126.3247	ChocolateParaMilk3	HispusimShatiah	12	16	1	b	1	1	805.36
129.0195	0.91899	130.3249	DoritosGrill	DoritosNatural	50	51	1	b	2	1	812.65
135.0205	0.91899	136.2416	Mentos	GumiWine2	48	45	0	y	2	1	725.62
138.0211	0.91899	139.5714	BisliOnion	DoritosNatural	44	51	1	b	2	1	1050.07
142.0217	0.91899	143.4055	WerthersOriginal	Smarties	18	11	1	b	1	1	885.45
147.0083	0.91899	148.3418	ChocolateParaCookies5	Smarties	15	11	1	b	1	1	827.89
151.0083	0.91899	152.3905	HispusimShatiah	WerthersOriginal	16	18	0	y	1	1	868.84
163.0088	0.91899	164.4258	GumiWine2	Halva2	45	49	1	y	2	0	918.34
169.0097	0.91899	170.6437	Mentos	BabyDoll	48	47	0	y	2	1	1130.43
172.0134	0.91899	173.6941	CrunchBisquitWhite2	Twist	6	56	1	b	4	1	1177.71
176.0127	0.91899	177.6754	ClickXLwhite4	ClickBisquit2	13	8	1	y	1	0	1153.4
179.0115	0.91899	180.5922	ChocolateParaMilk3	ClickBisquit2	12	8	1	y	1	0	1070.62
182.0152	0.91899	183.5459	Cheetos	WerthersOriginal	14	18	0	b	1	0	1030.92
185.0126	0.91899	186.363	ClickXLwhite4	Bounty	13	9	1	b	1	1	851.58
188.0146	0.91899	189.2801	ChocolateParaCookies5	Cheetos	15	14	1	b	1	1	764.57
