onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
2418.741	1	2419.761	GumiSnakes3	48	0	0	NaN	NaN
2423.73	1	2424.748	Mekupelet	19	0	1	NaN	NaN
2425.732	1	2426.752	BisliPizza3	4	0	1	NaN	NaN
2427.734	1	2428.754	BisliGrill	14	0	1	NaN	NaN
2433.741	1	2434.778	ClickBlackWhite3	18	1	1	850.068	1110.097
2435.726	1	2436.744	WerthersOriginal	46	0	0	NaN	NaN
2438.73	1	2439.75	Shugi	58	0	0	NaN	NaN
2440.732	1	2441.753	ClickBalls5	9	0	1	NaN	NaN
2444.737	1	2445.754	KifkefMaklot2	54	0	0	NaN	NaN
2446.739	1	2447.759	Twix	17	0	1	NaN	NaN
2451.728	1	2452.764	HappyHippo	52	1	0	783.4006	787.5106
2458.736	1	2459.772	PesekZman	12	1	1	800.0435	939.3999
2460.738	1	2461.756	ClickBisquit2	11	0	1	NaN	NaN
2463.741	1	2464.761	Bounty	20	0	1	NaN	NaN
2466.728	1	2467.746	HispusimShatiah	39	0	0	NaN	NaN
2470.733	1	2471.769	BisliOnion	7	1	1	816.7211	854.6325
2474.737	1	2475.755	Egozi	42	0	0	NaN	NaN
2478.742	1	2479.759	Kitkat	5	0	1	NaN	NaN
2481.728	1	2482.765	BambaSweet	53	1	0	800.057	874.7717
2487.735	1	2488.753	Twist	21	0	1	NaN	NaN
2489.737	1	2490.757	DoritosSourSpicy	51	0	0	NaN	NaN
2492.741	1	2493.761	BambaNugat	22	0	1	NaN	NaN
2494.743	1	2495.78	Mentos	50	1	0	816.7088	740.3478
2496.729	1	2497.764	CrunchBisquitWhite2	15	1	1	833.3834	810.7194
2498.731	1	2499.768	ClickXLbrown4	10	1	1	850.0536	680.5348
2501.734	1	2502.77	ChocolateParaSucariotKoftzot2	13	1	1	866.7155	757.1794
2505.738	1	2506.759	CrunchBisquitBrown3	49	0	0	NaN	NaN
2507.741	1	2508.759	Hit	3	0	1	NaN	NaN
2509.726	1	2510.761	KashitSour	47	1	0	833.3797	973.0967
2511.729	1	2512.749	BabyDoll	41	0	0	NaN	NaN
2513.731	1	2514.75	Bamba	6	0	1	NaN	NaN
2515.733	1	2516.753	Tapuchips	43	0	0	NaN	NaN
2519.738	1	2520.758	BisliBbq	8	0	1	NaN	NaN
2523.742	1	2524.778	ChocolateParaMilk3	44	1	0	850.0527	1189.122
2525.727	1	2526.763	Tortit	45	1	0	800.0483	1107.952
2527.73	1	2528.748	SkittlesSour4	40	0	0	NaN	NaN
2529.732	1	2530.752	Cheetos	55	0	0	NaN	NaN
2531.734	1	2532.755	KinderBuenoBrown3	16	0	1	NaN	NaN
2537.741	1	2538.762	Smarties	56	0	0	NaN	NaN
2539.726	1	2540.747	KinderJoy	57	0	0	NaN	NaN
