onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.010901	0.91899	3.528772	KifkefMaklot2	BambaSweet	54	53	0	b	2	0	1015.36
6.01108	0.91899	7.677835	ClickBalls5	ClickBlackWhite3	9	18	0	b	1	0	1168.18
13.01107	0.91899	14.41126	Tortit	Tapuchips	45	43	1	y	2	0	894.19
16.01122	0.91899	17.57802	KifkefMaklot2	ChocolateParaMilk3	54	44	0	y	2	1	1058.06
21.01126	0.91899	22.39466	ChocolateParaMilk3	DoritosSourSpicy	44	51	1	b	2	1	874
31.01215	0.91899	32.51252	CrunchBisquitBrown3	Mentos	49	50	0	b	2	0	994.14
34.01266	0.91899	35.9132	CrunchBisquitWhite2	BisliBbq	15	8	1	y	1	0	1402.62
37.01312	0.91899	38.86366	Mentos	WerthersOriginal	50	46	1	y	2	0	1348.17
46.01476	0.91899	47.49849	KinderBuenoBrown3	ChocolateParaSucariotKoftzot2	16	13	0	y	1	1	982.52
49.01535	0.91899	50.54508	BisliBbq	BisliOnion	8	7	0	y	1	1	1025.91
59.01703	0.91899	60.46735	Bamba	Cheetos	6	55	1	b	4	1	957.23
64.01785	0.91899	65.8517	ClickXLbrown4	BisliBbq	10	8	1	y	1	0	1336.42
69.01884	0.91899	70.46213	ChocolateParaSucariotKoftzot2	BisliGrill	13	14	1	y	1	0	947.38
77.0202	0.91899	78.42883	Cheetos	Kitkat	55	5	0	y	4	1	916.07
84.01216	0.91899	85.32891	BambaSweet	WerthersOriginal	53	46	1	b	2	1	817.1
88.01221	0.91899	89.77254	HappyHippo	KifkefMaklot2	52	54	1	y	2	0	1254.05
91.0123	0.91899	92.61241	PesekZman	ClickBalls5	12	9	1	y	1	0	1095.97
96.0123	0.91899	97.37387	GumiSnakes3	ChocolateParaMilk3	48	44	0	y	2	1	855.97
99.01237	0.91899	101.0125	GumiSnakes3	HappyHippo	48	52	0	x	2	NaN	NaN
107.0125	0.91899	108.2626	BisliOnion	Twix	7	17	1	b	1	1	749.74
113.0126	0.91899	114.5627	BisliOnion	ClickBalls5	7	9	1	b	1	1	1045.72
118.0127	0.91899	119.6961	Twix	ClickBlackWhite3	17	18	0	b	1	0	1186.61
123.0127	0.91899	124.4461	ClickBlackWhite3	ClickBisquit2	18	11	1	y	1	0	938.58
126.0127	0.91899	127.3796	Tapuchips	Mentos	43	50	0	b	2	0	873.54
140.0145	0.91899	141.3649	ClickBisquit2	PesekZman	11	12	0	b	1	0	849.73
143.0151	0.91899	144.3487	GumiSnakes3	Tortit	48	45	0	y	2	1	833.22
147.0157	0.91899	148.3495	KifkefMaklot2	Mentos	54	50	0	b	2	0	830.6
151.0165	0.91899	152.2001	BisliOnion	KinderBuenoBrown3	7	16	1	b	1	1	690.8
154.0167	0.91899	155.534	Tortit	CrunchBisquitBrown3	45	49	1	y	2	0	1015.53
157.0175	0.91899	158.3511	BisliGrill	ClickBlackWhite3	14	18	0	b	1	0	835.71
163.0186	0.91899	164.3022	CrunchBisquitBrown3	KashitSour	49	47	0	b	2	0	790.69
169.0196	0.91899	170.6135	Tapuchips	ChocolateParaMilk3	43	44	0	y	2	1	1095.65
172.0201	0.91899	173.5538	Twix	PesekZman	17	12	0	b	1	0	1033.17
175.0207	0.91899	176.3802	ChocolateParaSucariotKoftzot2	BisliBbq	13	8	1	b	1	1	865.6
179.0134	0.91899	180.5971	ChocolateParaMilk3	WerthersOriginal	44	46	1	b	2	1	1082.81
182.0135	0.91899	183.7637	ChocolateParaMilk3	CrunchBisquitBrown3	44	49	1	b	2	1	1246.75
185.0136	0.91899	186.3637	ClickXLbrown4	ClickBalls5	10	9	1	y	1	0	847.72
188.0135	0.91899	189.7066	KinderBuenoBrown3	ClickXLbrown4	16	10	0	b	1	0	1191.72
