onset	duration	fixation_onset	item_name_left	item_name_right	item_rank_left	item_rank_right	is_left_go	response	pair_type	is_go_chosen	RT
2.029236	0.9575	3.449853	Tortit	Bounty	48	53	0	b	2	0	927.19
5.029568	0.9575	6.366411	Smarties	Tapuchips	50	51	1	y	2	0	846.86
8.030242	0.9575	9.447377	Apropo	BisliBbq	10	11	1	y	1	0	916.18
13.03092	0.9575	14.49981	Shugi	Bounty	54	53	0	b	2	0	968.5
18.032	0.9575	19.33312	Mekupelet	WerthersOriginal	17	13	0	y	1	1	816.43
25.0164	0.9575	26.36701	SkittlesSour4	Kitkat	15	9	1	y	1	0	839.04
29.01724	0.9575	30.33436	Bounty	Tapuchips	53	51	1	b	2	1	809.19
32.01932	0.9575	33.3681	Bamba	Mekupelet	7	17	1	b	1	1	843.11
39.01904	0.9575	40.25283	HappyHippo	Kitkat	12	9	1	y	1	0	731.39
43.01966	0.9575	44.3335	BisliPizza3	HappyHippo	14	12	0	y	1	1	804.77
46.02029	0.9575	47.56707	Twist	KinderBuenoWhite2	55	5	0	y	4	1	1036.12
50.02092	0.9575	51.43794	BisliOnion	BisliGrill	18	8	1	y	1	0	911.51
54.02167	0.9575	55.23878	SkittlesSour4	Mekupelet	15	17	1	b	1	1	707.76
59.02254	0.9575	60.36728	DoritosGrill	SkittlesSour4	16	15	0	y	1	1	837.89
63.02322	0.9575	64.40701	Shugi	Smarties	54	50	0	y	2	1	880.21
67.02393	0.9575	68.46722	BambaNugat	BambaSweet	44	43	1	b	2	1	941.49
70.02448	0.9575	71.36742	Mekupelet	BisliOnion	17	18	0	y	1	1	837.95
80.02618	0.9575	81.46002	Taami	Hit	52	46	1	y	2	0	930.25
84.02692	0.9575	85.31065	Tapuchips	ClickXLwhite4	51	45	0	b	2	0	784.51
87.02739	0.9575	88.35094	BisliGrill	WerthersOriginal	8	13	0	b	1	0	825.03
90.02791	0.9575	91.36166	SkittlesSour4	BisliGrill	15	8	1	y	1	0	831.56
94.02859	0.9575	95.36757	DoritosGrill	BisliOnion	16	18	0	y	1	1	835.83
100.0297	0.9575	101.3677	Loacker	HispusimShatiah	6	56	1	b	4	1	846.76
103.0301	0.9575	104.4138	Mekupelet	HappyHippo	17	12	0	y	1	1	882.33
106.0307	0.9575	107.3312	BambaNugat	CrunchShokoVanil	44	49	1	b	2	1	799.78
110.0315	0.9575	111.5845	ClickXLwhite4	Shugi	45	54	1	b	2	1	1064.94
113.0319	0.9575	114.5347	BambaSweet	ClickXLwhite4	43	45	0	y	2	1	1005.57
116.0177	0.9575	117.4497	Kitkat	BisliOnion	9	18	0	y	1	1	918.73
130.0182	0.9575	131.3687	Tortit	BambaNugat	48	44	0	b	2	0	841.25
140.0215	0.9575	141.6205	BambaNugat	Shugi	44	54	1	y	2	0	1091.95
146.021	0.9575	147.435	Egozi	BambaSweet	47	43	1	b	2	1	905.45
150.0215	0.9575	151.4388	DoritosGrill	Apropo	16	10	0	y	1	1	914.95
156.0227	0.9575	157.4564	Egozi	CrunchShokoVanil	47	49	1	b	2	1	933.69
160.0234	0.9575	161.457	BisliPizza3	WerthersOriginal	14	13	0	y	1	1	933.01
166.0244	0.9575	167.5416	Shugi	Taami	54	52	0	y	2	1	1013.04
178.0264	0.9575	179.5604	Tortit	Egozi	48	47	0	y	2	1	1033.09
181.027	0.9575	182.4774	Taami	Tortit	52	48	1	b	2	1	945.44
188.0283	0.9575	189.3021	Bamba	BisliPizza3	7	14	1	b	1	1	777.13
