onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
2307.315	1	2308.349	ClickXLwhite4	12	1	1	816.7385	1016.223
2310.301	1	2311.319	BagaleShtuhim	40	0	0	NaN	NaN
2314.306	1	2315.326	BisliOnion	39	0	0	NaN	NaN
2316.308	1	2317.342	CrunchShokoVanil	53	1	0	816.7436	786.9982
2318.31	1	2319.33	Tortit	11	0	1	NaN	NaN
2322.298	1	2323.318	ClickBisquit2	5	0	1	NaN	NaN
2324.3	1	2325.336	Cheetos	15	1	1	766.7487	940.066
2329.306	1	2330.326	Loacker	46	0	0	NaN	NaN
2331.308	1	2332.328	KinderBuenoWhite2	20	0	1	NaN	NaN
2334.312	1	2335.331	KinderJoy	21	0	1	NaN	NaN
2337.298	1	2338.318	PesekZman	9	0	1	NaN	NaN
2341.303	1	2342.338	BisliBbq	47	1	0	833.3786	1016.037
2344.306	1	2345.326	BisliGrill	41	0	0	NaN	NaN
2346.308	1	2347.343	Bamba	44	1	0	783.3862	971.8636
2349.312	1	2350.332	Snickers	19	0	1	NaN	NaN
2353.3	1	2354.319	Hit	42	0	0	NaN	NaN
2356.303	1	2357.323	ClickXLbrown4	22	0	1	NaN	NaN
2358.305	1	2359.325	ChocolateParaCookies5	6	0	1	NaN	NaN
2360.307	1	2361.342	ChocolateParaSucariotKoftzot2	10	1	1	783.3781	867.2098
2365.296	1	2366.316	Tictac	57	0	0	NaN	NaN
2369.301	1	2370.321	DoritosNatural	49	0	0	NaN	NaN
2373.305	1	2374.323	ClickBlackWhite3	8	0	1	NaN	NaN
2379.312	1	2380.348	HappyHippo	13	1	1	800.0468	988.4472
2381.298	1	2382.318	Egozi	55	0	0	NaN	NaN
2383.3	1	2384.32	Bounty	58	0	0	NaN	NaN
2385.302	1	2386.337	Twix	7	1	1	816.7194	803.747
2387.304	1	2388.324	ChocolateParaMarir2	56	0	0	NaN	NaN
2391.309	1	2392.343	BambaSweet	50	1	0	800.0703	872.1671
2393.311	1	2394.331	Smarties	48	0	0	NaN	NaN
2397.299	1	2398.319	CrunchBisquitWhite2	4	0	1	NaN	NaN
2399.301	1	2400.321	Taami	16	0	1	NaN	NaN
2401.303	1	2402.323	CrunchBisquitBrown3	14	0	1	NaN	NaN
2403.306	1	2404.326	KinderBuenoBrown3	3	0	1	NaN	NaN
2408.294	1	2409.329	Keifli	45	1	0	816.7123	976.3043
2410.296	1	2411.316	DoritosGrill	51	0	0	NaN	NaN
2412.299	1	2413.319	Mentos	17	0	1	NaN	NaN
2415.302	1	2416.32	Popco	43	0	0	NaN	NaN
2422.31	1	2423.345	KifkefMaklot2	52	1	0	833.3872	967.3141
2426.298	1	2427.318	Halva2	54	0	0	NaN	NaN
2433.306	1	2434.343	WerthersOriginal	18	1	1	833.3788	1008.452
